country,domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction
Canada,Political,Ideational,Political + Ideational,42354,10181,2870,2952.9823625423464,-0.04111494096336878,-0.05258015189226078,-0.028973267317211806,0.006136683515052359,0.0004997501249375312,0.2818976524899322,-12.708148369093918,1.4143697540672464,-15.48031308706572,-9.935983651122115,2.5867420466864274e-19,0.0007496251874062968,3.104090456023713e-19,dissociated
Canada,Political,Economic,Political + Economic,42354,10181,4811,4683.948730238349,0.03860744841687631,0.03054488362725797,0.04708328553647913,0.004329130649902171,0.0004997501249375312,0.4725469010902662,0.27886638864713825,0.024102898745783898,0.2316247071054018,0.32610807018887467,5.860014497842593e-31,0.0007496251874062968,8.79002174676389e-31,associated
Canada,Political,Security,Political + Security,42354,10181,445,489.0689066374483,-0.13608650115175047,-0.22658421852693683,-0.0528101979870366,0.0454295347676526,0.004497751124437781,0.04370886946272468,-0.9604462889235833,0.05668111903723616,-1.0715412822365662,-0.8493512956106004,2.104963483301498e-64,0.004497751124437781,4.209926966602995e-64,dissociated
Canada,Ideational,Economic,Ideational + Economic,42354,10181,1574,1618.0689072004363,-0.03982502911805745,-0.0657945329879449,-0.015231918043811295,0.012903261406095023,0.0024987506246876563,0.1546017090659071,-3.025957647668898,0.03122775436234735,-3.087164046219099,-2.9647512491186974,0.0,0.0029985007496251873,0.0,dissociated
Canada,Ideational,Security,Ideational + Security,42354,10181,296,168.9487304162485,0.8071832772089994,0.6748654338745459,0.9308869071988594,0.06640804332668117,0.0004997501249375312,0.02907376485610451,-2.3555826798266075,0.06527729337341565,-2.4835261748385022,-2.227639184814713,3.7893176475129006e-285,0.0007496251874062968,1.1367952942538702e-284,associated
Canada,Economic,Security,Economic + Security,42354,10181,185,267.98236296517,-0.5334081315380778,-0.7111508980988165,-0.3597724135471203,0.08944944841686304,0.0004997501249375312,0.018171103035065316,-0.7037034304721919,0.0790450969284805,-0.8586318204520136,-0.5487750404923701,5.457494920793152e-19,0.0007496251874062968,5.457494920793152e-19,dissociated
Spain,Political,Ideational,Political + Ideational,42424,9538,3873,3912.731008194302,-0.014722539116497062,-0.026105518429586184,-0.003214581431965683,0.005793132276578993,0.009995002498750625,0.40605997064374083,-12.098644354468828,1.4143516447951725,-14.870773578267366,-9.32651513067029,1.1869077761307673e-17,0.01199400299850075,2.3738155522615346e-17,dissociated
Spain,Political,Economic,Political + Economic,42424,9538,1202,1595.0362996078654,-0.40800453735367204,-0.45360293331865326,-0.3648788778271971,0.022485390400531338,0.0004997501249375312,0.1260222268819459,-0.5600268180820052,0.03446613547900852,-0.6275804436208618,-0.4924731925431485,2.284836118869849e-59,0.0007496251874062968,1.3709016713219093e-58,dissociated
Spain,Political,Security,Political + Security,42424,9538,1249,816.2326926490413,0.6134150184196334,0.5652747342712576,0.662939565855586,0.02474410641183085,0.0004997501249375312,0.13094988467183896,0.28534804292293653,0.03740999701687045,0.21202444876987045,0.3586716370760026,2.3918660208839308e-14,0.0007496251874062968,2.8702392250607174e-14,associated
Spain,Ideational,Economic,Ideational + Economic,42424,9538,2301,1868.232692181756,0.30051422513423104,0.2730657874418741,0.32787502360466064,0.013612389548905047,0.0004997501249375312,0.24124554413923255,-11.563794831255299,1.4144877326469225,-14.336190787243268,-8.79139887526733,2.9524611396854497e-16,0.0007496251874062968,4.4286917095281745e-16,associated
Spain,Ideational,Security,Ideational + Security,42424,9538,563,956.0362991170653,-0.7634041073244529,-0.8562057700255805,-0.6799033487239958,0.043723770381800475,0.0004997501249375312,0.05902704969595303,-12.878778627648204,1.414977264555953,-15.652134066177872,-10.105423189118536,8.888246338713474e-20,0.0007496251874062968,2.6664739016140424e-19,dissociated
Spain,Economic,Security,Economic + Security,42424,9538,350,389.7310082499688,-0.1549139766404152,-0.28744021777352585,-0.032908844912381593,0.06419006873274491,0.014492753623188406,0.03669532396728874,-0.25079402995334166,0.05841843181029423,-0.36529415630151835,-0.13629390360516497,1.762246795894765e-05,0.014492753623188406,1.762246795894765e-05,dissociated
Brazil,Political,Ideational,Political + Ideational,26745,5695,3137,3146.90099863894,-0.004545539685026694,-0.010447674569396373,0.0015822874417834717,0.003084129630385317,0.13993003498250875,0.5508340649692713,-11.608997552203796,1.4143840659647438,-14.381190321494694,-8.836804782912898,2.2525681270532074e-16,0.1679160419790105,3.378852190579811e-16,not distinguishable
Brazil,Political,Economic,Political + Economic,26745,5695,1140,1198.7498563131178,-0.07246582003434583,-0.09618791566647762,-0.05025061168415818,0.011581686566513566,0.0004997501249375312,0.20017559262510976,-0.33852131528990265,0.039764899406030084,-0.4164605181257216,-0.2605821124540837,1.693898364841822e-17,0.0007496251874062968,3.387796729683644e-17,dissociated
Brazil,Political,Security,Political + Security,26745,5695,294,225.34914465856852,0.3829081840800776,0.28451113374978926,0.4707067479922211,0.047047374878968734,0.0004997501249375312,0.05162423178226515,-0.3073642316068971,0.07501838388185683,-0.45440026401533645,-0.1603281991984577,4.1820384612123355e-05,0.0007496251874062968,5.0184461534548026e-05,associated
Brazil,Ideational,Economic,Ideational + Economic,26745,5695,961,892.3491450420041,0.10687041803579644,0.07761353815021717,0.13697137655156313,0.015037117180134367,0.0004997501249375312,0.1687445127304653,-3.0057875946022024,0.044904047190328124,-3.0937995270952454,-2.9177756621091593,0.0,0.0007496251874062968,0.0,associated
Brazil,Ideational,Security,Ideational + Security,26745,5695,109,167.74985666358657,-0.6196744059403715,-0.8538904638727047,-0.4187447148093035,0.11432336463506898,0.0004997501249375312,0.01913959613696225,-3.618032517015243,0.10465096554652027,-3.8231484094864228,-3.412916624544063,6.57336684004238e-262,0.0007496251874062968,1.972010052012714e-261,dissociated
Brazil,Economic,Security,Economic + Security,26745,5695,54,63.90099868378243,-0.240826830887733,-0.6209140147915305,0.0768109622957043,0.1788477045411537,0.1714142928535732,0.00948200175592625,-0.5306316158318118,0.14183238855745703,-0.8086230974044276,-0.25264013425919607,0.00018310113933572958,0.1714142928535732,0.00018310113933572958,not distinguishable
Austria,Political,Ideational,Political + Ideational,31235,5614,1780,1897.6882445882586,-0.0923406367777243,-0.10966298156229218,-0.07678698976560101,0.008389090701670661,0.0004997501249375312,0.3170644816530103,-12.288919188853464,1.414472660354779,-15.061285603148832,-9.516552774558097,3.6892005189853476e-18,0.0007496251874062968,7.378401037970695e-18,dissociated
Austria,Political,Economic,Political + Economic,31235,5614,1448,1457.3480556046682,-0.009280677821414363,-0.03250288850349899,0.014061680925020345,0.01192457231493785,0.43228385807096453,0.2579266120413253,0.10240787466310643,0.03452397609253627,0.03474088152173534,0.1700748678044775,0.003014232349021237,0.44027986006996506,0.0036170788188254845,not distinguishable
Austria,Political,Security,Political + Security,31235,5614,392,264.9637000046361,0.5641780562656292,0.47181954171443347,0.6504992741819199,0.046999825370879184,0.0004997501249375312,0.06982543640897755,-0.12180400603569107,0.060629230657032934,-0.24063729812347562,-0.002970713947906517,0.04453734075877658,0.0007496251874062968,0.04453734075877658,associated
Austria,Ideational,Economic,Ideational + Economic,31235,5614,1636,1508.963699806016,0.11657753962822194,0.09346684857671245,0.140267753849684,0.011932563581935068,0.0004997501249375312,0.2914143213395084,-3.8506662123077997,0.04491643720150397,-3.9387024292227473,-3.762629995392852,0.0,0.0007496251874062968,0.0,associated
Austria,Ideational,Security,Ideational + Security,31235,5614,265,274.3480553843381,-0.04992241097023472,-0.1827439919183663,0.07412388729909392,0.06504266469338375,0.440279860069965,0.047203420021375134,-3.7660788443489777,0.07093153814365642,-3.905104659110544,-3.6270530295874113,0.0,0.44027986006996506,0.0,not distinguishable
Austria,Economic,Security,Economic + Security,31235,5614,93,210.68824461208382,-1.1754912619705333,-1.4685774607211544,-0.9337511472429989,0.13684071150533192,0.0004997501249375312,0.016565728535803348,-0.9193136239077743,0.10821141036284135,-1.1314079882189434,-0.7072192595966053,1.9702640963224872e-17,0.0007496251874062968,2.9553961444837306e-17,dissociated
Australia,Political,Ideational,Political + Ideational,27934,5586,1732,1798.8952914338026,-0.05465680051179675,-0.07369702373173623,-0.03569524770354074,0.009636551037927444,0.0004997501249375312,0.3100608664518439,-12.248645776392014,1.4144716780634319,-15.02101026539634,-9.476281287387687,4.737549468569442e-18,0.0014992503748125937,5.68505936228333e-18,dissociated
Australia,Political,Economic,Political + Economic,27934,5586,1716,1679.8827000386868,0.03068001918889849,0.009633805706200215,0.05141330559126816,0.011030706572541175,0.005997001499250375,0.3071965628356606,-0.5236001633426206,0.03252282247190951,-0.5873448953875633,-0.459855431297678,2.5730436404322475e-58,0.008995502248875561,5.146087280864495e-58,associated
Australia,Political,Security,Political + Security,27934,5586,411,380.2220082842553,0.11215446089167325,0.013251440067493514,0.20399312993921268,0.0485070670566405,0.02148925537231384,0.07357679914070892,-0.8827161608383075,0.05845592645086842,-0.9972897766820096,-0.7681425449946054,1.6060826072215997e-51,0.024987506246876557,2.4091239108323995e-51,associated
Australia,Ideational,Economic,Ideational + Economic,27934,5586,1232,1201.2220085188162,0.03648444715600816,0.004248752035623231,0.06782192902479901,0.016218086457741615,0.02498750624687656,0.22055137844611528,-2.319792802086658,0.036290100956962064,-2.390921399962304,-2.2486642042110123,0.0,0.024987506246876557,0.0,associated
Australia,Ideational,Security,Ideational + Security,27934,5586,308,271.8827001812406,0.1796354128797195,0.05897322211446583,0.2946122775977481,0.060879253800334265,0.00399800099950025,0.05513784461152882,-2.293049372276838,0.06473429618271252,-2.4199285927949545,-2.1661701517587217,7.697452395260974e-275,0.0079960019990005,2.309235718578292e-274,associated
Australia,Economic,Security,Economic + Security,27934,5586,187,253.89529154319783,-0.4401813732443277,-0.6216508555850603,-0.2771466248370422,0.08670937366344837,0.0004997501249375312,0.0334765485141425,-0.5438533129716532,0.07929587117048378,-0.6992732204658014,-0.38843340547750493,6.9571484307370715e-12,0.0014992503748125937,6.9571484307370715e-12,dissociated
India,Political,Ideational,Political + Ideational,28923,4765,2116,2152.0704562885358,-0.024379970928404732,-0.03594598100109412,-0.012715742222157288,0.005866411190212533,0.0004997501249375312,0.4440713536201469,-12.12466670643684,1.4144360388743975,-14.896961342630657,-9.352372070243021,1.0162756053154475e-17,0.0005997001499250374,1.5244134079731712e-17,dissociated
India,Political,Economic,Political + Economic,28923,4765,693,816.8683098105059,-0.23709042715969655,-0.2862981858025221,-0.19046554867161875,0.024196560137306294,0.0004997501249375312,0.1454354669464848,-0.8975890076195573,0.04479023256104217,-0.9853778634392,-0.8098001517999146,2.4757169863246014e-89,0.0005997001499250374,4.951433972649202e-89,dissociated
India,Political,Security,Political + Security,28923,4765,402,242.0612341051924,0.7306397844303495,0.6426736162912069,0.8165854809442044,0.044254213914592735,0.0004997501249375312,0.08436516264428122,-0.20632588225697485,0.06260276014858997,-0.3290272921482112,-0.08362447236573851,0.000981435000799905,0.0005997001499250374,0.000981435000799905,associated
India,Ideational,Economic,Ideational + Economic,28923,4765,1263,1103.0612338931564,0.19525898085183024,0.16603466431567612,0.22619498692362927,0.015635889396474673,0.0004997501249375312,0.26505771248688353,-2.310232072292157,0.04071311098242528,-2.3900297698177106,-2.2304343747666038,0.0,0.0005997001499250374,0.0,associated
India,Ideational,Security,Ideational + Security,28923,4765,203,326.8683095708699,-0.6858858760139153,-0.85257956948594,-0.5412765542455383,0.07819765885945719,0.0004997501249375312,0.04260230849947534,-3.269204343409,0.07881460704908948,-3.4236809732252156,-3.1147277135927847,0.0,0.0005997001499250374,0.0,dissociated
India,Economic,Security,Economic + Security,28923,4765,88,124.07045633173959,-0.4932125928244438,-0.7935575584005736,-0.23612770266925195,0.13741152895887082,0.0009995002498750624,0.018467995802728225,-0.4354041891349573,0.11215473860040019,-0.6552274767917416,-0.21558090147817294,0.00010352683476797009,0.0009995002498750624,0.00012423220172156412,dissociated
Russia,Political,Ideational,Political + Ideational,20889,4315,1239,1314.0508090111618,-0.0848116335528625,-0.11488099510447568,-0.057519175599429914,0.01464107723276757,0.0004997501249375312,0.28713789107763615,-11.426561410784734,1.4146249756581502,-14.199226363074708,-8.65389645849476,6.613555295595878e-16,0.0004997501249375312,7.936266354715054e-16,dissociated
Russia,Political,Economic,Political + Economic,20889,4315,365,596.7286936005115,-0.7084120746341888,-0.8177337020638547,-0.608546191712838,0.052834601744397844,0.0004997501249375312,0.08458864426419467,-0.7038770956396103,0.05879731376606279,-0.8191198306210934,-0.5886343606581272,5.026811952216646e-33,0.0004997501249375312,1.0053623904433292e-32,dissociated
Russia,Political,Security,Political + Security,20889,4315,656,349.22049749685624,0.9085926546866641,0.8368112756130123,0.9833337448168771,0.03771153302405467,0.0004997501249375312,0.15202780996523754,-0.02692329012044401,0.04763121702713665,-0.12028047549363186,0.06643389525274382,0.5719073774630297,0.0004997501249375312,0.5719073774630297,associated
Russia,Ideational,Economic,Ideational + Economic,20889,4315,1417,1110.220497357162,0.35185291376717936,0.31547012696649435,0.3913921971247704,0.01950228437442481,0.0004997501249375312,0.3283893395133256,-2.4946645945982797,0.047342945042135626,-2.5874567668808655,-2.401872422315694,0.0,0.0004997501249375312,0.0,associated
Russia,Ideational,Security,Ideational + Security,20889,4315,418,649.7286934183098,-0.6357195981848648,-0.7289467846289628,-0.5509913193702978,0.046317078455779113,0.0004997501249375312,0.09687137891077637,-7.125049675437237,0.11832402783479917,-7.356964769993444,-6.893134580881031,0.0,0.0004997501249375312,0.0,dissociated
Russia,Economic,Security,Economic + Security,20889,4315,220,295.05080911599816,-0.4226275144119638,-0.5908456731095953,-0.2764212207261646,0.08002236527817363,0.0004997501249375312,0.05098493626882966,-0.7646106684596019,0.07310751246007571,-0.9079013928813503,-0.6213199440378535,1.3365533488236464e-25,0.0004997501249375312,2.0048300232354695e-25,dissociated
Switzerland,Political,Ideational,Political + Ideational,21580,3830,1618,1625.9279223542705,-0.007049523007077278,-0.01929949210370083,0.005479969084296996,0.006235833055821192,0.25687156421789104,0.42245430809399476,-11.601522412360042,1.4145245021573345,-14.373990436588418,-8.829054388131667,2.3698774417230785e-16,0.2773613193403298,4.739754883446157e-16,not distinguishable
Switzerland,Political,Economic,Political + Economic,21580,3830,569,635.9092797686503,-0.16025903047128162,-0.2072597479505324,-0.11648500086235594,0.023442058129297876,0.0004997501249375312,0.14856396866840732,-0.797142358842442,0.04878205897939249,-0.8927551944420513,-0.7015295232428327,5.050851380026014e-60,0.0007496251874062968,1.5152554140078043e-59,dissociated
Switzerland,Political,Security,Political + Security,21580,3830,171,96.16279802415534,0.8271759153243945,0.6636373807169278,0.9716985183011732,0.0777212848704773,0.0004997501249375312,0.04464751958224543,-0.034851152184828704,0.09197366869304904,-0.21511954282320483,0.14541723845354743,0.7047433184375306,0.0007496251874062968,0.7047433184375306,associated
Switzerland,Ideational,Economic,Ideational + Economic,21580,3830,1291,1216.1627978691006,0.08611826772189694,0.06342581921430193,0.10950086956739019,0.011478832317608571,0.0004997501249375312,0.33707571801566577,-10.941538273519994,1.4146869122725256,-13.714324621574145,-8.168751925465843,1.0401675769349085e-14,0.0007496251874062968,1.5602513654023627e-14,associated
Switzerland,Ideational,Security,Ideational + Security,21580,3830,117,183.90927954145494,-0.6502504977383642,-0.8680084685963682,-0.45671423976051,0.10451736833071383,0.0004997501249375312,0.030548302872062665,-4.207783071447681,0.10739462805837334,-4.418276542442093,-3.9972896004532688,0.0,0.0007496251874062968,0.0,dissociated
Switzerland,Economic,Security,Economic + Security,21580,3830,64,71.92792244236767,-0.16724683239505092,-0.5067989569197043,0.11532057244440544,0.15708540332480206,0.2773613193403298,0.01671018276762402,-0.3720648559606427,0.13335802180189932,-0.6334465786923653,-0.11068313322892004,0.0052712955102220925,0.2773613193403298,0.006325554612266511,not distinguishable
