domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Political,Economic,Political + Economic,3446,553,73,76.29200823603581,-0.06321192716713572,-0.23860840744271247,0.08867378969313792,0.0839738155707575,0.45077461269365315,0.13200723327305605,-0.2540455693477105,0.1350114309289683,-0.5186679739684883,0.010576835273067353,0.05988223406407048,0.6836581709145427,0.08982335109610572,not distinguishable,Denmark,1800-1899
Political,Security,Political + Security,3446,553,23,18.757183768647007,0.28726402246055116,-0.22597602153226623,0.6893707437591327,0.2360612434365762,0.21739130434782608,0.04159132007233273,-0.17852885863885265,0.22868921797366637,-0.6267597258672387,0.2697020085895334,0.43500163399864267,0.6836581709145427,0.5220019607983712,not distinguishable,Denmark,1800-1899
Ideational,Economic,Ideational + Economic,3446,553,221,216.7571837542572,0.027902817274361672,-0.017931165817319253,0.07927913868363883,0.024832481137938157,0.25487256371814093,0.3996383363471971,-8.954651183598834,1.4171826980562807,-11.732329271789144,-6.176973095408524,2.6389457450846107e-10,0.6836581709145427,5.277891490169221e-10,not distinguishable,Denmark,1800-1899
Ideational,Security,Ideational + Security,3446,553,50,53.29200820450507,-0.0911084618661189,-0.3519609913119001,0.12504593857258178,0.12292709895683433,0.45577211394302847,0.09041591320072333,-4.615321045849425,0.21222802097105503,-5.031287966952693,-4.199354124746158,7.376040266742154e-105,0.6836581709145427,4.4256241600452924e-104,not distinguishable,Denmark,1800-1899
Economic,Security,Economic + Security,3446,553,24,24.950808029623552,-0.0549297114670435,-0.5948798081502262,0.31924128696855514,0.2331807554915164,0.8205897051474262,0.0433996383363472,0.10967833482507257,0.2258043969568043,-0.3328982832102639,0.552254952860409,0.6271637446532812,0.8205897051474262,0.6271637446532812,not distinguishable,Denmark,1800-1899
Political,Ideational,Political + Ideational,4737,669,258,257.45563419085437,0.003041322786063938,-0.026612573698289923,0.033989069385465635,0.01590196827641414,0.8640679660169915,0.38565022421524664,-10.033229994228384,1.416183790046569,-12.808950222719659,-7.257509765737108,1.3935102324533466e-12,0.8685657171414293,4.18053069736004e-12,not distinguishable,Denmark,1900-2020
Political,Economic,Political + Economic,4737,669,97,107.12761859438524,-0.1425742150379485,-0.24960074100255467,-0.044600226582178853,0.05073925083522956,0.0069965017491254375,0.14499252615844543,-0.3042347870270795,0.11697627149081034,-0.5335082791490677,-0.07496129490509124,0.009299993795278474,0.01699150424787606,0.013949990692917712,dissociated,Denmark,1900-2020
Political,Security,Political + Security,4737,669,20,10.41674723414938,0.9090808564235742,0.35303285754605507,1.3318291825700324,0.24608152297123645,0.0034982508745627187,0.029895366218236172,0.45201020782117224,0.26235891716918475,-0.06221326983042991,0.9662336854727744,0.08491210536544441,0.01699150424787606,0.10189452643853329,associated,Denmark,1900-2020
Ideational,Economic,Ideational + Economic,4737,669,268,258.4167472136198,0.05243380377363678,0.01588147127424307,0.09336160739060036,0.019878553045182715,0.00849575212393803,0.40059790732436473,-9.326805759447735,1.416627149546308,-12.1033949725585,-6.550216546336971,4.585391939769078e-11,0.01699150424787606,9.170783879538156e-11,associated,Denmark,1900-2020
Ideational,Security,Ideational + Security,4737,669,15,25.127618555467812,-0.7254312070299856,-1.3914143066963738,-0.21466485804145444,0.2961723191174903,0.015992003998001,0.02242152466367713,-5.490886820324169,0.3095381382554975,-6.097581571304945,-4.884192069343394,2.097556726006789e-70,0.0239880059970015,1.2585340356040734e-69,dissociated,Denmark,1900-2020
Economic,Security,Economic + Security,4737,669,11,10.45563421152341,0.06996085814359708,-0.834862467820671,0.6466750750014135,0.3804039098488651,0.8685657171414293,0.016442451420029897,0.21184020629446668,0.323816393265043,-0.4228399245050176,0.8465203370939509,0.5129839128416183,0.8685657171414293,0.5129839128416183,not distinguishable,Denmark,1900-2020
Political,Ideational,Political + Ideational,5723,1320,563,571.5880178225586,-0.021821517562856232,-0.04688001539583312,0.0032279167199952843,0.01265421484376483,0.08545727136431784,0.4265151515151515,-9.934599966776814,1.4151969909932711,-12.708386069123625,-7.160813864430002,2.2196129565270118e-12,0.1025487256371814,3.3294194347905176e-12,not distinguishable,Israel,1900-2020
Political,Economic,Political + Economic,5723,1320,132,170.6213595282977,-0.36902748993684525,-0.52372791902389,-0.23678974971231617,0.07276741552652248,0.0004997501249375312,0.1,-1.0441717025600743,0.09931602758794957,-1.2388311166324555,-0.8495122884876931,7.476151509859873e-26,0.0007496251874062968,1.4952303019719745e-25,dissociated,Israel,1900-2020
Political,Security,Political + Security,5723,1320,114,66.79062270344573,0.7668702213878195,0.5930593809668496,0.934598395959383,0.08716266654692649,0.0004997501249375312,0.08636363636363636,0.032831648200613496,0.11755201429222067,-0.19757029981213903,0.263233596213366,0.7800187148668668,0.0007496251874062968,0.7800187148668668,associated,Israel,1900-2020
Ideational,Economic,Ideational + Economic,5723,1320,386,338.7906226425872,0.18794685693939361,0.13621842685566196,0.24577633168881982,0.0285473777822641,0.0004997501249375312,0.2924242424242424,-3.889494978725321,0.11719914621503963,-4.1192053053067985,-3.659784652143843,1.654846124967793e-241,0.0007496251874062968,9.929076749806759e-241,associated,Israel,1900-2020
Ideational,Security,Ideational + Security,5723,1320,94,132.6213594531441,-0.4943558372154185,-0.7011209314871644,-0.31577001266714094,0.0986070646062486,0.0004997501249375312,0.07121212121212121,-3.786745203298414,0.1337477095018273,-4.048890713921995,-3.5245996926748324,2.4181838079683878e-176,0.0007496251874062968,7.254551423905163e-176,dissociated,Israel,1900-2020
Economic,Security,Economic + Security,5723,1320,31,39.58801784996664,-0.3478192566556359,-0.8598596006108574,0.04503152973395455,0.22842922547787384,0.12893553223388307,0.023484848484848483,-0.5856670909467688,0.190609062322277,-0.9592608530984317,-0.21207332879510593,0.0021219643118385936,0.12893553223388307,0.0025463571742063125,not distinguishable,Israel,1900-2020
Political,Ideational,Political + Ideational,4141,723,353,361.3472941117792,-0.03367076816321676,-0.05291964610194445,-0.01375482459914799,0.00999444526229075,0.001999000499750125,0.48824343015214383,-9.864515640112547,1.4156623114056845,-12.639213770467688,-7.089817509757405,3.2118683350036125e-12,0.0029985007496251873,4.817802502505419e-12,dissociated,Turkey,1900-2020
Political,Economic,Political + Economic,4141,723,100,115.68931705559513,-0.2092819258629658,-0.3355130857929137,-0.09995300088230855,0.05964076923271952,0.0014992503748125937,0.13831258644536654,-0.8993457633601148,0.11582037268234648,-1.126353693817514,-0.6723378329027158,8.16420567555438e-15,0.0029985007496251873,1.632841135110876e-14,dissociated,Turkey,1900-2020
Political,Security,Political + Security,4141,723,54,29.963388871030478,0.8391797878845255,0.6135704308814539,1.048241738629402,0.11370223995596454,0.0004997501249375312,0.07468879668049792,-0.31062381748094986,0.1623409915083871,-0.6288121608373886,0.007564525875488837,0.05569641972526204,0.0014992503748125937,0.05569641972526204,associated,Turkey,1900-2020
Ideational,Economic,Ideational + Economic,4141,723,185,160.96338883142997,0.20021211009470147,0.13001407309651458,0.27973145625392865,0.03880134536715319,0.0004997501249375312,0.25587828492392806,-3.833027278368548,0.12405695698546397,-4.0761789140600575,-3.589875642677039,1.2977630755598102e-209,0.0014992503748125937,7.786578453358861e-209,associated,Turkey,1900-2020
Ideational,Security,Ideational + Security,4141,723,26,41.689317011330424,-0.6708853727654697,-1.1474985637092885,-0.30974051093733074,0.21363006573262885,0.0024987506246876563,0.035961272475795295,-4.273888623175211,0.2163589128875529,-4.697952092434815,-3.8498251539156074,7.455353141297208e-87,0.0029985007496251873,2.2366059423891623e-86,dissociated,Turkey,1900-2020
Economic,Security,Economic + Security,4141,723,5,13.347294118834803,-1.3321005649629545,-3.170252922370765,-0.4464499888170951,0.6922071546339802,0.049475262368815595,0.006915629322268326,-1.7216182024934976,0.43486815139163887,-2.5739597792211097,-0.8692766257658855,7.528221486333179e-05,0.04947526236881559,9.033865783599813e-05,dissociated,Turkey,1900-2020
Political,Ideational,Political + Ideational,2121,456,198,205.3662122953845,-0.05256806032010699,-0.09334219088194874,-0.011949198950914617,0.020464416060099872,0.012993503248375811,0.4342105263157895,-9.150758012231499,1.4168482403440168,-11.927780563305772,-6.373735461157226,1.057243412760239e-10,0.015592203898050975,1.5858651191403584e-10,dissociated,Hungary,1800-1899
Political,Economic,Political + Economic,2121,456,20,54.31698267812721,-1.4189990095474356,-2.0471891018722785,-1.005582411348923,0.2668333693835509,0.0004997501249375312,0.043859649122807015,-1.8839183598559555,0.23584670033756175,-2.3461778925175762,-1.4216588271943345,1.372637833125615e-15,0.0009995002498750624,2.74527566625123e-15,dissociated,Hungary,1800-1899
Political,Security,Political + Security,2121,456,72,30.316805047936953,1.2342636978571968,1.0143810862174079,1.4669530270072395,0.11458240155424261,0.0004997501249375312,0.15789473684210525,0.4110807823034422,0.16393188364106842,0.08977429036694812,0.7323872742399362,0.012154329048195354,0.0009995002498750624,0.012154329048195354,associated,Hungary,1800-1899
Ideational,Economic,Ideational + Economic,2121,456,139,97.31680502383496,0.512110874036169,0.3848293976244322,0.6599941489210372,0.07074629535273773,0.0004997501249375312,0.3048245614035088,-2.477368698950749,0.165412731180555,-2.801577652064637,-2.153159745836861,1.0396563498522017e-50,0.0009995002498750624,3.118969049556605e-50,associated,Hungary,1800-1899
Ideational,Security,Ideational + Security,2121,456,20,54.31698265124289,-1.4189990088398832,-2.014226362986171,-0.9978765045397949,0.2647615436269868,0.0009995002498750624,0.043859649122807015,-5.415697688528398,0.27024869536984186,-5.945385131453287,-4.886010245603508,2.4835334138782794e-89,0.0014992503748125937,1.4901200483269676e-88,dissociated,Hungary,1800-1899
Economic,Security,Economic + Security,2121,456,7,14.366212303473464,-0.9870746155950082,-2.271723741984515,-0.19503323474119447,0.5396852608923104,0.057971014492753624,0.015350877192982455,-1.0303427445183013,0.38026281132609285,-1.7756578547174433,-0.28502763431915934,0.006737367112855057,0.057971014492753624,0.00808484053542607,not distinguishable,Hungary,1800-1899
Political,Ideational,Political + Ideational,3751,725,355,359.50492369565393,-0.01816707821783415,-0.03356562926496871,-0.0015680173532951346,0.008167272836188328,0.026486756621689155,0.4896551724137931,-9.498875350642223,1.4158026544820432,-12.273848553427028,-6.723902147857418,1.9572064880051163e-11,0.05297351324337831,5.871619464015349e-11,not distinguishable,Hungary,1900-2020
Political,Economic,Political + Economic,3751,725,104,111.4374679419686,-0.09919007672835445,-0.19466868006855395,-0.012166881632784947,0.04627147615438022,0.0384807596201899,0.14344827586206896,-0.16143667375315193,0.11985343553831254,-0.39634940740824454,0.07347605990194064,0.17799609805578454,0.057721139430284854,0.2051027300918159,not distinguishable,Hungary,1900-2020
Political,Security,Political + Security,3751,725,27,15.057608397902545,0.8218113203746241,0.4413684667660458,1.1527804061369584,0.17935348321221517,0.0004997501249375312,0.037241379310344824,0.30384138715955517,0.23978384944222184,-0.1661349577471996,0.77381773206631,0.2051027300918159,0.0014992503748125937,0.2051027300918159,associated,Hungary,1900-2020
Ideational,Economic,Ideational + Economic,3751,725,215,203.05760836118327,0.0822507232979536,0.03480884372716499,0.13280137584727836,0.02481076509881867,0.0004997501249375312,0.296551724137931,-8.688286048387315,1.4178388493409921,-11.46725019309566,-5.90932190367897,8.908150477440193e-10,0.0014992503748125937,1.7816300954880385e-09,associated,Hungary,1900-2020
Ideational,Security,Ideational + Security,3751,725,20,27.4374678946366,-0.44657735864039555,-0.9861350833781904,-0.054687015423761746,0.2381886841234358,0.06596701649175413,0.027586206896551724,-4.965685695685353,0.2839605963947572,-5.522248464619077,-4.409122926751628,1.7924530014973982e-68,0.07916041979010495,1.0754718008984389e-67,not distinguishable,Hungary,1900-2020
Economic,Security,Economic + Security,3751,725,4,8.504923708654959,-1.0007890519672624,-2.6451563147181214,-0.06498038958058981,0.7038457918975627,0.11394302848575712,0.005517241379310344,-0.686384449193235,0.4885102643866969,-1.643864567391161,0.27109566900469095,0.16000452245954744,0.11394302848575712,0.2051027300918159,not distinguishable,Hungary,1900-2020
Political,Ideational,Political + Ideational,2586,740,353,360.96834279527934,-0.03215908721183867,-0.0536234021813118,-0.011904768841557967,0.010544718052089076,0.0029985007496251873,0.47702702702702704,-9.13713815857757,1.415795434977225,-11.91209721113293,-6.36217910602221,1.091420342543376e-10,0.005997001499250375,2.182840685086752e-10,dissociated,Peru,1900-2020
Political,Economic,Political + Economic,2586,740,169,177.41928656570053,-0.06993763479563662,-0.13843508742002722,-0.00767955743543205,0.032517326878643206,0.030984507746126936,0.22837837837837838,-0.36956578054704836,0.10913769378878113,-0.5834756603730593,-0.15565590072103735,0.0007085890788439605,0.046476761619190406,0.0010628836182659408,dissociated,Peru,1900-2020
Political,Security,Political + Security,2586,740,60,43.61237059519547,0.4557518495600416,0.2593063533791209,0.639499202250047,0.09846949967760615,0.0004997501249375312,0.08108108108108109,0.16419633202776943,0.19193232307796607,-0.21199102120504407,0.5403836852605829,0.39227950865802896,0.0014992503748125937,0.392279508658029,associated,Peru,1900-2020
Ideational,Economic,Ideational + Economic,2586,740,132,115.61237063758969,0.19047067423588213,0.09859406338612577,0.28296031074773975,0.04720780280478175,0.0004997501249375312,0.1783783783783784,-3.2084164626048635,0.1325184801528313,-3.468152683704413,-2.948680241505314,1.7003046392441028e-129,0.0014992503748125937,1.0201827835464617e-128,associated,Peru,1900-2020
Ideational,Security,Ideational + Security,2586,740,20,28.41928660201491,-0.49640805374676666,-1.093956159249104,-0.04945897144440698,0.2657716325976651,0.05747126436781609,0.02702702702702703,-3.312364592540335,0.2505671945881904,-3.8034762939331883,-2.821252891147482,6.774287418825441e-40,0.05847076461769116,2.0322862256476322e-39,not distinguishable,Peru,1900-2020
Economic,Security,Economic + Security,2586,740,6,13.968342804219995,-1.1543880626068947,-2.5785117759697105,-0.3507876419577681,0.6085539931406622,0.05847076461769116,0.008108108108108109,-1.1673555060072875,0.40757293022433827,-1.9661984492469906,-0.3685125627675846,0.004181121484105282,0.05847076461769116,0.005017345780926339,not distinguishable,Peru,1900-2020
Political,Ideational,Political + Ideational,3578,950,494,503.5298494681858,-0.027538654019672672,-0.041540276657629015,-0.013600789878917505,0.00710707249038627,0.0004997501249375312,0.52,-9.104267435434624,1.4155033514119901,-11.878654004202124,-6.329880866667123,1.260822649253583e-10,0.0005997001499250374,1.8912339738803744e-10,dissociated,Iran,1900-2020
Political,Economic,Political + Economic,3578,950,101,138.73511857358645,-0.45604341338740023,-0.6113026805994689,-0.3350833688239588,0.06974966699327266,0.0004997501249375312,0.10631578947368421,-0.8726223321075767,0.11733292848036275,-1.1025948719290877,-0.6426497922860657,1.0288241354248107e-13,0.0005997001499250374,2.0576482708496213e-13,dissociated,Iran,1900-2020
Political,Security,Political + Security,3578,950,83,35.73503200855384,1.2043910288453388,1.024179644591494,1.3935809203460772,0.09466307383838471,0.0004997501249375312,0.08736842105263158,0.6429610489857033,0.15979051466467561,0.3297716402429391,0.9561504577284674,5.727268125611448e-05,0.0005997001499250374,6.872721750733737e-05,associated,Iran,1900-2020
Ideational,Economic,Ideational + Economic,3578,950,252,204.7350319565878,0.2990063795492143,0.23038705923888136,0.3756679663872197,0.03700616976580803,0.0004997501249375312,0.26526315789473687,-5.851072164346397,0.35504395628849245,-6.546958318671843,-5.155186010020952,5.1209323377632154e-61,0.0005997001499250374,1.5362797013289648e-60,associated,Iran,1900-2020
Ideational,Security,Ideational + Security,3578,950,15,52.735118515506706,-1.7801100714462446,-2.582089183477522,-1.2449665101198797,0.34374308962023226,0.0004997501249375312,0.015789473684210527,-5.752157881951979,0.28523517433172685,-6.3112188236421645,-5.193096940261794,1.9332064162588705e-90,0.0005997001499250374,1.1599238497553222e-89,dissociated,Iran,1900-2020
Economic,Security,Economic + Security,3578,950,5,14.529849477579408,-1.4503270371319452,-3.2218082438137965,-0.5833208692141408,0.6689782973350311,0.041979010494752625,0.005263157894736842,-1.5794596067287483,0.4364315491858497,-2.4348654431330137,-0.7240537703244829,0.0002957074295270502,0.04197901049475263,0.0002957074295270502,dissociated,Iran,1900-2020
Political,Ideational,Political + Ideational,2443,854,570,572.7334022575507,-0.00689579124259738,-0.011720806915006604,-0.0009306257594236778,0.0028203748577686396,0.017991004497751123,0.667447306791569,-8.293235768244434,1.415495112909087,-11.067606189546245,-5.518865346942624,4.659600953242516e-09,0.10794602698650674,9.319201906485032e-09,not distinguishable,Lithuania,1900-2020
Political,Economic,Political + Economic,2443,854,169,164.96203782693001,0.034785017785788734,-0.014876470808149555,0.0885736395517544,0.025636340091991804,0.1729135432283858,0.19789227166276346,-0.6359634852336279,0.12127528922910756,-0.8736630521226787,-0.3982639183445771,1.5716123011845674e-07,0.3458270864567716,2.357418451776851e-07,not distinguishable,Lithuania,1900-2020
Political,Security,Political + Security,2443,854,30,31.304559848363752,-0.06042437814915163,-0.3661775445535982,0.18877857500750134,0.14237722586931775,0.6541729135432284,0.0351288056206089,-0.9801996359344062,0.24367187287930187,-1.4577965067778378,-0.5026027650909746,5.7554026382986966e-05,0.6541729135432284,6.906483165958435e-05,not distinguishable,Lithuania,1900-2020
Ideational,Economic,Ideational + Economic,2443,854,67,68.30455991376529,-0.027616678272323746,-0.16279010046931208,0.0936994281501715,0.06446422608936801,0.6521739130434783,0.07845433255269321,-2.419779179233005,0.14590195625917116,-2.7057470135009805,-2.1338113449650296,8.951434552253802e-62,0.6541729135432284,5.370860731352281e-61,not distinguishable,Lithuania,1900-2020
Ideational,Security,Ideational + Security,2443,854,17,12.962037884012762,0.37845810032513993,-0.18963353963527177,0.808268814630817,0.2493501730660595,0.12243878060969515,0.01990632318501171,-1.930313070638764,0.27895041747887,-2.477055888897349,-1.3835702523801787,4.519159486870654e-12,0.3458270864567716,1.3557478460611961e-11,not distinguishable,Lithuania,1900-2020
Economic,Security,Economic + Security,2443,854,1,3.73340226937746,-1.4968550832486136,-3.3288482203980316,-0.13077719716640215,1.0230414792235383,0.2518740629685157,0.00117096018735363,-1.971209713136867,0.8274547558240612,-3.5930210345520273,-0.34939839172170717,0.017206893787663883,0.3778110944527736,0.017206893787663883,not distinguishable,Lithuania,1900-2020
Political,Ideational,Political + Ideational,2840,537,286,291.4343108428605,-0.027108640798986793,-0.04610418598559819,-0.007797349723402583,0.009807633875283401,0.00849575212393803,0.5325884543761639,-9.183972923949247,1.4161773096330117,-11.95968045082995,-6.4082653970685435,8.870557842271642e-11,0.010194902548725637,1.3305836763407462e-10,dissociated,Greece,1900-2020
Political,Economic,Political + Economic,2840,537,43,67.4451400261916,-0.6433549607617819,-0.928982901504218,-0.42948470296087166,0.12846722636522434,0.0004997501249375312,0.08007448789571694,-1.2318335687610142,0.1680408436032388,-1.5611936222233622,-0.9024735152986663,2.291921521903585e-13,0.0009995002498750624,4.58384304380717e-13,dissociated,Greece,1900-2020
Political,Security,Political + Security,2840,537,52,22.120549161790347,1.2146834685449945,0.9881540717061326,1.4546808585862654,0.11790636369959405,0.0004997501249375312,0.09683426443202979,0.6039995626629409,0.1910675903857553,0.2295070855068605,0.9784920398190212,0.0015712990399544093,0.0009995002498750624,0.001885558847945291,associated,Greece,1900-2020
Ideational,Economic,Ideational + Economic,2840,537,141,111.1205491294524,0.3421994040433685,0.2331003669339954,0.45556506732401336,0.05709834546782165,0.0004997501249375312,0.26256983240223464,-3.5226246439469655,0.15241187556968736,-3.821351920063553,-3.223897367830378,3.4639139015677625e-118,0.0009995002498750624,2.0783483409406574e-117,associated,Greece,1900-2020
Ideational,Security,Ideational + Security,2840,537,12,36.44513999005169,-1.563456500244513,-2.3985370807936452,-0.9872282853259967,0.3592978155565572,0.0009995002498750624,0.0223463687150838,-4.75427676072115,0.30913505485729453,-5.360181468241447,-4.148372053200853,2.2541591002827825e-53,0.0014992503748125937,6.762477300848347e-53,dissociated,Greece,1900-2020
Economic,Security,Economic + Security,2840,537,3,8.434310849653372,-1.3520015288508225,-4.037362253455574,-0.321803036267378,0.8577050497219838,0.07546226886556721,0.00558659217877095,-1.4790794872822948,0.5459611130509883,-2.5491632688622317,-0.4089957057023579,0.006745995473979683,0.07546226886556721,0.006745995473979683,not distinguishable,Greece,1900-2020
Political,Ideational,Political + Ideational,1428,419,168,177.9842886653684,-0.08304849314325109,-0.12855561055077128,-0.03986820517269652,0.02305316567426086,0.001999000499750125,0.4009546539379475,-8.643667919319496,1.4174271422883833,-11.421825118204726,-5.865510720434265,1.0731033032351716e-09,0.0023988005997001498,1.6096549548527573e-09,dissociated,Romania,1800-1899
Political,Economic,Political + Economic,1428,419,28,54.72975895606355,-0.9544839116686121,-1.4011169622727635,-0.6456833623647672,0.1931730466750115,0.0004997501249375312,0.06682577565632458,-1.6283871787079915,0.2110675748460261,-2.0420796254062026,-1.2146947320097805,1.20978463730523e-14,0.0009995002498750624,3.62935391191569e-14,dissociated,Romania,1800-1899
Political,Security,Political + Security,1428,419,65,28.285952395359995,1.186129961432893,0.9633030297060977,1.4161145723774917,0.11455243752320246,0.0004997501249375312,0.15513126491646778,-0.1171512909691597,0.17012938583488002,-0.45060488720552455,0.21630230526720512,0.4910742963165451,0.0009995002498750624,0.4910742963165451,associated,Romania,1800-1899
Ideational,Economic,Ideational + Economic,1428,419,131,94.28595237651574,0.47231763210042155,0.3456361388128622,0.6164555657001279,0.06908460474125622,0.0004997501249375312,0.3126491646778043,-1.2310905083782013,0.18171951651262552,-1.5872607607429474,-0.8749202560134552,1.2468697317401086e-11,0.0009995002498750624,2.4937394634802172e-11,associated,Romania,1800-1899
Ideational,Security,Ideational + Security,1428,419,22,48.72975893451891,-1.129605673640817,-1.6764076940831347,-0.7538836529059442,0.23217441969909486,0.0009995002498750624,0.05250596658711217,-4.829341033915517,0.2632454589711179,-5.345302133498908,-4.313379934332126,3.5932821961812107e-75,0.0014992503748125937,2.1559693177087263e-74,dissociated,Romania,1800-1899
Economic,Security,Economic + Security,1428,419,5,14.984288672173308,-1.493301585274946,-3.19196285430025,-0.6104513654087735,0.6497808218931911,0.031484257871064465,0.011933174224343675,-1.564316317557142,0.4411574273660219,-2.428984875194545,-0.699647759919739,0.0003912201522629456,0.031484257871064465,0.0004694641827155347,dissociated,Romania,1800-1899
Political,Ideational,Political + Ideational,3006,571,270,276.2306788521796,-0.032853998484231976,-0.05285985847613594,-0.01240272725701314,0.01038069863291324,0.00399800099950025,0.47285464098073554,-9.33092891603614,1.4162594359915128,-12.106797410579505,-6.555060421492774,4.444958979394324e-11,0.0079960019990005,1.3334876938182974e-10,dissociated,Romania,1900-2020
Political,Economic,Political + Economic,3006,571,98,105.23056998631753,-0.1021969352248395,-0.19976568088068372,-0.008686732334344778,0.04828566051852895,0.03548225887056472,0.17162872154115585,-0.12783634871491456,0.12494381169959093,-0.37272621964611274,0.11705352221628365,0.3062365972393247,0.05322338830584708,0.3062365972393247,not distinguishable,Romania,1900-2020
Political,Security,Political + Security,3006,571,32,18.538751192109505,0.7715008670181918,0.4332349857704534,1.0411923709803186,0.15255790321988347,0.0004997501249375312,0.05604203152364273,0.6044369706152706,0.23331856777063137,0.14713257778483307,1.061741363445708,0.009580652748881976,0.0029985007496251873,0.014370979123322964,associated,Romania,1900-2020
Ideational,Economic,Ideational + Economic,3006,571,151,137.53875116091336,0.1342444668413334,0.06210608237052859,0.20715033217575404,0.03636395395111883,0.0009995002498750624,0.26444833625218916,-8.998310984014642,1.418245878018683,-11.77807290493126,-6.218549063098024,2.2289363098020557e-10,0.0029985007496251873,4.4578726196041114e-10,associated,Romania,1900-2020
Ideational,Security,Ideational + Security,3006,571,17,24.230569951081414,-0.4989405670080345,-1.0904301658527995,-0.03758256033970414,0.26572802399551604,0.05697151424287856,0.0297723292469352,-5.003040468279431,0.2984268750071385,-5.587957143293422,-4.41812379326544,4.421549978820976e-63,0.05697151424287856,2.6529299872925857e-62,not distinguishable,Romania,1900-2020
Economic,Security,Economic + Security,3006,571,3,9.230678857398448,-1.4751855355734713,-4.145332328419845,-0.45123788026496786,0.8318827969832137,0.05247376311844078,0.005253940455341506,-1.1314876968839787,0.5497387334973233,-2.2089756145387325,-0.05399977922922505,0.03956824449477731,0.05697151424287856,0.04748189339373278,not distinguishable,Romania,1900-2020
