domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,cohort
Ideational,Security,Ideational + Security,757,165,18,25.9468327106048,-0.515569683873265,-1.029313133936665,-0.17349353331775597,0.22349643701719657,0.025487256371814093,0.10909090909090909,-4.705444495166872,0.3158121220979076,-5.324436254478771,-4.086452735854973,3.3202699943657287e-50,0.038980509745127435,1.992161996619437e-49,dissociated,Austria,1775
Economic,Security,Economic + Security,757,165,6,11.136004835001042,-0.8400841777669257,-2.1093989745900426,-0.10980024297208298,0.5283040900723941,0.08695652173913043,0.03636363636363636,-1.4575935141832452,0.4154144374429141,-2.271805811571357,-0.6433812167951336,0.0004501848529021192,0.08695652173913043,0.000540221823482543,not distinguishable,Austria,1775
Political,Ideational,Political + Ideational,1241,258,102,102.47810708172894,-0.006713746495129478,-0.08244423147298577,0.06346349656305722,0.03740461567166324,0.8690654672663668,0.3953488372093023,-8.344233721979798,1.4196289801719046,-11.12670652311673,-5.561760920842865,4.158635780071568e-09,0.8725637181409297,8.317271560143136e-09,not distinguishable,Austria,1800
Political,Economic,Political + Economic,1241,258,31,33.27234475107938,-0.10049051784335454,-0.4031759672087604,0.1436654509116139,0.14289013730635505,0.47726136931534235,0.12015503875968993,-0.7633581875591029,0.20559356713541946,-1.166321579144525,-0.3603947959736808,0.00020485913330840476,0.7158920539730136,0.00030728869996260715,not distinguishable,Austria,1800
Political,Security,Political + Security,1241,258,20,17.24954817656569,0.2078416091542166,-0.26129594792024646,0.5965499021127522,0.22053435103409982,0.3488255872063968,0.07751937984496124,-0.6808315028835629,0.2499429217813581,-1.1707196295750246,-0.190943376192101,0.006450667690117748,0.7158920539730136,0.007512499038042418,not distinguishable,Austria,1800
Ideational,Economic,Ideational + Economic,1241,258,65,62.24954816568787,0.061889835817248606,-0.06826634136934935,0.20497795505876332,0.06891120569342031,0.35932033983008493,0.25193798449612403,-5.091451065789554,0.312146963687164,-5.703259114616396,-4.479643016962713,8.233730372382663e-60,0.7158920539730136,2.470119111714799e-59,not distinguishable,Austria,1800
Ideational,Security,Ideational + Security,1241,258,30,32.27234473815209,-0.10366965330829435,-0.43370965664757405,0.14169681928511363,0.14823113719608208,0.46026986506746626,0.11627906976744186,-4.148838349456902,0.24925989141514457,-4.637387736630585,-3.660288962283219,3.3101270205977906e-62,0.7158920539730136,1.9860762123586743e-61,not distinguishable,Austria,1800
Economic,Security,Economic + Security,1241,258,10,10.478107086786006,-0.06423998948157006,-1.0184987732744801,0.5148800783744488,0.3897496836640758,0.8725637181409296,0.03875968992248062,-0.8858489137047828,0.3313778867774864,-1.535349571788656,-0.23634825562090944,0.007512499038042418,0.8725637181409297,0.007512499038042418,not distinguishable,Austria,1800
Political,Ideational,Political + Ideational,1546,300,88,94.57665068811302,-0.10341362645283422,-0.19925398046045223,-0.013118718763052874,0.04700558727742486,0.030984507746126936,0.29333333333333333,-8.928240430513663,1.4198604854087908,-11.711166981914893,-6.145313879112432,3.2135198184300433e-10,0.09095452273863068,9.64055945529013e-10,not distinguishable,Austria,1825
Political,Economic,Political + Economic,1546,300,39,39.39514881625352,-0.014360674505344794,-0.28054469070445165,0.20244551033902342,0.12580420563612096,0.9095452273863068,0.13,-0.7269737399223036,0.18323226294804482,-1.0861089753004713,-0.3678385045441358,7.263094996325433e-05,0.9100449775112444,0.00010894642494488149,not distinguishable,Austria,1825
Political,Security,Political + Security,1546,300,22,15.02820050331303,0.5350343497832593,0.06711649715458595,0.9332266438163027,0.22313959143691842,0.01999000499750125,0.07333333333333333,-0.14153380144050826,0.24396827179407157,-0.6197116141568886,0.336644011275872,0.5618256057326183,0.09095452273863068,0.5618256057326183,not distinguishable,Austria,1825
Ideational,Economic,Ideational + Economic,1546,300,105,98.02820049353959,0.09863438560322846,0.009874030415686774,0.19817096608030663,0.04834666499635906,0.04547726136931534,0.35,-8.453823276292125,1.4196821980847887,-11.23640038453831,-5.67124616804594,2.6050254601306814e-09,0.09095452273863068,5.210050920261363e-09,not distinguishable,Austria,1825
Ideational,Security,Ideational + Security,1546,300,37,37.3951488003538,-0.015122576016517824,-0.30307940361805524,0.22142433269326736,0.13312170927619013,0.9100449775112444,0.12333333333333334,-3.708403659696266,0.23549474733000744,-4.169973364463081,-3.2468339549294516,7.16902621512015e-56,0.9100449775112444,4.30141572907209e-55,not distinguishable,Austria,1825
Economic,Security,Economic + Security,1546,300,9,15.576650698427,-0.7589674578567469,-1.7003390413936683,-0.08209566510869103,0.41507140633194717,0.07196401799100449,0.03,-0.9998063281245699,0.34537819264384023,-1.6767475857064968,-0.32286507054264313,0.0037938080663771187,0.10794602698650674,0.004552569679652543,not distinguishable,Austria,1825
Political,Ideational,Political + Ideational,2907,621,230,238.27019646938842,-0.050856018572929255,-0.0889316360829623,-0.012410953309119593,0.019643670779046184,0.010994502748625687,0.37037037037037035,-9.39883966188503,1.4164861985561557,-12.175152611055093,-6.622526712714964,3.23798578066624e-11,0.021989005497251374,6.47597156133248e-11,dissociated,Austria,1850
Political,Economic,Political + Economic,2907,621,147,133.58726321668235,0.13754275054174783,0.057209741087598166,0.22610587071413166,0.04220839387004622,0.0024987506246876563,0.23671497584541062,0.11201966444569038,0.108606744526826,-0.10084955482688858,0.32488888371826935,0.302341765218631,0.0074962518740629685,0.302341765218631,associated,Austria,1850
Political,Security,Political + Security,2907,621,20,25.14254033972631,-0.32291528334845654,-0.9348670737718666,0.10261690860616189,0.26625400433975344,0.21039480259870064,0.0322061191626409,-1.1642438224246736,0.23867146585283738,-1.6320398954962347,-0.6964477493531124,1.071568843325149e-06,0.21039480259870066,1.6073532649877236e-06,not distinguishable,Austria,1850
Ideational,Economic,Ideational + Economic,2907,621,168,173.14254031315264,-0.043371842437621995,-0.10950718060877378,0.015399194363598432,0.031338019346385484,0.16241879060469766,0.27053140096618356,-4.47503821069374,0.17128138411678348,-4.810749723562636,-4.139326697824845,1.807853577331209e-150,0.1949025487256372,1.0847121463987255e-149,not distinguishable,Austria,1850
Ideational,Security,Ideational + Security,2907,621,46,32.58726318305544,0.4909547523286067,0.22168693610093315,0.7295092794615933,0.12769348299369557,0.0014992503748125937,0.07407407407407407,-3.385563165612518,0.18404909390582644,-3.7462993896679375,-3.024826941557098,1.443487286579227e-75,0.0074962518740629685,4.3304618597376813e-75,associated,Austria,1850
Economic,Security,Economic + Security,2907,621,10,18.270196477994713,-0.8380544238407912,-1.8622037887928244,-0.1754798884468776,0.4333516320262726,0.05647176411794103,0.01610305958132045,-1.1922923778527776,0.32224086244830696,-1.8238844682514592,-0.5607002874540961,0.00021559633809485748,0.08470764617691155,0.000258715605713829,not distinguishable,Austria,1850
Political,Ideational,Political + Ideational,4522,964,301,321.6524810583754,-0.09558570359729557,-0.13491187517760359,-0.06021207587013868,0.01972926752009709,0.0004997501249375312,0.31224066390041494,-10.298731279793394,1.4157598079253224,-13.073620503327026,-7.523842056259761,3.480943818653635e-13,0.0009995002498750624,6.96188763730727e-13,dissociated,Austria,1875
Political,Economic,Political + Economic,4522,964,277,276.04697239471454,0.00496322378619972,-0.041355217851412,0.05269664560603587,0.02429913495893895,0.8415792103948025,0.28734439834024894,0.1970266712555679,0.08421972329084168,0.031956013605518196,0.3620973289056176,0.019312868744451015,0.8425787106446777,0.02317544249334122,not distinguishable,Austria,1875
Political,Security,Political + Security,4522,964,61,41.30054650218719,0.5570646061638714,0.30800162965635774,0.7701674707909023,0.11753198073447922,0.0004997501249375312,0.06327800829875518,-0.3363299065133685,0.15408712097286542,-0.6383406636201847,-0.034319149406552285,0.029056022107305818,0.0009995002498750624,0.029056022107305818,associated,Austria,1875
Ideational,Economic,Ideational + Economic,4522,964,274,254.3005465465653,0.10743777705551599,0.05362022251934107,0.1622296934399864,0.02774517816375976,0.0004997501249375312,0.2842323651452282,-2.741007256705723,0.09536199438726115,-2.927916765704755,-2.5540977477066913,1.1021010097766079e-181,0.0009995002498750624,6.612606058659648e-181,associated,Austria,1875
Ideational,Security,Ideational + Security,4522,964,39,38.04697243033096,0.03523510135368399,-0.33286943233128174,0.33595450399584464,0.17305084322565917,0.8425787106446777,0.04045643153526971,-3.3058088979653237,0.18138672343394516,-3.661326875895856,-2.9502909200347913,3.2569663323502684e-74,0.8425787106446777,9.770898997050805e-74,not distinguishable,Austria,1875
Economic,Security,Economic + Security,4522,964,12,32.65248106782654,-1.4071887480087968,-2.289773389804688,-0.7891129719136635,0.39049978887063297,0.004997501249375313,0.012448132780082987,-1.1389797878889287,0.2943342138114131,-1.7158748469592984,-0.5620847288185591,0.00010897743580896919,0.0074962518740629685,0.00016346615371345377,dissociated,Austria,1875
Political,Ideational,Political + Ideational,4453,915,250,275.31599440493693,-0.13889551688179905,-0.2029469992864094,-0.08075893875810781,0.030514576881432557,0.0004997501249375312,0.273224043715847,-10.479289008242507,1.4160019538066637,-13.254652837703567,-7.7039251787814464,1.3555254321257094e-13,0.0009995002498750624,2.711050864251419e-13,dissociated,Austria,1900
Political,Economic,Political + Economic,4453,915,243,257.266948700014,-0.08214551853140799,-0.1475923213871502,-0.019704751522448744,0.0322280042182587,0.00849575212393803,0.26557377049180325,0.147409975786955,0.08782344880155264,-0.024723983864088167,0.3195439354379982,0.09325326851145779,0.010194902548725637,0.11190392221374937,dissociated,Austria,1900
Political,Security,Political + Security,4453,915,126,86.41705685307001,0.5414261563619449,0.3901829771191979,0.6851811951486396,0.07421261266561884,0.0004997501249375312,0.1377049180327869,0.7604367889600335,0.13196037317073045,0.5017944575454019,1.0190791203746652,8.282071065105266e-09,0.0009995002498750624,1.2423106597657898e-08,associated,Austria,1900
Ideational,Economic,Ideational + Economic,4453,915,219,179.41705689259587,0.286888973138674,0.20107574735873762,0.37802554200834276,0.04389612952858176,0.0004997501249375312,0.23934426229508196,-3.21080015760419,0.10338582977469106,-3.4134363839625843,-3.0081639312457957,9.326601907682562e-212,0.0009995002498750624,5.595961144609537e-211,associated,Austria,1900
Ideational,Security,Ideational + Security,4453,915,46,60.266948724832886,-0.386056135805962,-0.7404100782749933,-0.08948839083614638,0.16680815356106496,0.01899050474762619,0.05027322404371585,-3.414184918363573,0.16953669991795572,-3.746476850202766,-3.08189298652438,3.4067327633734965e-90,0.01899050474762619,1.022019829012049e-89,dissociated,Austria,1900
Economic,Security,Economic + Security,4453,915,31,56.31599442455031,-0.8509452952848691,-1.3607705539357926,-0.4632766893249582,0.22511158274213164,0.0009995002498750624,0.033879781420765025,-0.16406597639069387,0.195735906514405,-0.5477083531589277,0.21957640037753995,0.40191798671521906,0.0014992503748125937,0.4019179867152191,dissociated,Austria,1900
Political,Ideational,Political + Ideational,5448,851,319,325.78009821853937,-0.03029506031185898,-0.04705292887516954,-0.013852744616605548,0.008272898464547191,0.0009995002498750624,0.37485311398354876,-10.611889961233851,1.4156532824277355,-13.386570394792212,-7.83720952767549,6.574060720941096e-14,0.005997001499250375,1.9722182162823288e-13,dissociated,Austria,1925
Political,Economic,Political + Economic,5448,851,253,254.25025895157694,-0.0070978656510542575,-0.03574095505929097,0.02197859299026135,0.014880991559538688,0.6186906546726637,0.2972972972972973,0.296623585926518,0.08497621327355298,0.13007020791035415,0.4631769639426818,0.00048181802916569147,0.6376811594202898,0.0007227270437485372,not distinguishable,Austria,1925
Political,Security,Political + Security,5448,851,20,11.969642786660902,0.7172037723333313,0.27275024196486486,1.0618396179954175,0.19872026940570936,0.001999000499750125,0.023501762632197415,0.26111955932194747,0.27896160187268165,-0.28564518034850855,0.8078842989924035,0.34925196298682903,0.005997001499250375,0.349251962986829,associated,Austria,1925
Ideational,Economic,Ideational + Economic,5448,851,247,238.9696428298109,0.047585745701572424,0.014345525097617728,0.08437885171859447,0.018219949910957114,0.011494252873563218,0.2902467685076381,-9.765087182800102,1.4165068977234079,-12.541440702337981,-6.988733663262222,5.432895418787634e-12,0.022988505747126436,1.0865790837575266e-11,associated,Austria,1925
Ideational,Security,Ideational + Security,5448,851,10,11.250258990192613,-0.1623032280264265,-0.9930781392494968,0.4421355011563899,0.3725826427421962,0.6376811594202898,0.011750881316098707,-4.23156307186471,0.3471931327374931,-4.912061612030197,-3.5510645316992235,3.6049355541070586e-34,0.6376811594202898,2.162961332464235e-33,not distinguishable,Austria,1925
Economic,Security,Economic + Security,5448,851,2,8.780098223219213,-1.8922119804440765,-4.323547569558036,-0.7594941869240773,0.9522372120795735,0.12243878060969515,0.0023501762632197414,-1.1447447034651466,0.6483459125658962,-2.4155026920943032,0.1260132851640101,0.07745646508886317,0.18365817091454273,0.0929477581066358,not distinguishable,Austria,1925
Political,Ideational,Political + Ideational,675,164,72,68.53926874831463,0.07056381129968375,-0.011410703152305284,0.16758212858137417,0.04527472534902133,0.11894052973513243,0.43902439024390244,-7.716030633172748,1.4221061848865593,-10.503358755550405,-4.928702510795092,5.770305535425773e-08,0.20239880059970017,1.731091660627732e-07,not distinguishable,Brazil,1800
Political,Economic,Political + Economic,675,164,41,45.79388066969709,-0.15771016780479188,-0.29966957998113686,-0.050010451137116586,0.06518654710271722,0.018490754622688656,0.25,-7.351165959515537,1.4296262244928257,-10.153233359521476,-4.5490985595095985,2.718008623835415e-07,0.11094452773613193,5.43601724767083e-07,not distinguishable,Brazil,1800
Political,Security,Political + Security,675,164,28,26.666850570250098,0.06911459442574815,-0.16379786107355784,0.2626545293890118,0.10977508833693342,0.5307346326836582,0.17073170731707318,-3.8334491812026608,0.35322839821195545,-4.525776841698093,-3.141121520707228,1.938158105339138e-27,0.5307346326836582,1.1628948632034828e-26,not distinguishable,Brazil,1800
