country,cohort,n_classified,log_n_classified,crossing_rate,share_political,share_ideational,share_economic,share_security,n_crossings,usable
Australia,1775,221,5.3981627015177525,0.38009049773755654,0.4841628959276018,0.36199095022624433,0.4072398190045249,0.12669683257918551,84,False
Australia,1800,834,6.726233402358747,0.3345323741007194,0.6007194244604317,0.34172661870503596,0.35731414868105515,0.03477218225419664,279,True
Australia,1825,1532,7.3343293503005365,0.2950391644908616,0.6422976501305483,0.3185378590078329,0.31657963446475196,0.01762402088772846,452,True
Australia,1850,2363,7.767687277186908,0.2759204401184934,0.5992382564536606,0.38171815488785443,0.256453660600931,0.038510368176047395,652,True
Australia,1875,3190,8.06777619577889,0.25517241379310346,0.5172413793103449,0.3799373040752351,0.18307210031347962,0.17492163009404388,814,True
Australia,1900,3703,8.216898580913613,0.2252227923305428,0.469889278963003,0.4860923575479341,0.15365919524709695,0.11558196057250877,834,True
Australia,1925,5938,8.689127655323706,0.18373189626136746,0.4026608285618053,0.6217581677332435,0.13320983496126643,0.026103065005052207,1091,True
Austria,1500,22,3.091042453358316,0.09090909090909091,0.3181818181818182,0.5454545454545454,0.09090909090909091,0.13636363636363635,2,False
Austria,1525,28,3.332204510175204,0.14285714285714285,0.39285714285714285,0.6071428571428571,0.03571428571428571,0.10714285714285714,4,False
Austria,1550,42,3.7376696182833684,0.2857142857142857,0.4523809523809524,0.47619047619047616,0.16666666666666666,0.19047619047619047,12,False
Austria,1575,49,3.8918202981106265,0.14285714285714285,0.22448979591836735,0.6530612244897959,0.061224489795918366,0.20408163265306123,7,False
Austria,1600,63,4.143134726391533,0.23809523809523808,0.25396825396825395,0.746031746031746,0.1746031746031746,0.06349206349206349,15,False
Austria,1625,81,4.394449154672439,0.12345679012345678,0.14814814814814814,0.7530864197530864,0.1111111111111111,0.1111111111111111,10,False
Austria,1650,152,5.0238805208462765,0.21052631578947367,0.20394736842105263,0.7039473684210527,0.1513157894736842,0.1513157894736842,32,False
Austria,1675,140,4.941642422609304,0.08571428571428572,0.12857142857142856,0.7428571428571429,0.08571428571428572,0.12857142857142856,12,False
Austria,1700,225,5.41610040220442,0.14666666666666667,0.16444444444444445,0.6711111111111111,0.1288888888888889,0.18222222222222223,33,False
Austria,1725,377,5.932245187448011,0.20424403183023873,0.20159151193633953,0.6763925729442971,0.13262599469496023,0.19363395225464192,77,False
Austria,1750,575,6.354370040797351,0.1808695652173913,0.16521739130434782,0.7026086956521739,0.1617391304347826,0.15130434782608695,104,False
Austria,1775,757,6.6293632534374485,0.21796565389696168,0.19815059445178335,0.7040951122853368,0.16248348745046234,0.15323645970937913,165,True
Austria,1800,1241,7.123672785204607,0.20789685737308622,0.21676067687348913,0.7429492344883158,0.1442385173247381,0.10394842868654311,258,True
Austria,1825,1546,7.343426229147367,0.19404915912031048,0.18758085381630013,0.7664941785252264,0.16752910737386806,0.0724450194049159,300,True
Austria,1850,2907,7.9748769005588755,0.21362229102167182,0.2566219470244238,0.7433780529755762,0.15342277261781906,0.06019951840385277,621,True
Austria,1875,4522,8.416709652837914,0.21318000884564353,0.31977001326846527,0.6972578505086245,0.14860681114551083,0.0475453339230429,964,True
Austria,1900,4453,8.401333305321703,0.2054794520547945,0.3137210869077027,0.6961598922075005,0.1408039523916461,0.0547945205479452,915,True
Austria,1925,5448,8.60300384782935,0.15620411160058736,0.28083700440528636,0.7441262848751835,0.1211453744493392,0.010095447870778268,851,True
Brazil,1500,6,1.791759469228055,0.5,0.3333333333333333,0.6666666666666666,0.5,0.0,3,False
Brazil,1525,5,1.6094379124341003,0.6,0.8,0.0,0.6,0.2,3,False
Brazil,1550,9,2.1972245773362196,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,3,False
Brazil,1575,12,2.4849066497880004,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,2,False
Brazil,1600,10,2.302585092994046,0.1,0.2,0.1,0.5,0.3,1,False
Brazil,1625,17,2.833213344056216,0.4117647058823529,0.4117647058823529,0.5294117647058824,0.35294117647058826,0.11764705882352941,7,False
Brazil,1650,24,3.1780538303479458,0.2916666666666667,0.375,0.2916666666666667,0.5,0.125,7,False
Brazil,1675,9,2.1972245773362196,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.1111111111111111,2,False
Brazil,1700,19,2.9444389791664403,0.2631578947368421,0.3157894736842105,0.6842105263157895,0.2631578947368421,0.0,5,False
Brazil,1725,52,3.9512437185814275,0.3269230769230769,0.36538461538461536,0.5,0.34615384615384615,0.11538461538461539,17,False
Brazil,1750,141,4.948759890378168,0.3404255319148936,0.6808510638297872,0.375886524822695,0.16312056737588654,0.12056737588652482,48,False
Brazil,1775,362,5.8916442118257715,0.27071823204419887,0.7569060773480663,0.2845303867403315,0.143646408839779,0.0856353591160221,98,False
Brazil,1800,675,6.51471269087253,0.24296296296296296,0.7407407407407407,0.27555555555555555,0.13185185185185186,0.09481481481481481,164,True
Brazil,1825,1037,6.9440872082295275,0.2757955641272903,0.71648987463838,0.3751205400192864,0.11378977820636452,0.0703953712632594,286,True
Brazil,1850,1211,7.099201743553092,0.3278282411230388,0.5747316267547481,0.5582163501238646,0.13790255986787778,0.05697770437654831,397,True
Brazil,1875,1905,7.552237287560802,0.27664041994750654,0.5328083989501312,0.563254593175853,0.12440944881889764,0.05616797900262467,527,True
Brazil,1900,3870,8.261009786023827,0.24160206718346253,0.42403100775193797,0.6697674418604651,0.1082687338501292,0.03953488372093023,935,True
Brazil,1925,6524,8.783242963740905,0.21827099938687922,0.3821275291232373,0.7216431637032495,0.09901900674432863,0.015481299816063764,1424,True
Canada,1550,4,1.3862943611198906,0.5,0.25,0.25,0.75,0.25,2,False
Canada,1575,6,1.791759469228055,0.16666666666666666,0.0,0.6666666666666666,0.5,0.0,1,False
Canada,1600,27,3.295836866004329,0.2222222222222222,0.2222222222222222,0.5185185185185185,0.3333333333333333,0.14814814814814814,6,False
Canada,1625,47,3.8501476017100584,0.2978723404255319,0.23404255319148937,0.48936170212765956,0.3617021276595745,0.2127659574468085,14,False
Canada,1650,65,4.174387269895637,0.35384615384615387,0.26153846153846155,0.3230769230769231,0.35384615384615387,0.4153846153846154,23,False
Canada,1675,58,4.060443010546419,0.3275862068965517,0.27586206896551724,0.46551724137931033,0.29310344827586204,0.29310344827586204,19,False
Canada,1700,78,4.356708826689592,0.38461538461538464,0.34615384615384615,0.19230769230769232,0.4358974358974359,0.41025641025641024,30,False
Canada,1725,187,5.231108616854587,0.46524064171123,0.6417112299465241,0.1925133689839572,0.4385026737967914,0.1925133689839572,87,False
Canada,1750,462,6.135564891081739,0.525974025974026,0.7748917748917749,0.11255411255411256,0.5454545454545454,0.09307359307359307,243,True
Canada,1775,775,6.652863029353347,0.5393548387096774,0.7354838709677419,0.20516129032258065,0.5341935483870968,0.06451612903225806,418,True
Canada,1800,1380,7.22983877815125,0.48840579710144927,0.7659420289855072,0.23478260869565218,0.47101449275362317,0.016666666666666666,674,True
Canada,1825,2466,7.81035268372429,0.513787510137875,0.7721005677210057,0.2635847526358475,0.4440389294403893,0.0340632603406326,1267,True
Canada,1850,3267,8.09162741160107,0.4022038567493113,0.7165595347413529,0.327517600244873,0.3241505968778696,0.03397612488521579,1314,True
Canada,1875,3904,8.269756947532983,0.2999487704918033,0.6045081967213115,0.3639856557377049,0.22976434426229508,0.1016905737704918,1171,True
Canada,1900,5177,8.551981016901902,0.24454317172107398,0.4637821131929689,0.5398879660034769,0.17288004635889512,0.06799304616573305,1266,True
Canada,1925,9783,9.18840146445743,0.1945211080445671,0.4034549729121946,0.6326280282122049,0.1395277522232444,0.018910354696923235,1903,True
France,1500,399,5.988961416889864,0.2581453634085213,0.2656641604010025,0.7619047619047619,0.13032581453634084,0.10025062656641603,103,False
France,1525,437,6.07993319509559,0.21052631578947367,0.2585812356979405,0.7254004576659039,0.10297482837528604,0.12356979405034325,92,False
France,1550,496,6.206575926724928,0.21169354838709678,0.2399193548387097,0.7620967741935484,0.11290322580645161,0.0967741935483871,105,False
France,1575,761,6.634633357861686,0.16951379763469118,0.1747700394218134,0.7897503285151117,0.11695137976346912,0.08804204993429698,129,True
France,1600,986,6.893656354602635,0.14807302231237324,0.15415821501014199,0.7667342799188641,0.10344827586206896,0.12373225152129817,146,True
France,1625,1064,6.96979066990159,0.17105263157894737,0.13815789473684212,0.7584586466165414,0.13063909774436092,0.143796992481203,182,True
France,1650,1200,7.090076835776092,0.17583333333333334,0.14,0.7441666666666666,0.1325,0.15916666666666668,211,True
France,1675,1151,7.048386408721883,0.16159860990443092,0.1355343179843614,0.7471763683753258,0.13987836663770634,0.13900955690703737,186,True
France,1700,1680,7.426549072397305,0.2154761904761905,0.2,0.6845238095238095,0.1488095238095238,0.18214285714285713,362,True
France,1725,4220,8.347590407030058,0.28649289099526065,0.55,0.4390995260663507,0.109478672985782,0.18791469194312796,1209,True
France,1750,7048,8.860499167616016,0.24248013620885359,0.5732122587968218,0.2766742338251986,0.08626560726447219,0.30632803632236094,1709,True
France,1775,4873,8.491465042843506,0.2355838292632875,0.45577672891442644,0.47260414529037553,0.13626103016622204,0.17094192489226348,1148,True
France,1800,6980,8.850804195756417,0.20787965616045845,0.3712034383954155,0.6183381088825215,0.14126074498567334,0.07707736389684813,1451,True
France,1825,7099,8.867709208039386,0.2011550922665164,0.34258346245950133,0.6406536131849556,0.14509085786730525,0.07282715875475419,1428,True
France,1850,8700,9.071078304642676,0.18022988505747126,0.28770114942528735,0.6780459770114943,0.13218390804597702,0.08229885057471265,1568,True
France,1875,10047,9.215029361462314,0.1901064994525729,0.2808798646362098,0.6563153180053748,0.1151587538568727,0.13775256295411564,1910,True
France,1900,13805,9.532786124364256,0.2005795001810938,0.2933719666787396,0.6680912712785223,0.09503802969938428,0.14407823252444765,2769,True
France,1925,17244,9.755219535867026,0.1325678496868476,0.2223961957782417,0.7919276270006959,0.09812108559498957,0.020122941312920434,2286,True
Germany,1500,673,6.511745329644728,0.19465081723625557,0.2540861812778603,0.7815750371471025,0.1263001485884101,0.03268945022288262,131,True
Germany,1525,789,6.670766320845874,0.15082382762991128,0.21039290240811154,0.7972116603295311,0.11913814955640051,0.024081115335868188,119,False
Germany,1550,849,6.744059186311348,0.1955241460541814,0.26030624263839813,0.7915194346289752,0.11425206124852769,0.02944640753828033,166,True
Germany,1575,1039,6.946013991099227,0.16843118383060635,0.2598652550529355,0.7122232916265641,0.11838306063522618,0.07795957651588066,175,True
Germany,1600,1082,6.9865664594064265,0.1709796672828096,0.2634011090573013,0.7125693160813309,0.12107208872458411,0.07393715341959335,185,True
Germany,1625,1230,7.114769448366463,0.17804878048780487,0.23170731707317074,0.7520325203252033,0.13495934959349593,0.05934959349593496,219,True
Germany,1650,1434,7.2682230211595655,0.19735006973500696,0.200836820083682,0.7350069735006973,0.15341701534170155,0.10808926080892609,283,True
Germany,1675,1749,7.466799475018602,0.17953116066323613,0.20468839336763864,0.7192681532304174,0.16066323613493425,0.09491137793024586,314,True
Germany,1700,2148,7.672292455628756,0.1894785847299814,0.19599627560521415,0.702513966480447,0.17597765363128492,0.11499068901303539,407,True
Germany,1725,2585,7.85748078694253,0.1895551257253385,0.20038684719535782,0.7075435203094778,0.16827852998065765,0.11334622823984526,490,True
Germany,1750,4084,8.314832179284556,0.19906953966699314,0.2654260528893242,0.6821743388834476,0.16723800195886385,0.0842311459353575,813,True
Germany,1775,5567,8.624611588183507,0.2108855757140291,0.32153763247709716,0.6040955631399317,0.18178552182504043,0.10346685827195977,1174,True
Germany,1800,10204,9.230535079261703,0.21168169345354762,0.35564484515876127,0.6139749117992944,0.18296746373970993,0.05909447275578204,2160,True
Germany,1825,11943,9.387900611668426,0.2115046470735996,0.3068743196851712,0.6125764045884619,0.22121744955203884,0.07083647324792766,2526,True
Germany,1850,17071,9.745136396380753,0.19448186983773652,0.2885595454279187,0.6638744068888759,0.17878273094722044,0.06326518657372152,3320,True
Germany,1875,28190,10.246722584108158,0.20152536360411494,0.36278822277403333,0.5965235899255055,0.13678609435970202,0.10542745654487407,5681,True
Germany,1900,29891,10.305312710723697,0.20788866213910542,0.3367903382288983,0.6188819377070021,0.13499046535746545,0.11722592084573952,6214,True
Germany,1925,40571,10.610808804651954,0.15819181188533682,0.2705380690641098,0.7586453378028641,0.10818072021887555,0.02082768479948732,6418,True
Italy,1500,777,6.655440350367647,0.14285714285714285,0.12612612612612611,0.8622908622908623,0.08751608751608751,0.06692406692406692,111,False
Italy,1525,808,6.694562058521095,0.125,0.125,0.8774752475247525,0.0655940594059406,0.05693069306930693,101,False
Italy,1550,907,6.810142450115136,0.08158765159867695,0.0926130099228225,0.9128996692392503,0.04630650496141125,0.029768467475192944,74,False
Italy,1575,936,6.841615476477592,0.07478632478632478,0.07692307692307693,0.9241452991452992,0.03952991452991453,0.03418803418803419,70,False
Italy,1600,936,6.841615476477592,0.07905982905982906,0.07478632478632478,0.9134615384615384,0.05876068376068376,0.03205128205128205,74,False
Italy,1625,771,6.647688373563329,0.08560311284046693,0.08690012970168612,0.9260700389105059,0.04928664072632944,0.023346303501945526,66,False
Italy,1650,906,6.80903930604298,0.09823399558498896,0.0728476821192053,0.9337748344370861,0.059602649006622516,0.03200883002207505,89,False
Italy,1675,922,6.826545223556594,0.08676789587852494,0.07049891540130152,0.9327548806941431,0.06290672451193059,0.020607375271149676,80,False
Italy,1700,981,6.8885724595653635,0.09276248725790011,0.07339449541284404,0.9296636085626911,0.06931702344546381,0.020387359836901122,91,False
Italy,1725,1108,7.010311867307229,0.13808664259927797,0.11732851985559567,0.9061371841155235,0.08212996389891697,0.032490974729241874,153,True
Italy,1750,1194,7.085064293952548,0.13986599664991625,0.18174204355108878,0.8283082077051926,0.07202680067001675,0.05778894472361809,167,True
Italy,1775,1004,6.911747300251674,0.17928286852589642,0.21314741035856574,0.8167330677290837,0.07569721115537849,0.07370517928286853,180,True
Italy,1800,2483,7.817222785508166,0.19693918646798228,0.3709222714458317,0.6669351590817559,0.08819975835682642,0.07088199758356827,489,True
Italy,1825,3284,8.096817470572319,0.207673568818514,0.3459196102314251,0.6805724725943971,0.11266747868453106,0.06851400730816078,682,True
Italy,1850,4278,8.361240889642351,0.2300140252454418,0.31089294062646095,0.7113136979897148,0.13090229079008883,0.07690509583917718,984,True
Italy,1875,7067,8.863191340690854,0.20319796236026602,0.2815904910145748,0.6494976652044715,0.13739917928399603,0.1347106268572237,1436,True
Italy,1900,10237,9.233763886919771,0.2021099931620592,0.26589821236690436,0.6777376184429031,0.16127771808146918,0.09719644427078246,2069,True
Italy,1925,13796,9.532133974056732,0.1372136851261235,0.2698608292258626,0.7463032763119745,0.10249347636996231,0.01855610321832415,1893,True
New Zealand,1750,3,1.0986122886681098,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1,False
New Zealand,1775,46,3.828641396489095,0.43478260869565216,0.391304347826087,0.32608695652173914,0.5434782608695652,0.17391304347826086,20,False
New Zealand,1800,431,6.066108090103747,0.34106728538283065,0.6102088167053364,0.33642691415313225,0.33410672853828305,0.060324825986078884,147,True
New Zealand,1825,808,6.694562058521095,0.3316831683168317,0.6101485148514851,0.32301980198019803,0.36386138613861385,0.034653465346534656,268,True
New Zealand,1850,902,6.804614520062624,0.26274944567627495,0.5022172949002217,0.38137472283813745,0.32261640798226165,0.0565410199556541,237,True
New Zealand,1875,1174,7.068172000388042,0.31175468483816016,0.41652470187393525,0.4906303236797274,0.2674616695059625,0.13713798977853492,366,True
New Zealand,1900,1207,7.095893221097532,0.24026512013256007,0.33305716652858325,0.5890637945318973,0.1980115990057995,0.12013256006628004,290,True
New Zealand,1925,1524,7.329093736246592,0.1673228346456693,0.33989501312335957,0.6541994750656168,0.15354330708661418,0.01968503937007874,255,True
Norway,1500,9,2.1972245773362196,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,2,False
Norway,1525,10,2.302585092994046,0.1,0.1,0.6,0.2,0.2,1,False
Norway,1550,6,1.791759469228055,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,1,False
Norway,1575,9,2.1972245773362196,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0,False
Norway,1600,23,3.1354942159291497,0.30434782608695654,0.21739130434782608,0.391304347826087,0.391304347826087,0.30434782608695654,7,False
Norway,1625,33,3.4965075614664802,0.09090909090909091,0.12121212121212122,0.5151515151515151,0.24242424242424243,0.21212121212121213,3,False
Norway,1650,34,3.5263605246161616,0.20588235294117646,0.20588235294117646,0.38235294117647056,0.29411764705882354,0.3235294117647059,7,False
Norway,1675,31,3.4339872044851463,0.22580645161290322,0.0967741935483871,0.6129032258064516,0.3225806451612903,0.1935483870967742,7,False
Norway,1700,40,3.6888794541139363,0.2,0.15,0.725,0.25,0.075,8,False
Norway,1725,83,4.418840607796598,0.24096385542168675,0.2891566265060241,0.6144578313253012,0.27710843373493976,0.060240963855421686,20,False
Norway,1750,195,5.272999558563747,0.49230769230769234,0.6615384615384615,0.3384615384615385,0.35384615384615387,0.13846153846153847,96,False
Norway,1775,321,5.771441123130016,0.4423676012461059,0.6728971962616822,0.3426791277258567,0.29906542056074764,0.1277258566978193,142,True
Norway,1800,457,6.124683390894205,0.3150984682713348,0.4682713347921225,0.5557986870897156,0.22975929978118162,0.061269146608315096,144,True
Norway,1825,711,6.566672429803241,0.2742616033755274,0.3263009845288326,0.6230661040787623,0.2559774964838256,0.06891701828410689,195,True
Norway,1850,1247,7.1284959456800365,0.27506014434643145,0.3648757016840417,0.619887730553328,0.23897353648757017,0.05132317562149158,343,True
Norway,1875,1794,7.492203042618741,0.2736900780379041,0.40858416945373466,0.5574136008918618,0.22965440356744704,0.07803790412486064,491,True
Norway,1900,2374,7.772331575169614,0.2363100252737995,0.4060657118786858,0.5871946082561078,0.15880370682392586,0.08424599831508003,561,True
Norway,1925,2916,7.977968093128549,0.19650205761316872,0.4070644718792867,0.6406035665294925,0.1388888888888889,0.009945130315500686,573,True
Russia,1500,8,2.0794415416798357,0.125,0.125,0.5,0.25,0.25,1,False
Russia,1525,13,2.5649493574615367,0.15384615384615385,0.0,0.7692307692307693,0.3076923076923077,0.07692307692307693,2,False
Russia,1550,10,2.302585092994046,0.2,0.2,0.6,0.0,0.4,2,False
Russia,1575,13,2.5649493574615367,0.3076923076923077,0.6153846153846154,0.38461538461538464,0.07692307692307693,0.23076923076923078,4,False
Russia,1600,27,3.295836866004329,0.2222222222222222,0.37037037037037035,0.37037037037037035,0.2962962962962963,0.18518518518518517,6,False
Russia,1625,33,3.4965075614664802,0.15151515151515152,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.15151515151515152,5,False
Russia,1650,67,4.204692619390966,0.29850746268656714,0.4626865671641791,0.34328358208955223,0.08955223880597014,0.40298507462686567,20,False
Russia,1675,74,4.30406509320417,0.22972972972972974,0.4189189189189189,0.33783783783783783,0.17567567567567569,0.2972972972972973,17,False
Russia,1700,124,4.820281565605037,0.29838709677419356,0.2661290322580645,0.41935483870967744,0.29838709677419356,0.31451612903225806,37,False
Russia,1725,237,5.4680601411351315,0.27848101265822783,0.2742616033755274,0.4810126582278481,0.18143459915611815,0.34177215189873417,66,False
Russia,1750,353,5.8664680569332965,0.23796033994334279,0.26628895184135976,0.43909348441926344,0.141643059490085,0.3909348441926346,84,False
Russia,1775,629,6.444131256700441,0.2591414944356121,0.2082670906200318,0.4864864864864865,0.13990461049284578,0.424483306836248,163,True
Russia,1800,786,6.666956792429207,0.22646310432569974,0.17048346055979643,0.7290076335877863,0.1361323155216285,0.19083969465648856,178,True
Russia,1825,1119,7.020190708311925,0.22966934763181412,0.17247542448614836,0.7515638963360143,0.15996425379803395,0.1456657730116175,257,True
Russia,1850,1893,7.545918151209323,0.24300052826201796,0.2688853671421025,0.7189646064447967,0.1278394083465399,0.12731114632857898,460,True
Russia,1875,3209,8.073714641109857,0.23091305702711126,0.2343409161732627,0.7129947023995014,0.11249610470551574,0.17108133374883142,741,True
Russia,1900,3768,8.234299635696253,0.20408704883227177,0.14012738853503184,0.7165605095541401,0.11863057324840764,0.22876857749469215,769,True
Russia,1925,3535,8.170468578330674,0.18048090523338048,0.1637906647807638,0.8548797736916549,0.10070721357850071,0.061103253182461105,638,True
Spain,1500,489,6.192362489474872,0.25766871165644173,0.21267893660531698,0.6134969325153374,0.261758691206544,0.16973415132924335,126,True
Spain,1525,451,6.111467339502679,0.22838137472283815,0.2039911308203991,0.6962305986696231,0.164079822616408,0.164079822616408,103,False
Spain,1550,466,6.144185634125646,0.21030042918454936,0.20815450643776823,0.7510729613733905,0.11587982832618025,0.1351931330472103,98,False
Spain,1575,484,6.182084906716632,0.17768595041322313,0.21074380165289255,0.7458677685950413,0.047520661157024795,0.17355371900826447,86,False
Spain,1600,380,5.940171252720432,0.17105263157894737,0.2131578947368421,0.7315789473684211,0.05526315789473684,0.17105263157894737,65,False
Spain,1625,339,5.82600010738045,0.16224188790560473,0.26253687315634217,0.6696165191740413,0.04424778761061947,0.18584070796460178,55,False
Spain,1650,320,5.768320995793772,0.19375,0.21875,0.65,0.065625,0.259375,62,False
Spain,1675,272,5.605802066295998,0.22058823529411764,0.25,0.6323529411764706,0.08823529411764706,0.25,60,False
Spain,1700,371,5.916202062607435,0.2722371967654987,0.22911051212938005,0.6819407008086253,0.15363881401617252,0.20754716981132076,101,False
Spain,1725,551,6.311734809152915,0.308529945553539,0.27223230490018147,0.6352087114337568,0.13430127041742287,0.26678765880217786,170,True
Spain,1750,696,6.54534966033442,0.3764367816091954,0.3635057471264368,0.5201149425287356,0.15517241379310345,0.33764367816091956,262,True
Spain,1775,695,6.543911845564792,0.39280575539568346,0.4546762589928058,0.47338129496402875,0.12661870503597122,0.3381294964028777,273,True
Spain,1800,1171,7.065613363597717,0.2971818958155423,0.38941076003415886,0.6174210076857387,0.12724167378309137,0.16310845431255339,348,True
Spain,1825,1862,7.529406457837013,0.3131041890440387,0.3335123523093448,0.7389903329752954,0.1364124597207304,0.1041890440386681,583,True
Spain,1850,2439,7.79934339821592,0.2603526035260353,0.31816318163181634,0.7326773267732677,0.13284132841328414,0.07667076670766708,635,True
Spain,1875,3772,8.235360643753348,0.28525980911983034,0.34358430540827145,0.7001590668080594,0.11850477200424178,0.12301166489925769,1076,True
Spain,1900,4709,8.457230850243555,0.2516457846676577,0.28392440008494374,0.7630070078572946,0.11424930983223615,0.09046506689318326,1185,True
Spain,1925,7489,8.921190556249368,0.2104419815729737,0.26051542261984245,0.8003738816931499,0.12965683001735878,0.019895847242622514,1576,True
Sweden,1500,46,3.828641396489095,0.17391304347826086,0.41304347826086957,0.3695652173913043,0.10869565217391304,0.2826086956521739,8,False
Sweden,1525,53,3.970291913552122,0.2641509433962264,0.3584905660377358,0.4716981132075472,0.16981132075471697,0.2641509433962264,14,False
Sweden,1550,95,4.553876891600541,0.21052631578947367,0.4,0.4421052631578947,0.1368421052631579,0.23157894736842105,20,False
Sweden,1575,206,5.327876168789581,0.2669902912621359,0.3786407766990291,0.4368932038834951,0.13106796116504854,0.32038834951456313,55,False
Sweden,1600,373,5.921578419643816,0.26541554959785524,0.3646112600536193,0.40482573726541554,0.14745308310991956,0.3485254691689008,99,False
Sweden,1625,401,5.993961427306569,0.20698254364089774,0.2743142144638404,0.5062344139650873,0.13466334164588528,0.29177057356608477,83,False
Sweden,1650,492,6.198478716492308,0.1991869918699187,0.21544715447154472,0.491869918699187,0.11178861788617886,0.3800813008130081,98,False
Sweden,1675,535,6.282266746896006,0.27102803738317754,0.2635514018691589,0.514018691588785,0.14018691588785046,0.3532710280373832,145,True
Sweden,1700,788,6.669498089857879,0.23604060913705585,0.19289340101522842,0.6395939086294417,0.2068527918781726,0.1967005076142132,186,True
Sweden,1725,866,6.763884908562435,0.2540415704387991,0.19399538106235567,0.6501154734411085,0.18937644341801385,0.22055427251732102,220,True
Sweden,1750,1041,6.947937068614969,0.2372718539865514,0.17098943323727187,0.6282420749279539,0.19500480307396734,0.2430355427473583,247,True
Sweden,1775,1155,7.051855622955894,0.283982683982684,0.20432900432900433,0.6883116883116883,0.21645021645021645,0.1748917748917749,328,True
Sweden,1800,1923,7.56164174558878,0.30525221008840353,0.34321372854914195,0.6011440457618304,0.25065002600104,0.11024440977639105,587,True
Sweden,1825,2986,8.001689978099135,0.2930341594105827,0.35298057602143335,0.5850636302746148,0.26423308774279974,0.09075686537173476,875,True
Sweden,1850,4699,8.455104999102815,0.240051074696744,0.23558203873164504,0.6543945520323473,0.27473930623536924,0.07533517769738242,1128,True
Sweden,1875,7022,8.856803356728378,0.19951580746226147,0.17345485616633438,0.7324124181144973,0.2331244659641128,0.060524067217317006,1401,True
Sweden,1900,9768,9.18686701579054,0.15601965601965603,0.12192874692874693,0.8100941850941851,0.1720925470925471,0.0519041769041769,1524,True
Sweden,1925,10655,9.273784544532717,0.18911309244486157,0.15908024401689347,0.8147348662599718,0.1687470671046457,0.04655091506335054,2015,True
Switzerland,1500,99,4.59511985013459,0.2828282828282828,0.25252525252525254,0.7878787878787878,0.18181818181818182,0.06060606060606061,28,False
Switzerland,1525,98,4.584967478670572,0.2755102040816326,0.29591836734693877,0.7959183673469388,0.15306122448979592,0.030612244897959183,27,False
