shock_type,outcome,dropped,event_time,att,n_groups,n_treated_cells,min_controls
state creation,Ideational + Economic,Australia,2,-0.315918718977526,3.0,5.0,6.0
state creation,Ideational + Economic,Australia,3,-0.6660810807204897,2.0,3.0,5.0
state creation,Ideational + Security,Australia,-3,0.08612534190428203,2.0,4.0,6.0
state creation,Ideational + Security,Australia,-2,0.18041909053636168,3.0,5.0,4.0
state creation,Ideational + Security,Australia,0,-0.08355658011656442,3.0,5.0,6.0
state creation,Ideational + Security,Australia,1,-0.2543576662503034,3.0,5.0,6.0
state creation,Ideational + Security,Australia,2,0.12391357206550095,3.0,5.0,6.0
state creation,Ideational + Security,Australia,3,0.6843874799223935,2.0,3.0,5.0
state creation,Political + Economic,Australia,-3,0.14679477989623652,2.0,4.0,6.0
state creation,Political + Economic,Australia,-2,0.0525065171236032,3.0,5.0,4.0
state creation,Political + Economic,Australia,0,0.06437039432768502,3.0,5.0,6.0
state creation,Political + Economic,Australia,1,0.028912691077880314,3.0,5.0,6.0
state creation,Political + Economic,Australia,2,0.04026038434670744,3.0,5.0,6.0
state creation,Political + Economic,Australia,3,0.19178612606173331,2.0,3.0,5.0
state creation,Political + Ideational,Australia,-3,0.01972796369038043,2.0,4.0,6.0
state creation,Political + Ideational,Australia,-2,0.03534333311106762,3.0,5.0,4.0
state creation,Political + Ideational,Australia,0,0.028284284116525928,3.0,5.0,6.0
state creation,Political + Ideational,Australia,1,0.03815110091768337,3.0,5.0,6.0
state creation,Political + Ideational,Australia,2,0.02162997962665874,3.0,5.0,6.0
state creation,Political + Ideational,Australia,3,0.05933186141394737,2.0,3.0,5.0
state creation,Political + Security,Australia,-3,0.4663225248219875,2.0,4.0,6.0
state creation,Political + Security,Australia,-2,0.05303941818582105,3.0,5.0,4.0
state creation,Political + Security,Australia,0,0.11757100612843543,3.0,5.0,6.0
state creation,Political + Security,Australia,1,0.19224048207564687,3.0,5.0,6.0
state creation,Political + Security,Australia,2,0.02779325073337451,3.0,5.0,6.0
state creation,Political + Security,Australia,3,-0.5228477292970485,2.0,3.0,5.0
state creation,Economic + Security,Austria,-3,0.31579849127683113,2.0,5.0,6.0
state creation,Economic + Security,Austria,-2,-0.3358765079447972,3.0,6.0,4.0
state creation,Economic + Security,Austria,0,0.027967694961880157,3.0,6.0,6.0
state creation,Economic + Security,Austria,1,0.22515343412676322,3.0,6.0,6.0
state creation,Economic + Security,Austria,2,0.18235281813529816,3.0,6.0,6.0
state creation,Economic + Security,Austria,3,0.4135127963852862,2.0,3.0,5.0
state creation,Ideational + Economic,Austria,-3,-0.21789591284147206,2.0,5.0,6.0
state creation,Ideational + Economic,Austria,-2,-0.16261928358048644,3.0,6.0,4.0
state creation,Ideational + Economic,Austria,0,-0.1709854256878888,3.0,6.0,6.0
state creation,Ideational + Economic,Austria,1,-0.22353903377934,3.0,6.0,6.0
state creation,Ideational + Economic,Austria,2,-0.2547251641244111,3.0,6.0,6.0
state creation,Ideational + Economic,Austria,3,-0.6628252946631066,2.0,3.0,5.0
state creation,Ideational + Security,Austria,-3,-0.002237690247120039,2.0,5.0,6.0
state creation,Ideational + Security,Austria,-2,0.08064442315389002,3.0,6.0,4.0
state creation,Ideational + Security,Austria,0,-0.132413510382865,3.0,6.0,6.0
state creation,Ideational + Security,Austria,1,-0.23583756532831882,3.0,6.0,6.0
state creation,Ideational + Security,Austria,2,-0.062888688668429,3.0,6.0,6.0
state creation,Ideational + Security,Austria,3,0.6826624721563189,2.0,3.0,5.0
state creation,Political + Economic,Austria,-3,0.13486359187184876,2.0,5.0,6.0
state creation,Political + Economic,Austria,-2,0.044023440115869956,3.0,6.0,4.0
state creation,Political + Economic,Austria,0,0.10916994342184595,3.0,6.0,6.0
state creation,Political + Economic,Austria,1,0.1502391307855239,3.0,6.0,6.0
state creation,Political + Economic,Austria,2,0.0398862554039982,3.0,6.0,6.0
state creation,Political + Economic,Austria,3,0.19870358133818647,2.0,3.0,5.0
state creation,Political + Ideational,Austria,-3,0.056101047401073155,2.0,5.0,6.0
state creation,Political + Ideational,Austria,-2,0.044616550110217444,3.0,6.0,4.0
state creation,Political + Ideational,Austria,0,0.023645688355915937,3.0,6.0,6.0
state creation,Political + Ideational,Austria,1,0.016261694046880427,3.0,6.0,6.0
state creation,Political + Ideational,Austria,2,0.026696601282412538,3.0,6.0,6.0
state creation,Political + Ideational,Austria,3,0.05203281645652597,2.0,3.0,5.0
state creation,Political + Security,Austria,-3,0.24858032311057526,2.0,5.0,6.0
state creation,Political + Security,Austria,-2,0.06830016764067415,3.0,6.0,4.0
state creation,Political + Security,Austria,0,-0.011114077076412718,3.0,6.0,6.0
state creation,Political + Security,Austria,1,0.02676953520412095,3.0,6.0,6.0
state creation,Political + Security,Austria,2,-0.06986764262695465,3.0,6.0,6.0
state creation,Political + Security,Austria,3,-0.5159070768842272,2.0,3.0,5.0
state creation,Economic + Security,Brazil,-3,0.2918874726658592,2.0,5.0,6.0
state creation,Economic + Security,Brazil,-2,-0.3327073929413422,3.0,6.0,4.0
state creation,Economic + Security,Brazil,0,0.043205187762684984,3.0,6.0,6.0
state creation,Economic + Security,Brazil,1,0.23770900467942346,3.0,6.0,6.0
state creation,Economic + Security,Brazil,2,0.20570358707284822,3.0,6.0,6.0
state creation,Economic + Security,Brazil,3,0.4508543451407813,2.0,3.0,5.0
state creation,Ideational + Economic,Brazil,-3,-0.21869811365536038,2.0,5.0,6.0
state creation,Ideational + Economic,Brazil,-2,-0.16734390423495973,3.0,6.0,4.0
state creation,Ideational + Economic,Brazil,0,-0.1728006564105078,3.0,6.0,6.0
state creation,Ideational + Economic,Brazil,1,-0.22803705288368134,3.0,6.0,6.0
state creation,Ideational + Economic,Brazil,2,-0.25745809392064334,3.0,6.0,6.0
state creation,Ideational + Economic,Brazil,3,-0.6660810807204897,2.0,3.0,5.0
state creation,Ideational + Security,Brazil,-3,0.02553606756097184,2.0,5.0,6.0
state creation,Ideational + Security,Brazil,-2,0.11119358311030199,3.0,6.0,4.0
state creation,Ideational + Security,Brazil,0,-0.12083350144413456,3.0,6.0,6.0
state creation,Ideational + Security,Brazil,1,-0.23781204121058705,3.0,6.0,6.0
state creation,Ideational + Security,Brazil,2,-0.06197838737114081,3.0,6.0,6.0
state creation,Ideational + Security,Brazil,3,0.6843874799223935,2.0,3.0,5.0
state creation,Political + Economic,Brazil,-3,0.1352909129293033,2.0,5.0,6.0
state creation,Political + Economic,Brazil,-2,0.046711679088512814,3.0,6.0,4.0
state creation,Political + Economic,Brazil,0,0.10808067654074632,3.0,6.0,6.0
state creation,Political + Economic,Brazil,1,0.1388285746798462,3.0,6.0,6.0
state creation,Political + Economic,Brazil,2,0.04315391929466119,3.0,6.0,6.0
state creation,Political + Economic,Brazil,3,0.19178612606173331,2.0,3.0,5.0
state creation,Political + Ideational,Brazil,-3,0.05438021642312071,2.0,5.0,6.0
state creation,Political + Ideational,Brazil,-2,0.045421243555219454,3.0,6.0,4.0
state creation,Political + Ideational,Brazil,0,0.025595865327687855,3.0,6.0,6.0
state creation,Political + Ideational,Brazil,1,0.022452632201858575,3.0,6.0,6.0
state creation,Political + Ideational,Brazil,2,0.028589664832393353,3.0,6.0,6.0
state creation,Political + Ideational,Brazil,3,0.05933186141394737,2.0,3.0,5.0
state creation,Political + Security,Brazil,-3,0.2445315267185432,2.0,5.0,6.0
state creation,Political + Security,Brazil,-2,0.05363434595255264,3.0,6.0,4.0
state creation,Political + Security,Brazil,0,-0.02416152695740501,3.0,6.0,6.0
state creation,Political + Security,Brazil,1,0.020861665759993448,3.0,6.0,6.0
state creation,Political + Security,Brazil,2,-0.08465767217553342,3.0,6.0,6.0
state creation,Political + Security,Brazil,3,-0.5228477292970485,2.0,3.0,5.0
state creation,Economic + Security,Canada,-3,0.40178602771244043,2.0,4.0,6.0
state creation,Economic + Security,Canada,-2,-0.2056173127127657,3.0,5.0,4.0
state creation,Economic + Security,Canada,0,-0.028081390480472267,3.0,5.0,6.0
state creation,Economic + Security,Canada,1,0.3487688489053444,3.0,5.0,6.0
state creation,Economic + Security,Canada,2,0.29291287830245294,3.0,5.0,6.0
state creation,Economic + Security,Canada,3,0.6871711548446976,2.0,2.0,5.0
state creation,Ideational + Economic,Canada,-3,-0.15394352074901793,2.0,4.0,6.0
state creation,Ideational + Economic,Canada,-2,-0.1525316338609476,3.0,5.0,4.0
state creation,Ideational + Economic,Canada,0,-0.19254128481453875,3.0,5.0,6.0
state creation,Ideational + Economic,Canada,1,-0.24066748039651586,3.0,5.0,6.0
state creation,Ideational + Economic,Canada,2,-0.21921327373405738,3.0,5.0,6.0
state creation,Ideational + Economic,Canada,3,-0.8801633874822805,2.0,2.0,5.0
state creation,Ideational + Security,Canada,-3,-0.13935011289438312,2.0,4.0,6.0
state creation,Ideational + Security,Canada,-2,-0.00020423436373873116,3.0,5.0,4.0
state creation,Ideational + Security,Canada,0,-0.11290099017092811,3.0,5.0,6.0
state creation,Ideational + Security,Canada,1,-0.3168694349799186,3.0,5.0,6.0
state creation,Ideational + Security,Canada,2,-0.2236876344134119,3.0,5.0,6.0
state creation,Ideational + Security,Canada,3,0.6551508230716967,2.0,2.0,5.0
state creation,Political + Economic,Canada,-3,-0.1291725022577576,2.0,4.0,6.0
state creation,Political + Economic,Canada,-2,0.01794280366741393,3.0,5.0,4.0
state creation,Political + Economic,Canada,0,0.1736854927996251,3.0,5.0,6.0
state creation,Political + Economic,Canada,1,0.20906101600044114,3.0,5.0,6.0
state creation,Political + Economic,Canada,2,0.06385803966593953,3.0,5.0,6.0
state creation,Political + Economic,Canada,3,0.272632150669468,2.0,2.0,5.0
state creation,Political + Ideational,Canada,-3,0.06957998037617592,2.0,4.0,6.0
state creation,Political + Ideational,Canada,-2,0.0495859601977736,3.0,5.0,4.0
state creation,Political + Ideational,Canada,0,0.021302281939546013,3.0,5.0,6.0
state creation,Political + Ideational,Canada,1,0.03118503003258798,3.0,5.0,6.0
state creation,Political + Ideational,Canada,2,0.04106821216921778,3.0,5.0,6.0
state creation,Political + Ideational,Canada,3,0.13987353623794457,2.0,2.0,5.0
state creation,Political + Security,Canada,-3,0.22353244440553652,2.0,4.0,6.0
state creation,Political + Security,Canada,-2,0.05638402819483727,3.0,5.0,4.0
state creation,Political + Security,Canada,0,-0.01586975640751142,3.0,5.0,6.0
state creation,Political + Security,Canada,1,0.04297707381931693,3.0,5.0,6.0
state creation,Political + Security,Canada,2,-0.042776262309505333,3.0,5.0,6.0
state creation,Political + Security,Canada,3,-0.5047160358514553,2.0,2.0,5.0
state creation,Economic + Security,France,-3,0.1961191758777176,2.0,5.0,5.0
state creation,Economic + Security,France,-2,-0.38307032425611537,3.0,6.0,3.0
state creation,Economic + Security,France,0,-0.01942338630144153,3.0,6.0,5.0
state creation,Economic + Security,France,1,0.12579933691844877,3.0,6.0,5.0
state creation,Economic + Security,France,2,0.20069458656106873,3.0,6.0,5.0
state creation,Economic + Security,France,3,0.4717901987782956,2.0,3.0,4.0
state creation,Ideational + Economic,France,-3,-0.14551360559240428,2.0,5.0,5.0
state creation,Ideational + Economic,France,-2,-0.16026812417841793,3.0,6.0,3.0
state creation,Ideational + Economic,France,0,-0.1703936067500952,3.0,6.0,5.0
state creation,Ideational + Economic,France,1,-0.22361382474334254,3.0,6.0,5.0
state creation,Ideational + Economic,France,2,-0.285703550006094,3.0,6.0,5.0
state creation,Ideational + Economic,France,3,-0.6927135697099954,2.0,3.0,4.0
state creation,Ideational + Security,France,-3,0.015171953368914349,2.0,5.0,5.0
state creation,Ideational + Security,France,-2,0.15506461380550052,3.0,6.0,3.0
state creation,Ideational + Security,France,0,-0.066098840021985,3.0,6.0,5.0
state creation,Ideational + Security,France,1,-0.17689524543430712,3.0,6.0,5.0
state creation,Ideational + Security,France,2,0.020479166594026637,3.0,6.0,5.0
state creation,Ideational + Security,France,3,0.806459429101872,2.0,3.0,4.0
state creation,Political + Economic,France,-3,0.11963635407938238,2.0,5.0,5.0
state creation,Political + Economic,France,-2,0.040595842516891884,3.0,6.0,3.0
state creation,Political + Economic,France,0,0.11079901722000757,3.0,6.0,5.0
state creation,Political + Economic,France,1,0.14303167468226122,3.0,6.0,5.0
state creation,Political + Economic,France,2,0.06153023041627199,3.0,6.0,5.0
state creation,Political + Economic,France,3,0.2159178233005877,2.0,3.0,4.0
state creation,Political + Ideational,France,-3,0.04368235314171657,2.0,5.0,5.0
state creation,Political + Ideational,France,-2,0.032420414587554854,3.0,6.0,3.0
state creation,Political + Ideational,France,0,0.02437380592140076,3.0,6.0,5.0
state creation,Political + Ideational,France,1,0.00526453486744765,3.0,6.0,5.0
state creation,Political + Ideational,France,2,0.022287792349594045,3.0,6.0,5.0
state creation,Political + Ideational,France,3,0.05524176754800835,2.0,3.0,4.0
state creation,Political + Security,France,-3,0.16950142108219904,2.0,5.0,5.0
state creation,Political + Security,France,-2,0.06420842216516741,3.0,6.0,3.0
state creation,Political + Security,France,0,-0.04676035445015992,3.0,6.0,5.0
state creation,Political + Security,France,1,0.0343916881833891,3.0,6.0,5.0
state creation,Political + Security,France,2,-0.08432625035792223,3.0,6.0,5.0
state creation,Political + Security,France,3,-0.5548337642114731,2.0,3.0,4.0
state creation,Economic + Security,Germany,-3,0.30311462844676507,2.0,5.0,5.0
state creation,Economic + Security,Germany,-2,-0.36469809839695705,3.0,6.0,3.0
state creation,Economic + Security,Germany,0,0.03902741113393268,3.0,6.0,5.0
state creation,Economic + Security,Germany,1,0.3520588389148289,3.0,6.0,5.0
state creation,Economic + Security,Germany,2,0.18615146187488732,3.0,6.0,5.0
state creation,Economic + Security,Germany,3,0.510527408747615,2.0,3.0,4.0
state creation,Ideational + Economic,Germany,-3,-0.38547284197412107,2.0,5.0,5.0
state creation,Ideational + Economic,Germany,-2,-0.18124612963051143,3.0,6.0,3.0
state creation,Ideational + Economic,Germany,0,-0.14814330185139357,3.0,6.0,5.0
state creation,Ideational + Economic,Germany,1,-0.18273106509163453,3.0,6.0,5.0
state creation,Ideational + Economic,Germany,2,-0.17473076394871132,3.0,6.0,5.0
state creation,Ideational + Economic,Germany,3,-0.5288711814933937,2.0,3.0,4.0
state creation,Ideational + Security,Germany,-3,0.04852118658296043,2.0,5.0,5.0
state creation,Ideational + Security,Germany,-2,0.17511861241749696,3.0,6.0,3.0
state creation,Ideational + Security,Germany,0,-0.1868634918178357,3.0,6.0,5.0
state creation,Ideational + Security,Germany,1,-0.3829928968601342,3.0,6.0,5.0
state creation,Ideational + Security,Germany,2,-0.18244231311007106,3.0,6.0,5.0
state creation,Ideational + Security,Germany,3,0.5242451015055524,2.0,3.0,4.0
state creation,Political + Economic,Germany,-3,0.1705909169397454,2.0,5.0,5.0
state creation,Political + Economic,Germany,-2,0.08169987159922706,3.0,6.0,3.0
state creation,Political + Economic,Germany,0,0.08832475370148975,3.0,6.0,5.0
state creation,Political + Economic,Germany,1,0.06944705538284722,3.0,6.0,5.0
state creation,Political + Economic,Germany,2,-0.006423861514201328,3.0,6.0,5.0
state creation,Political + Economic,Germany,3,0.06483291841464978,2.0,3.0,4.0
state creation,Political + Ideational,Germany,-3,0.07468744271270873,2.0,5.0,5.0
state creation,Political + Ideational,Germany,-2,0.04446354528076841,3.0,6.0,3.0
state creation,Political + Ideational,Germany,0,0.01918404040258344,3.0,6.0,5.0
state creation,Political + Ideational,Germany,1,0.06315371182309058,3.0,6.0,5.0
state creation,Political + Ideational,Germany,2,0.028340540409944676,3.0,6.0,5.0
state creation,Political + Ideational,Germany,3,0.0968346471581157,2.0,3.0,4.0
state creation,Political + Security,Germany,-3,0.2609193068306378,2.0,5.0,5.0
state creation,Political + Security,Germany,-2,0.050429757852354484,3.0,6.0,3.0
state creation,Political + Security,Germany,0,0.003998729146447854,3.0,6.0,5.0
state creation,Political + Security,Germany,1,0.008368844863044926,3.0,6.0,5.0
state creation,Political + Security,Germany,2,-0.04458282009055225,3.0,6.0,5.0
state creation,Political + Security,Germany,3,-0.5436781306341916,2.0,3.0,4.0
state creation,Economic + Security,Italy,-3,0.5335524131186944,2.0,4.0,6.0
state creation,Economic + Security,Italy,-2,0.3611591971646996,3.0,5.0,4.0
state creation,Economic + Security,Italy,0,0.18695169325467237,3.0,5.0,5.0
state creation,Economic + Security,Italy,1,0.2550879011000512,3.0,5.0,5.0
state creation,Economic + Security,Italy,2,0.07645474887492905,3.0,5.0,5.0
state creation,Economic + Security,Italy,3,-0.14401289961522704,2.0,2.0,5.0
state creation,Ideational + Economic,Italy,-3,-0.1292902408571264,2.0,4.0,6.0
state creation,Ideational + Economic,Italy,-2,-0.16684722167484317,3.0,5.0,4.0
state creation,Ideational + Economic,Italy,0,-0.22074019166303943,3.0,5.0,5.0
state creation,Ideational + Economic,Italy,1,-0.26845227202914435,3.0,5.0,5.0
state creation,Ideational + Economic,Italy,2,-0.20863613570197392,3.0,5.0,5.0
state creation,Ideational + Economic,Italy,3,-0.5693040276917116,2.0,2.0,5.0
state creation,Ideational + Security,Italy,-3,-0.05450708282448338,2.0,4.0,6.0
state creation,Ideational + Security,Italy,-2,-0.09649576895157472,3.0,5.0,4.0
state creation,Ideational + Security,Italy,0,-0.14708742047421713,3.0,5.0,5.0
state creation,Ideational + Security,Italy,1,-0.1820404625533499,3.0,5.0,5.0
state creation,Ideational + Security,Italy,2,-0.3196885105015067,3.0,5.0,5.0
state creation,Ideational + Security,Italy,3,-0.07707687854020764,2.0,2.0,5.0
state creation,Political + Economic,Italy,-3,0.07748764225576378,2.0,4.0,6.0
state creation,Political + Economic,Italy,-2,0.021786360975701413,3.0,5.0,4.0
state creation,Political + Economic,Italy,0,0.1348855000737194,3.0,5.0,5.0
state creation,Political + Economic,Italy,1,0.16362315131397734,3.0,5.0,5.0
state creation,Political + Economic,Italy,2,0.001364923011281416,3.0,5.0,5.0
state creation,Political + Economic,Italy,3,0.05993363522112366,2.0,2.0,5.0
state creation,Political + Ideational,Italy,-3,0.04073899538329519,2.0,4.0,6.0
state creation,Political + Ideational,Italy,-2,0.05838887565857888,3.0,5.0,4.0
state creation,Political + Ideational,Italy,0,0.038159250367324205,3.0,5.0,5.0
state creation,Political + Ideational,Italy,1,0.03174731081204616,3.0,5.0,5.0
state creation,Political + Ideational,Italy,2,0.023008427050275677,3.0,5.0,5.0
state creation,Political + Ideational,Italy,3,0.03918568715144859,2.0,2.0,5.0
state creation,Political + Security,Italy,-3,0.06290317059239497,2.0,4.0,6.0
state creation,Political + Security,Italy,-2,0.03780237277120282,3.0,5.0,4.0
state creation,Political + Security,Italy,0,-0.061297958292601894,3.0,5.0,5.0
state creation,Political + Security,Italy,1,-0.006563643119617791,3.0,5.0,5.0
state creation,Political + Security,Italy,2,-0.013632239106959371,3.0,5.0,5.0
state creation,Political + Security,Italy,3,-0.009829543335249947,2.0,2.0,5.0
state creation,Economic + Security,New Zealand,-3,0.398720496779156,2.0,4.0,6.0
state creation,Economic + Security,New Zealand,-2,-0.613514767449891,3.0,5.0,4.0
state creation,Economic + Security,New Zealand,0,0.23298185631478424,3.0,5.0,6.0
state creation,Economic + Security,New Zealand,1,0.20748908789937254,3.0,5.0,6.0
state creation,Economic + Security,New Zealand,2,0.26086625255614326,3.0,5.0,6.0
state creation,Economic + Security,New Zealand,3,0.4508543451407813,2.0,3.0,5.0
state creation,Ideational + Economic,New Zealand,-3,-0.30486706893377646,2.0,4.0,6.0
state creation,Ideational + Economic,New Zealand,-2,-0.22862133171999116,3.0,5.0,4.0
state creation,Ideational + Economic,New Zealand,0,-0.20703799806009138,3.0,5.0,6.0
state creation,Ideational + Economic,New Zealand,1,-0.27011212325891193,3.0,5.0,6.0
state creation,Ideational + Economic,New Zealand,2,-0.3353989588650137,3.0,5.0,6.0
state creation,Ideational + Economic,New Zealand,3,-0.6660810807204897,2.0,3.0,5.0
state creation,Ideational + Security,New Zealand,-3,0.16864859706413105,2.0,4.0,6.0
state creation,Ideational + Security,New Zealand,-2,0.2760676177571497,3.0,5.0,4.0
state creation,Ideational + Security,New Zealand,0,-0.09670692358168782,3.0,5.0,6.0
state creation,Ideational + Security,New Zealand,1,-0.12940294220995857,3.0,5.0,6.0
state creation,Ideational + Security,New Zealand,2,0.03857654836997813,3.0,5.0,6.0
state creation,Ideational + Security,New Zealand,3,0.6843874799223935,2.0,3.0,5.0
state creation,Political + Economic,New Zealand,-3,0.18268373121924916,2.0,4.0,6.0
state creation,Political + Economic,New Zealand,-2,0.08104377155265777,3.0,5.0,4.0
state creation,Political + Economic,New Zealand,0,0.07648300046549542,3.0,5.0,6.0
state creation,Political + Economic,New Zealand,1,0.11855432634070676,3.0,5.0,6.0
state creation,Political + Economic,New Zealand,2,0.04932488376076566,3.0,5.0,6.0
state creation,Political + Economic,New Zealand,3,0.19178612606173331,2.0,3.0,5.0
state creation,Political + Ideational,New Zealand,-3,0.05317811493668412,2.0,4.0,6.0
state creation,Political + Ideational,New Zealand,-2,0.031771964684352984,3.0,5.0,4.0
state creation,Political + Ideational,New Zealand,0,0.039434227449122394,3.0,5.0,6.0
state creation,Political + Ideational,New Zealand,1,0.023566071710145683,3.0,5.0,6.0
state creation,Political + Ideational,New Zealand,2,0.031955965180018635,3.0,5.0,6.0
state creation,Political + Ideational,New Zealand,3,0.05933186141394737,2.0,3.0,5.0
state creation,Political + Security,New Zealand,-3,0.20106256787381532,2.0,4.0,6.0
state creation,Political + Security,New Zealand,-2,0.002878710164021789,3.0,5.0,4.0
state creation,Political + Security,New Zealand,0,-0.03470316658533539,3.0,5.0,6.0
state creation,Political + Security,New Zealand,1,-0.006412763526921816,3.0,5.0,6.0
state creation,Political + Security,New Zealand,2,-0.12503833678796225,3.0,5.0,6.0
state creation,Political + Security,New Zealand,3,-0.5228477292970485,2.0,3.0,5.0
state creation,Economic + Security,Norway,-3,0.17350111794000175,2.0,4.0,6.0
state creation,Economic + Security,Norway,-2,-0.5132222521118288,3.0,5.0,4.0
state creation,Economic + Security,Norway,0,-0.016196108895026273,3.0,5.0,6.0
state creation,Economic + Security,Norway,1,0.20492010302761177,3.0,5.0,6.0
state creation,Economic + Security,Norway,2,0.225004483251114,3.0,5.0,6.0
state creation,Economic + Security,Norway,3,0.4508543451407813,2.0,3.0,5.0
state creation,Ideational + Economic,Norway,-3,-0.26246115958359095,2.0,4.0,6.0
state creation,Ideational + Economic,Norway,-2,-0.2030845584983889,3.0,5.0,4.0
state creation,Ideational + Economic,Norway,0,-0.18695128712017703,3.0,5.0,6.0
state creation,Ideational + Economic,Norway,1,-0.2768554441045631,3.0,5.0,6.0
state creation,Ideational + Economic,Norway,2,-0.3325081358059149,3.0,5.0,6.0
state creation,Ideational + Economic,Norway,3,-0.6660810807204897,2.0,3.0,5.0
state creation,Ideational + Security,Norway,-3,0.10303456646420442,2.0,4.0,6.0
state creation,Ideational + Security,Norway,-2,0.109086898837456,3.0,5.0,4.0
state creation,Ideational + Security,Norway,0,-0.08565997370577755,3.0,5.0,6.0
state creation,Ideational + Security,Norway,1,-0.16320640388081492,3.0,5.0,6.0
state creation,Ideational + Security,Norway,2,0.0746679398343058,3.0,5.0,6.0
state creation,Ideational + Security,Norway,3,0.6843874799223935,2.0,3.0,5.0
state creation,Political + Economic,Norway,-3,0.17463819497970873,2.0,4.0,6.0
state creation,Political + Economic,Norway,-2,0.07973043398693791,3.0,5.0,4.0
state creation,Political + Economic,Norway,0,0.1046230471764789,3.0,5.0,6.0
state creation,Political + Economic,Norway,1,0.12647683189156492,3.0,5.0,6.0
state creation,Political + Economic,Norway,2,0.054402331577114126,3.0,5.0,6.0
state creation,Political + Economic,Norway,3,0.19178612606173331,2.0,3.0,5.0
state creation,Political + Ideational,Norway,-3,0.056365699246557044,2.0,4.0,6.0
state creation,Political + Ideational,Norway,-2,0.036591840855067496,3.0,5.0,4.0
state creation,Political + Ideational,Norway,0,0.005411992024743223,3.0,5.0,6.0
state creation,Political + Ideational,Norway,1,0.023288483246082396,3.0,5.0,6.0
state creation,Political + Ideational,Norway,2,0.038545885488563046,3.0,5.0,6.0
state creation,Political + Ideational,Norway,3,0.05933186141394737,2.0,3.0,5.0
state creation,Political + Security,Norway,-3,0.2678906216322523,2.0,4.0,6.0
state creation,Political + Security,Norway,-2,0.08206412566972063,3.0,5.0,4.0
state creation,Political + Security,Norway,0,-0.04283865394212294,3.0,5.0,6.0
state creation,Political + Security,Norway,1,-0.0400301838860452,3.0,5.0,6.0
state creation,Political + Security,Norway,2,-0.1459147719891789,3.0,5.0,6.0
state creation,Political + Security,Norway,3,-0.5228477292970485,2.0,3.0,5.0
state creation,Economic + Security,Russia,-3,0.2987585999723346,2.0,5.0,6.0
state creation,Economic + Security,Russia,-2,-0.3272620422919697,3.0,6.0,4.0
state creation,Economic + Security,Russia,0,0.005841768227206973,3.0,6.0,6.0
state creation,Economic + Security,Russia,1,0.20722691365852822,3.0,6.0,6.0
state creation,Economic + Security,Russia,2,0.14077906957056882,3.0,6.0,6.0
state creation,Economic + Security,Russia,3,0.3812602688589171,2.0,3.0,5.0
state creation,Ideational + Economic,Russia,-3,-0.21776615340984398,2.0,5.0,6.0
state creation,Ideational + Economic,Russia,-2,-0.16639684237612642,3.0,6.0,4.0
state creation,Ideational + Economic,Russia,0,-0.16959104280015214,3.0,6.0,6.0
state creation,Ideational + Economic,Russia,1,-0.2281034422315433,3.0,6.0,6.0
state creation,Ideational + Economic,Russia,2,-0.25670305186884873,3.0,6.0,6.0
state creation,Ideational + Economic,Russia,3,-0.6672836403001092,2.0,3.0,5.0
state creation,Ideational + Security,Russia,-3,0.03662377601270674,2.0,5.0,6.0
state creation,Ideational + Security,Russia,-2,0.11554953305390663,3.0,6.0,4.0
state creation,Ideational + Security,Russia,0,-0.12411889386051729,3.0,6.0,6.0
state creation,Ideational + Security,Russia,1,-0.2291960752247939,3.0,6.0,6.0
state creation,Ideational + Security,Russia,2,-0.05176754642717193,3.0,6.0,6.0
state creation,Ideational + Security,Russia,3,0.7061785833010603,2.0,3.0,5.0
state creation,Political + Economic,Russia,-3,0.13513363461800254,2.0,5.0,6.0
state creation,Political + Economic,Russia,-2,0.04596552854137215,3.0,6.0,4.0
state creation,Political + Economic,Russia,0,0.10712227275358306,3.0,6.0,6.0
state creation,Political + Economic,Russia,1,0.13745361174614829,3.0,6.0,6.0
state creation,Political + Economic,Russia,2,0.04369674781081336,3.0,6.0,6.0
state creation,Political + Economic,Russia,3,0.1921588410619539,2.0,3.0,5.0
state creation,Political + Ideational,Russia,-3,0.05436957578189293,2.0,5.0,6.0
state creation,Political + Ideational,Russia,-2,0.04600661453692198,3.0,6.0,4.0
state creation,Political + Ideational,Russia,0,0.022121105672496675,3.0,6.0,6.0
state creation,Political + Ideational,Russia,1,0.019144352600638962,3.0,6.0,6.0
state creation,Political + Ideational,Russia,2,0.026153746142619352,3.0,6.0,6.0
state creation,Political + Ideational,Russia,3,0.05753358218216965,2.0,3.0,5.0
state creation,Political + Security,Russia,-3,0.24367589927445196,2.0,5.0,6.0
state creation,Political + Security,Russia,-2,0.05816054475200222,3.0,6.0,4.0
state creation,Political + Security,Russia,0,-0.008134391862491102,3.0,6.0,6.0
state creation,Political + Security,Russia,1,0.03398598723410667,3.0,6.0,6.0
state creation,Political + Security,Russia,2,-0.07422872342875589,3.0,6.0,6.0
state creation,Political + Security,Russia,3,-0.5119263331339874,2.0,3.0,5.0
state creation,Economic + Security,Spain,-3,0.34376042543443175,2.0,5.0,5.0
state creation,Economic + Security,Spain,-2,-0.3262128502577153,3.0,6.0,4.0
state creation,Economic + Security,Spain,0,0.04795118008024809,3.0,6.0,5.0
state creation,Economic + Security,Spain,1,0.22275079456060154,3.0,6.0,5.0
state creation,Economic + Security,Spain,2,0.19002615538476422,3.0,6.0,5.0
