pair,sector_a,sector_b,n_centuries,first_century,last_century,assoc_first,assoc_last,assoc_mean,slope_per_century,slope_se,slope_ci_low,slope_ci_high,p_value,q_value,trend
Small business + Culture (core),Small business,Culture (core),12,800,1900,-0.1373488588428489,-0.039587044925074456,0.08742625720339975,-0.2200272642703726,0.033116026747788546,-0.28493467669603817,-0.15511985184470706,5.7513561354551774e-05,0.0002645175422645053,diverging
Religion + Small business,Religion,Small business,12,800,1900,0.6580863444649605,-1.2081242546977156,-0.6890572966851556,-0.21287873312483718,0.03954963616060124,-0.2903960199996156,-0.13536144625005875,0.0003089618571341102,0.0010954102207482088,diverging
Nobility + Small business,Nobility,Small business,12,800,1900,-0.6893527640684257,-1.7037094064999578,-1.0555992384870438,-0.2015432962654529,0.030342766361247137,-0.2610151183334973,-0.1420714741974085,5.7651259211494744e-05,0.0002645175422645053,diverging
Military + Exploration & Invention,Military,Exploration & Invention,12,800,1900,1.225291854244303,0.34446092732219374,1.0596144837133654,-0.1841310916087696,0.08542038567449549,-0.3515550475307807,-0.01670713568675844,0.056529021151214234,0.09798363666210468,flat
Administration & Law + Culture (periphery),Administration & Law,Culture (periphery),12,800,1900,-0.20131790069648295,-2.3258831283708323,-1.687621400467035,-0.1705067282287014,0.033487234238455094,-0.23614170733607337,-0.1048717491213294,0.000469689426615558,0.0015264906365005635,diverging
Administration & Law + Academia,Administration & Law,Academia,12,800,1900,0.9953196567119608,-0.17428694928597227,-0.24020437847726375,-0.1595735257272131,0.0858448667353632,-0.32782946452852496,0.008682413074098783,0.09268837010319449,0.1445938573609834,flat
Administration & Law + Exploration & Invention,Administration & Law,Exploration & Invention,12,800,1900,-0.48398520877712053,-2.280563368256497,-1.5299333307667276,-0.15121211104109,0.017297354097687883,-0.18511492507255825,-0.11730929700962175,5.371181388516351e-06,5.2369018538034415e-05,diverging
Administration & Law + Small business,Administration & Law,Small business,12,800,1900,-0.2849777742064405,-1.5859762083554991,-1.3969518076756156,-0.12415430444021,0.018303594179023455,-0.16002934903109597,-0.08827925984932403,4.840574195617165e-05,0.00025170985817209255,diverging
Academia + Sport & Games,Academia,Sport & Games,12,800,1900,1.8930235209066013,-1.1989888131726374,-1.0520697435369304,-0.11682456966010184,0.0708718729697287,-0.2557334406807701,0.022084301360566425,0.13028981228611694,0.19221067998114227,flat
Exploration & Invention + Culture (periphery),Exploration & Invention,Culture (periphery),12,800,1900,-0.418916546135874,-1.3416097554179618,-0.7039723084415469,-0.10746591556076146,0.06957145118331118,-0.24382595988005137,0.028894128758528453,0.15345582341387468,0.21003838722526708,flat
Religion + Big business,Religion,Big business,12,800,1900,-0.8903375206728944,-1.9916599060401936,-1.957753221514587,-0.09564204492109918,0.04698288038225497,-0.18772849047031892,-0.0035555993718794365,0.06914519773658838,0.11724620485769333,flat
Small business + Culture (periphery),Small business,Culture (periphery),12,800,1900,-0.24439775990838164,-0.8578858827614437,-0.3238752237079849,-0.08913150506733204,0.08200279494578339,-0.24985698316106747,0.0715939730264034,0.3025709170323564,0.3630851004388277,flat
Religion + Academia,Religion,Academia,12,800,1900,2.0301479775466422,1.287367274742588,1.3605581958643862,-0.08520763694085423,0.023253275883899388,-0.13078405767329704,-0.03963121620841143,0.004357783462095409,0.009997267942454174,diverging
Military + Kinship,Military,Kinship,12,800,1900,0.36386352387239373,-0.7380910809381704,-0.010224057789985202,-0.07097437304101244,0.03666255670846199,-0.14283298418959794,0.0008842381075730571,0.08163580173569182,0.13548069224221196,flat
Big business + Culture (periphery),Big business,Culture (periphery),12,800,1900,-0.06468915470185403,-0.7353455540666742,-0.5135554846928382,-0.06691953834135736,0.006720906659899931,-0.08009251539476123,-0.05374656128795349,1.6536893493486326e-06,4.299592308306445e-05,diverging
Military + Culture (core),Military,Culture (core),12,800,1900,-1.389485415034759,-1.3317148873459286,-1.0719954113069932,-0.06417096836901064,0.09519424371602876,-0.250751686052427,0.12240974931440572,0.5155237077080321,0.550833550701733,flat
Culture (periphery) + Sport & Games,Culture (periphery),Sport & Games,12,800,1900,-0.048761826052362574,-0.6537842202948594,-0.47064476438185393,-0.054564612106292876,0.004756523595569864,-0.0638873983536098,-0.045241825858975945,4.4569138211389655e-07,3.476392780488393e-05,diverging
Administration & Law + Kinship,Administration & Law,Kinship,12,800,1900,-2.969329063593642,-1.9409936833193802,-1.7020683480107384,-0.05286965410034864,0.05340594719529372,-0.15754531060312432,0.05180600240242705,0.34554288422146556,0.40836886317082294,flat
Small business + Academia,Small business,Academia,12,800,1900,1.2917937427305335,0.2123650345530488,0.20039570425450717,-0.0510346941928022,0.03998251045228167,-0.12940041467927427,0.027331026293669868,0.23065103985670413,0.2949308378495561,flat
Big business + Culture (core),Big business,Culture (core),12,800,1900,-0.6519579634659268,-1.0469620705160994,-1.0191327256943306,-0.04701890177554943,0.016276360841408197,-0.0789205690247095,-0.01511723452638937,0.01614074387105232,0.033131000577423186,diverging
Administration & Law + Sport & Games,Administration & Law,Sport & Games,12,800,1900,-0.05751261079911925,-0.590887794498707,-0.3746313876521575,-0.044105405490439266,0.005863156487487142,-0.05559719220591407,-0.032613618774964465,2.0103066387781727e-05,0.00011716871356434516,diverging
Culture (core) + Sport & Games,Culture (core),Sport & Games,12,800,1900,-0.5142502777479311,-0.4922469187600012,-0.4636977775473027,-0.04280238306494367,0.056711292771091014,-0.15395651689628206,0.06835175076639471,0.4678060249068236,0.5067898603157256,flat
Administration & Law + Big business,Administration & Law,Big business,12,800,1900,-0.07622361949161509,-0.33617210129527086,-0.43778060220987863,-0.0421699958791722,0.02247699851231798,-0.08622491296331544,0.0018849212049710379,0.09009394946121183,0.14449240447642864,flat
Politics + Nobility,Politics,Nobility,12,800,1900,0.3982032533863605,0.28547058421261057,0.2668897184740087,-0.03557377219042233,0.0243175640053697,-0.08323619764094695,0.012088653260102285,0.17420702055216794,0.23427840694946725,flat
Administration & Law + Nobility,Administration & Law,Nobility,12,800,1900,-0.05437452030847974,-0.5791583835713217,-0.5067417317542086,-0.02569161974693727,0.033374363832483676,-0.09110537285860527,0.039722133364730725,0.4592160416955686,0.5067898603157256,flat
Military + Culture (periphery),Military,Culture (periphery),12,800,1900,-1.2581213048659328,-2.177029175770481,-2.057789394876337,-0.02538102974208918,0.04226669502642994,-0.10822375199389186,0.0574616925097135,0.5615367349631764,0.5918900719882129,flat
Politics + Culture (core),Politics,Culture (core),12,800,1900,-0.6583651179903692,-1.6897893588913147,-1.7168473600058076,-0.007913563614571604,0.036693985442471676,-0.07983377508181608,0.06400664785267288,0.8335850693972349,0.8487453364614376,flat
Politics + Culture (periphery),Politics,Culture (periphery),12,800,1900,-1.4957609666304832,-1.2094473790525841,-1.046873993554191,0.021697277719045605,0.10500836572566646,-0.18411911910326065,0.22751367454135188,0.8404497188261335,0.8487453364614376,flat
Politics + Exploration & Invention,Politics,Exploration & Invention,12,800,1900,-0.9622018945544706,-0.23965379742631968,-0.5210534136267685,0.027092401871018253,0.13842075624374478,-0.24421228036672155,0.29839708410875804,0.8487453364614375,0.8487453364614376,flat
Religion + Nobility,Religion,Nobility,12,800,1900,-0.5719950975982911,-0.3533787309129382,-0.9172879217860603,0.035231310430313516,0.024496112324907542,-0.012781069726505265,0.0832436905871323,0.18091623184956931,0.23917739125875268,flat
Politics + Religion,Politics,Religion,12,800,1900,-0.6007275491266902,-0.15601843673013763,-0.35289439617541873,0.03572673803539701,0.03800404592916344,-0.03876119198576333,0.11021466805655736,0.36933067607085923,0.4236440107871621,flat
Politics + Big business,Politics,Big business,12,800,1900,-0.7307012327155514,0.8205585082913842,0.7759747936090872,0.04242098211930123,0.0369340879551711,-0.02996983027283412,0.11481179451143658,0.2774696170465803,0.3435338115814804,flat
Big business + Small business,Big business,Small business,12,800,1900,-0.09339956761510018,0.41232976587695114,0.7552089215971247,0.04648992931484888,0.04797912747054614,-0.047549160527421544,0.1405290191571193,0.35541560448614745,0.41376742014805223,flat
Nobility + Big business,Nobility,Big business,12,800,1900,-0.24521957717128787,0.00347847704243391,-0.39419637928062107,0.0501281688903046,0.06559765905069093,-0.0784432428490496,0.17869958062965882,0.46241253094564233,0.5067898603157256,flat
Politics + Kinship,Politics,Kinship,12,800,1900,-0.6650287696468072,-0.14868823290925604,-0.32191423297521715,0.053928900448242376,0.03491575700480952,-0.014505983281184284,0.12236378417766904,0.15348959066461826,0.21003838722526708,flat
Small business + Sport & Games,Small business,Sport & Games,12,800,1900,-0.07057459226173814,0.5915990023560942,0.404420228966513,0.060288750301981275,0.02178000257072033,0.01759994526336943,0.10297755534059312,0.01985266334761271,0.03871269352784478,converging
Kinship + Big business,Kinship,Big business,12,800,1900,-0.043660575826060484,-0.14081980738747707,0.052325828902675044,0.06384213246019574,0.07386348025876922,-0.08093028884699194,0.20861455376738341,0.40766339144872593,0.46083687728986406,flat
Kinship + Academia,Kinship,Academia,12,800,1900,-2.7165359796124706,-1.0154564762635965,-0.4078471240046385,0.07241651775387256,0.20718782601542748,-0.3336716212363653,0.47850465674411047,0.7339468263595225,0.7633046994139033,flat
Big business + Academia,Big business,Academia,12,800,1900,-0.5477999746423025,-0.4712764485797097,-0.6267839593140506,0.07515510768488488,0.06394776544752244,-0.0501825125922591,0.20049272796202888,0.2671154918029225,0.33604852194561213,flat
Politics + Military,Politics,Military,12,800,1900,1.5839867066456497,1.1331378252139725,0.8290763312529904,0.08388914130033429,0.07625739411545066,-0.06557535116594901,0.23335363376661758,0.29707411189611754,0.36205907387339326,flat
Military + Big business,Military,Big business,12,800,1900,-0.589067118471702,0.14376858450324306,-0.23388844038184545,0.11396356307103593,0.06919988351894442,-0.02166820862609513,0.24959533476816698,0.13060469280769924,0.19221067998114227,flat
Politics + Sport & Games,Politics,Sport & Games,12,800,1900,-0.5794959259081182,-0.6231848451652795,-0.7220712579533081,0.11655514603991317,0.07347170885001553,-0.027449403306117268,0.2605596953859436,0.14373314834091286,0.20383973764711277,flat
Small business + Exploration & Invention,Small business,Exploration & Invention,12,800,1900,-0.576634308458134,0.1784660186575951,0.45527020508877225,0.11994364774737537,0.055306767823133665,0.011542382814033386,0.22834491268071735,0.05529147230915923,0.09798363666210468,flat
Military + Sport & Games,Military,Sport & Games,12,800,1900,-0.46258501908221966,1.2744838457111345,1.3161889119453256,0.1247219905305004,0.05509974812999353,0.016726484195713084,0.2327174968652877,0.047082347378698035,0.08540518826833597,flat
Nobility + Culture (core),Nobility,Culture (core),12,800,1900,-0.8013515692922465,-0.3392046154766173,-0.6850143726142622,0.12817110037145923,0.045283166191477854,0.039416094636162635,0.21692610610675583,0.017838565172409233,0.03567713034481847,converging
Exploration & Invention + Sport & Games,Exploration & Invention,Sport & Games,12,800,1900,-0.12631827304408574,1.032604149828873,0.6153975774638855,0.130744651961925,0.013617562051289249,0.10405423034139807,0.15743507358245193,2.305282673067695e-06,4.495301212482006e-05,converging
Big business + Sport & Games,Big business,Sport & Games,12,800,1900,-0.017857728121347158,1.3506944141606134,0.47871856198500184,0.13089425632835466,0.016837679324422292,0.09789240485248697,0.16389610780422237,1.5122863153332373e-05,0.00011474615330327863,converging
Big business + Exploration & Invention,Big business,Exploration & Invention,12,800,1900,2.155765871543567,1.2634659075555092,1.0273181891238092,0.1623179885771692,0.017902500305484712,0.12722908797841917,0.19740688917591923,3.871759793944788e-06,5.0332877321282244e-05,converging
Military + Nobility,Military,Nobility,12,800,1900,-0.7413043766339188,1.065165198294029,1.2451074154749047,0.16626140940363107,0.0378016221109506,0.0921702300661679,0.24035258874109425,0.0013386944988818272,0.0034806056970927506,converging
Kinship + Small business,Kinship,Small business,12,800,1900,-0.06605085312554564,-1.8388743837483763,-1.4999558364928656,0.17558393071100054,0.1251049781368741,-0.06962182643727269,0.42078968785927373,0.1907519759255269,0.24797756870318496,flat
Religion + Kinship,Religion,Kinship,12,800,1900,-0.8787191603222996,-0.14140302797904447,-0.10714163631539435,0.1818709689235245,0.048336956637975576,0.08713053391309238,0.2766114039339566,0.0037065055566573787,0.008760831315735622,converging
Kinship + Culture (core),Kinship,Culture (core),12,800,1900,-1.4337013101068812,0.3281907809020139,0.27417597442900943,0.18421161548294726,0.03712909771617798,0.11143858395923842,0.25698464700665613,0.0005688678103285717,0.001732604558065764,converging
Nobility + Kinship,Nobility,Kinship,12,800,1900,0.6108284740790866,2.3094515077429474,1.176596228724277,0.2051667088035949,0.021917173865785396,0.1622090480266555,0.24812436958053427,2.9015825194274544e-06,4.526468730306829e-05,converging
Politics + Small business,Politics,Small business,12,800,1900,-1.8696584624839416,0.5529542509035057,0.4173421076786672,0.2069717948183191,0.062066595546443754,0.08532126754728935,0.32862232208934883,0.00755807609886452,0.016843712448898072,converging
Kinship + Culture (periphery),Kinship,Culture (periphery),12,800,1900,-2.760135137232085,-1.598618991569272,-1.260541638941807,0.2076629994491674,0.12889647181348937,-0.04497408530527178,0.4603000842036066,0.13823850706705926,0.19967784354130783,flat
Academia + Exploration & Invention,Academia,Exploration & Invention,12,800,1900,0.1866640890826482,1.1810815498967084,1.0746651269312555,0.2120758823134253,0.038586201937786,0.13644692651536475,0.28770483811148584,0.0002632030007989751,0.0009776111458247646,converging
Religion + Sport & Games,Religion,Sport & Games,12,800,1900,0.8713770580246942,1.019911391035892,0.9460419713257595,0.2129292543942854,0.028454322535229587,0.1571587822252354,0.2686997265633354,2.1030281921805542e-05,0.00011716871356434516,converging
Administration & Law + Military,Administration & Law,Military,12,800,1900,0.9177677750671441,0.45849386508468853,-0.04371498806877799,0.2300930126491808,0.12294004646520675,-0.010869478422624423,0.47105550372098604,0.0907708694787821,0.14449240447642864,flat
Kinship + Exploration & Invention,Kinship,Exploration & Invention,12,800,1900,0.2148655970964862,-1.5378410909838394,-1.017011362328979,0.2395549971052302,0.13847606272158838,-0.031858085829083005,0.5109680800395434,0.11432641543223804,0.174852164778717,flat
Military + Religion,Military,Religion,12,800,1900,-1.049475535416819,-0.22763139889791628,-0.915744602327255,0.2569241667092709,0.09920170000855244,0.0624888346925081,0.45135949872603365,0.02695379876083987,0.050057054841559756,flat
Nobility + Culture (periphery),Nobility,Culture (periphery),12,800,1900,-3.009757557230814,-1.5706996170805203,-1.7235163318216609,0.2592194391245268,0.06745586338278989,0.1270059468942586,0.39143293135479496,0.0032501893891961737,0.007922336636165673,converging
Military + Small business,Military,Small business,12,800,1900,0.7226822118720715,0.06809677974209188,-0.4330188325320883,0.28014568199038387,0.08497992299342404,0.11358503292327277,0.44670633105749497,0.00805951225983028,0.017462276562965607,converging
Nobility + Sport & Games,Nobility,Sport & Games,12,800,1900,-1.5439255485205805,1.4824820349512933,1.274554624876576,0.3115794790515615,0.10403707975820443,0.10766680272548085,0.5154921553776421,0.013460716110013995,0.028376644772461938,converging
Nobility + Academia,Nobility,Academia,12,800,1900,-3.36345591813991,-0.8143489001462354,-1.334749309605293,0.3421538644428746,0.04019819504214979,0.263365402160261,0.4209423267254882,6.813663048482962e-06,5.905174642018568e-05,converging
Politics + Administration & Law,Politics,Administration & Law,12,800,1900,-1.6568757522845499,1.9826760456927741,1.6461497584824971,0.3510257765761093,0.057796063787858294,0.23774549155190702,0.4643060616003115,0.00011981447050274931,0.0004918699315376024,converging
Military + Academia,Military,Academia,12,800,1900,-2.3235928202441896,-0.2915085920551865,-0.4743892172518358,0.4057723815254888,0.06589519601470667,0.2766177973366637,0.5349269657143139,0.00010721216132587627,0.0004645860324121305,converging
Kinship + Sport & Games,Kinship,Sport & Games,12,800,1900,-1.36082353216233,1.923936449304442,1.8320121734139725,0.4781855941880381,0.09978239927744152,0.2826120916042527,0.6737590967718234,0.0007320734000526374,0.002114878711263175,converging
Politics + Academia,Politics,Academia,12,800,1900,-1.4654621432682033,0.2682216880747529,0.00971995173172617,0.5745716783082025,0.09664924153618515,0.3851391648972797,0.7640041917191254,0.00014220739777350512,0.00055460885131667,converging
