layer,period,node,coreness,cp_fit
sector,1000-1399,Academia,0.9054431382718878,0.6377057023069646
sector,1000-1399,Exploration & Invention,0.7524815004246902,0.6377057023069646
sector,1000-1399,Culture (core),0.9655487495448195,0.6377057023069646
sector,1000-1399,Culture (periphery),1.0,0.6377057023069646
sector,1000-1399,Sport & Games,0.43558486999534934,0.6377057023069646
sector,1400-1599,Politics,0.6179543574432902,0.40067712135238975
sector,1400-1599,Administration & Law,0.2516183865318301,0.40067712135238975
sector,1400-1599,Military,0.5484176074286348,0.40067712135238975
sector,1400-1599,Religion,0.19902094887700855,0.40067712135238975
sector,1400-1599,Nobility,0.2561324876414318,0.40067712135238975
sector,1400-1599,Kinship,0.09465063417583477,0.40067712135238975
sector,1400-1599,Big business,1.0,0.40067712135238975
sector,1400-1599,Small business,0.998721088615158,0.40067712135238975
sector,1400-1599,Academia,0.31932115161276015,0.40067712135238975
sector,1400-1599,Exploration & Invention,0.9038906765216871,0.40067712135238975
sector,1400-1599,Culture (core),0.7414517273745778,0.40067712135238975
sector,1400-1599,Culture (periphery),0.898149400139326,0.40067712135238975
sector,1400-1599,Sport & Games,0.44600327923843786,0.40067712135238975
sector,1600-1799,Politics,0.28101475698303197,0.3938873084148837
sector,1600-1799,Administration & Law,0.08510713278918293,0.3938873084148837
sector,1600-1799,Military,0.45359002140310095,0.3938873084148837
sector,1600-1799,Religion,0.40053974692718014,0.3938873084148837
sector,1600-1799,Nobility,0.24541971593403278,0.3938873084148837
sector,1600-1799,Kinship,0.2713704065883462,0.3938873084148837
sector,1600-1799,Big business,0.8220222656968886,0.3938873084148837
sector,1600-1799,Small business,1.0,0.3938873084148837
sector,1600-1799,Academia,0.6498964982531863,0.3938873084148837
sector,1600-1799,Exploration & Invention,0.9826101950026509,0.3938873084148837
sector,1600-1799,Culture (core),0.8680725349733669,0.3938873084148837
sector,1600-1799,Culture (periphery),0.8260332666796667,0.3938873084148837
sector,1600-1799,Sport & Games,0.7335281299401093,0.3938873084148837
sector,1800-1899,Politics,0.2934524225203296,0.4189836593822454
sector,1800-1899,Administration & Law,0.09462760140262164,0.4189836593822454
sector,1800-1899,Military,1.0,0.4189836593822454
sector,1800-1899,Religion,0.42707327426751746,0.4189836593822454
sector,1800-1899,Nobility,0.8955952005514118,0.4189836593822454
sector,1800-1899,Kinship,0.8490078210771573,0.4189836593822454
sector,1800-1899,Big business,0.6827819346497104,0.4189836593822454
sector,1800-1899,Small business,0.32773701816223383,0.4189836593822454
sector,1800-1899,Academia,0.36300308828205163,0.4189836593822454
sector,1800-1899,Exploration & Invention,0.7886610346928195,0.4189836593822454
sector,1800-1899,Culture (core),0.23481445706558146,0.4189836593822454
sector,1800-1899,Culture (periphery),0.08873670139468877,0.4189836593822454
sector,1800-1899,Sport & Games,0.93753824197227,0.4189836593822454
sector,1900-2020,Politics,0.38139208343981706,0.5485330975459839
sector,1900-2020,Administration & Law,0.20767872371997828,0.5485330975459839
sector,1900-2020,Military,0.5854142182359797,0.5485330975459839
sector,1900-2020,Religion,0.2598027625542687,0.5485330975459839
sector,1900-2020,Nobility,0.816890979492843,0.5485330975459839
sector,1900-2020,Kinship,0.7805389041535362,0.5485330975459839
sector,1900-2020,Big business,0.483444835844947,0.5485330975459839
sector,1900-2020,Small business,0.23545788297119857,0.5485330975459839
sector,1900-2020,Academia,0.20573927615607498,0.5485330975459839
sector,1900-2020,Exploration & Invention,0.4309019986768857,0.5485330975459839
sector,1900-2020,Culture (core),0.06907167299032209,0.5485330975459839
sector,1900-2020,Culture (periphery),0.01681496369734435,0.5485330975459839
sector,1900-2020,Sport & Games,1.0,0.5485330975459839
domain,all,Political,1.0,0.9438379032233049
domain,all,Ideational,0.0,0.9438379032233049
domain,all,Economic,0.0,0.9438379032233049
domain,all,Security,1.0,0.9438379032233049
domain,Pre-1000,Political,0.0,0.9881290888547726
domain,Pre-1000,Ideational,1.0,0.9881290888547726
domain,Pre-1000,Economic,1.0,0.9881290888547726
domain,Pre-1000,Security,0.0,0.9881290888547726
domain,1000-1399,Political,0.9140940399338866,0.5199582203983919
domain,1000-1399,Ideational,0.36033138948165444,0.5199582203983919
domain,1000-1399,Economic,0.5424673228897063,0.5199582203983919
domain,1000-1399,Security,1.0,0.5199582203983919
domain,1400-1599,Political,0.9823738159540525,0.8692801671226076
domain,1400-1599,Ideational,0.10113323907461418,0.8692801671226076
domain,1400-1599,Economic,0.21253145125744713,0.8692801671226076
domain,1400-1599,Security,1.0,0.8692801671226076
domain,1600-1799,Political,0.0,0.6446083825679777
domain,1600-1799,Ideational,1.0,0.6446083825679777
domain,1600-1799,Economic,1.0,0.6446083825679777
domain,1600-1799,Security,0.0,0.6446083825679777
domain,1800-1899,Political,1.0,0.8930437098227988
domain,1800-1899,Ideational,0.0,0.8930437098227988
domain,1800-1899,Economic,0.0,0.8930437098227988
domain,1800-1899,Security,1.0,0.8930437098227988
domain,1900-2020,Political,1.0,0.980264764726422
domain,1900-2020,Ideational,0.0,0.980264764726422
domain,1900-2020,Economic,0.0,0.980264764726422
domain,1900-2020,Security,1.0,0.980264764726422
