layer,pair,n_points,break_date,shift,shift_se,shift_ci_low,shift_ci_high,centre,level_at_centre,slope_per_century,level_no_break,slope_no_break_per_century,rmse_no_break,sup_wald,p_value,overdispersion,q_value,has_break
sector centuries,Politics + Big business,12,1600.0,-0.6943575989563702,0.1847982415691423,-1.0565621524318891,-0.3321530454808513,1350.0,0.9333495501400038,0.10797838958971698,0.5702479482875883,0.042420982119297485,0.7980766139434223,14.117920000314253,0.027486256871564217,4.047038988543324,0.08245877061469264,False
sector centuries,Politics + Culture (core),12,1300.0,-1.6635060427321797,0.2880925175247795,-2.2281673770807475,-1.098844708383612,1350.0,-0.3396754795263408,0.055462153922088274,-1.6769805030605027,-0.007913563614570455,0.833730901388463,33.34147495270238,0.0034982508745627187,3.2092785778623782,0.028349461632819952,True
sector centuries,Politics + Culture (periphery),12,1600.0,3.216603738643372,1.1118940720437671,1.0372913574375886,5.395916119849155,1350.0,-2.8111443510405922,-0.28214367087159864,-1.1550284570514682,0.021697277719049647,1.167279303128975,8.36889839279677,0.08945527236381809,9.381601400684602,0.1658937972874028,False
sector centuries,Politics + Exploration & Invention,12,1600.0,-2.6187646832154132,0.543094086823161,-3.6832290933888086,-1.5543002730420177,1350.0,-0.37813792220284986,0.4793700717333786,-0.6517769284799939,0.027092401871019432,0.9470763660568149,23.251062430028767,0.005497251374312844,7.5399743438554845,0.03573213393303348,True
sector centuries,Politics + Kinship,12,1600.0,-0.6543684106040666,0.1806588324107369,-1.008459722129111,-0.3002770990790222,1350.0,-0.4504892191455246,0.16286780024312325,-0.5482167639366116,0.05392890044824199,0.34255403232458,13.119770960123779,0.03698150924537731,3.9664467316320664,0.0994675076254976,False
sector centuries,Politics + Military,12,1600.0,-0.4034048194116804,0.4636501076062003,-1.312159030319833,0.5053493914964722,1350.0,0.6171525929495316,0.1342475404421847,0.45849322406284604,0.0838891413003368,0.5744045752868917,0.7570096834087752,0.9500249875062469,11.82774844783797,0.9623629743569774,False
sector centuries,Politics + Nobility,12,1600.0,-0.5661095215277738,0.10729015560265408,-0.7763982265089758,-0.3558208165465718,1350.0,0.45649245151527335,0.048942810026766176,0.35787971637614174,-0.03557377219042269,0.18462951271331546,27.840765261757426,0.0029985007496251873,5.186464055818703,0.028349461632819952,True
sector centuries,Politics + Religion,12,1100.0,-1.219508744441447,0.579814885103417,-2.355945919244144,-0.08307156963874962,1350.0,0.5103320714759806,0.07989157429826382,-0.5069498669948689,0.035726738035398005,0.526820637560285,4.423755510430545,0.3453273363318341,3.689363705126329,0.4143928035982009,False
sector centuries,Politics + Small business,12,1500.0,-1.024940062291485,0.4904430030172896,-1.9862083482053725,-0.06367177637759747,1350.0,0.038242373466205064,0.28998850538539345,-0.5753604305764939,0.20697179481832306,0.932763195914977,4.3673686457673115,0.30434782608695654,6.093020805490366,0.3721420539730135,False
sector centuries,Politics + Sport & Games,12,1300.0,-4.616033572991704,0.44502662654147085,-5.488285761012986,-3.743781384970421,1350.0,1.3904893324735021,0.47325450518350226,-1.326593356433283,0.11655514603990755,1.247003347500094,107.58851800877518,0.0004997501249375312,5.207842945379674,0.016705932747911757,True
sector centuries,Religion + Academia,12,1300.0,-0.7504778785695879,0.21366181578314983,-1.1692550375045616,-0.3317007196346143,1350.0,2.2320063753304473,-0.0358348234661185,1.711377012391231,-0.08520763694085157,0.306125568411986,12.337352141310022,0.03648175912043978,5.200354346026711,0.0994675076254976,False
sector centuries,Religion + Big business,12,1100.0,-2.152653797777449,0.6088448861693136,-3.3459897746693037,-0.9593178208855941,1350.0,-0.22887429641651644,0.06471853638845214,-1.619493772299293,-0.09564204492109851,1.2692424529819297,12.500720760996588,0.03948025987006497,2.5561026336373547,0.10264867566216893,False
sector centuries,Religion + Culture (core),12,1500.0,0.7657529109096092,0.3783331770928644,0.02421988380759499,1.5072859380116235,1350.0,0.9749676447370003,-0.3327129537956445,1.2006350517969162,-0.22290569528328033,0.49936528720036605,4.096646194507676,0.3708145927036482,8.332823706982886,0.4316946004609636,False
sector centuries,Religion + Culture (periphery),12,1600.0,2.2302569668117744,0.8380583190863092,0.5876626614026084,3.8728512722209407,1350.0,0.11012293665709774,-0.7166802727596521,0.478719916452381,-0.34833539839391103,0.984341445598275,7.082088121625748,0.1454272863568216,6.426543781831248,0.21814092953523237,False
sector centuries,Religion + Exploration & Invention,12,1000.0,1.8390408918447263,1.0824755148873784,-0.28261111733453514,3.9606929010239877,1350.0,-1.7259034335969718,-0.38477611914896354,-0.1617466773720819,-0.3177470416373634,1.0373185989689964,2.8863341576273776,0.5392303848075962,2.0706406883439317,0.5841662502082293,False
sector centuries,Religion + Kinship,12,1600.0,0.9269951428811752,0.3546059283083269,0.23196752339685456,1.622022762365496,1350.0,-0.8315600022791768,0.04178998531411775,-0.657121625618331,0.18187096892352514,0.3758380826302624,6.833810527205337,0.17491254372813594,4.514277278608754,0.24805778928717462,False
sector centuries,Religion + Nobility,12,1000.0,-0.6500340584225841,0.23098333305850838,-1.1027613912172605,-0.1973067256279077,1350.0,-0.4381874154625541,0.08511029705848827,-0.95529578764093,0.03523131043031331,0.29019123590988255,7.919740220659222,0.12643678160919541,2.2702798169278866,0.20126671358198453,False
sector centuries,Religion + Small business,12,1600.0,0.5812664887382955,0.21002598424414962,0.1696155596197622,0.9929174178568287,1350.0,0.0942361200116776,-0.3234635924685467,0.12015969237155608,-0.2128787331248405,0.38137496833634077,7.659572197665355,0.1184407796101949,2.0425360157831345,0.19656129382117452,False
sector centuries,Religion + Sport & Games,12,1300.0,-0.7132310975180334,0.6511255762299595,-1.989437226928754,0.5629750318926872,1350.0,0.21686574866307035,0.2773623618411175,-0.153769013447002,0.21292925439429303,0.9222279982063345,1.1998612601858056,0.7856071964017991,1.4881280348780574,0.8280724502613558,False
sector centuries,Small business + Academia,12,1600.0,-0.17834982548671477,0.26590349101052413,-0.699520667867342,0.34282101689391253,1350.0,0.47934357795347576,-0.022464912864619234,0.44891557229430856,-0.05103469419280229,0.40832867772618164,0.4498806346386293,0.993503248375812,3.563152161266212,0.993503248375812,False
sector centuries,Small business + Culture (core),12,1500.0,0.5291751034173389,0.23015022094362175,0.07808067036784022,0.9802695364668375,1350.0,0.903681723366337,-0.2705153780595083,1.1717840401111075,-0.2200272642703646,1.278850949708184,5.286594677633874,0.27636181909045476,3.6465329639721475,0.34768099821057213,False
sector centuries,Small business + Culture (periphery),12,1100.0,6.008021628659364,0.8609817742633151,4.320497351103266,7.695545906215462,1350.0,-3.279044538143243,-0.6458769602812892,0.021397372500437856,-0.08913150506733158,1.2013259192457078,48.693955952100865,0.0014992503748125937,14.594923492466268,0.016705932747911757,True
sector centuries,Small business + Exploration & Invention,12,1400.0,3.2531574575035465,0.808227494993221,1.6690315673168334,4.83728334769026,1350.0,-1.6184277338352295,-0.22826795239126468,-0.03121120017243782,0.11994364774737548,0.8187430771892465,16.201041235425457,0.019490254872563718,5.547982907705127,0.0660973860895639,False
sector centuries,Small business + Sport & Games,12,1200.0,-2.877315107897155,0.8857630081718071,-4.613410603913897,-1.1412196118804132,1350.0,1.680137045191132,0.3173628233657908,0.17947687046163371,0.060288750301981206,0.9521667434172105,10.552121279259424,0.044977511244377814,5.016818877558527,0.11085082458770615,False
sector half-centuries,Academia + Culture (core),11,1650.0,1.1339366636626156,0.2909493996054174,0.5636758404359975,1.7041974868892336,1650.0,0.4651692630665345,-0.47299282622184585,1.0578996315658378,-0.23639839544525817,0.3307278278224937,15.189471541204178,0.02448775612193903,12.75213457782101,0.1191071131101116,False
sector half-centuries,Academia + Culture (periphery),11,1650.0,1.4062998181000195,0.3749270476186754,0.6714428047674157,2.1411568314326233,1650.0,-0.9600436292137944,-0.5031142098907825,-0.07031133042957033,-0.27683056032781683,0.7446524309691045,14.06896979306154,0.031984007996002,4.870052168393193,0.12225705329153605,False
sector half-centuries,Academia + Exploration & Invention,11,1750.0,-0.43318779650628025,0.11546742322691278,-0.6595039460310292,-0.2068716469815312,1650.0,0.6418231443094206,0.35268488621097366,0.5331252399558833,0.21515768214780956,0.22185779176429923,14.074516305337779,0.034482758620689655,2.4731642309695756,0.12225705329153605,False
sector half-centuries,Academia + Sport & Games,11,1650.0,1.912748942624594,0.5512881801418192,0.8322241095466283,2.99327377570256,1650.0,-1.29529082979987,-0.6465380475830534,0.1276965855453026,-0.43451047258985587,1.0406247645686648,12.038117524061887,0.04247876061969016,1.9113942763047487,0.12743628185907047,False
sector half-centuries,Administration & Law + Academia,11,1700.0,-1.192837961746238,0.40309993960595414,-1.982913843373908,-0.40276208011856784,1650.0,0.5425720375793035,0.05182118104599926,0.09878042079445523,-0.2768386060101643,0.3273316493676844,8.756638835805122,0.10394802598700649,7.249863878745433,0.20789605197401295,False
sector half-centuries,Administration & Law + Big business,11,1700.0,-2.4845317305285533,0.661089311152498,-3.7802667803874495,-1.188796680669657,1650.0,-0.10011267059848855,0.9043562368871346,-1.2237226492105113,0.30467583106376733,1.2181572747634157,14.12436150528073,0.03398300849575212,5.585287810684763,0.12225705329153605,False
sector half-centuries,Administration & Law + Culture (core),11,1750.0,-0.4874690552255433,0.16528236669678914,-0.81142249395125,-0.1635156164998366,1650.0,-0.712722564637695,-0.15585184165992264,-0.8024647023272445,-0.3247993077534602,0.3599805987540684,8.698433698115654,0.11694152923538231,2.926597642399933,0.21484606533942333,False
sector half-centuries,Administration & Law + Culture (periphery),11,1700.0,2.2627403495599094,0.5425027305766752,1.1994349976296261,3.3260457014901927,1650.0,-2.45072728494519,-0.721016156159091,-1.0055486793803252,-0.3364793670852935,1.314823591673806,17.39664838503935,0.020989505247376312,3.9186275539114446,0.1191071131101116,False
sector half-centuries,Administration & Law + Exploration & Invention,11,1750.0,0.5314614658023445,0.2939270756271325,-0.044635602426835175,1.1075585340315244,1650.0,-1.4506138421286061,-0.6016159785594384,-1.3003509303021719,-0.428190742807106,0.41946597049595796,3.2693722684612045,0.4892553723138431,1.2953263709505056,0.5300266533399967,False
sector half-centuries,Administration & Law + Kinship,11,1700.0,-1.065833755258774,0.2857302206854056,-1.625864987802169,-0.5058025227153791,1650.0,-1.0442669301521894,0.1861593418789422,-1.4010616256138733,-0.14582827035556034,0.4951657061880095,13.914467394916098,0.030984507746126936,2.271105797198304,0.12225705329153605,False
sector half-centuries,Administration & Law + Military,11,1650.0,-2.083781865746221,0.3883570059541468,-2.844961597416349,-1.3226021340760932,1650.0,0.4989033724940822,0.7092839733292372,-0.4727856069544589,0.18815110625080983,0.5439504202891505,28.790036800749416,0.004497751124437781,7.060596159355771,0.08575712143928035,False
sector half-centuries,Administration & Law + Nobility,11,1700.0,-0.5945416727889838,0.18026574772866194,-0.9478625383371613,-0.24122080724080647,1650.0,-0.21868012550593138,0.09731988487663681,-0.4213949201639597,-0.08240278511500207,0.20816304421446163,10.877727444054804,0.06846576711644178,2.178199359655951,0.16182817682068057,False
sector half-centuries,Administration & Law + Religion,11,1500.0,-1.6755200865963173,0.6117658669523569,-2.8745811858229366,-0.47645898736969783,1650.0,0.4894641571619336,-0.08102402420673788,-0.60846588931122,-0.39335568442485447,0.6320851530238801,7.501166284860003,0.13243378310844578,5.577944566713406,0.2347492920206563,False
sector half-centuries,Administration & Law + Small business,11,1700.0,-0.833717187727303,0.23089039494838218,-1.286262361826132,-0.3811720136284739,1650.0,-0.9285532797775006,0.008773400720198398,-1.2622357575935843,-0.2268415364068354,0.27787967649523676,13.038444315941831,0.041979010494752625,1.9610615893791796,0.12743628185907047,False
