group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Politics,Learning & Culture,Politics + Learning & Culture,2945,1083,237,270.26753036759715,-0.18912723216719105,-0.28409880855962183,-0.10315057325183323,0.04630427101064962,0.0004997501249375312,0.2188365650969529,-1.80551635135346,0.09691526513555997,-1.9954702710191574,-1.6155624316877626,1.840571141034061e-77,0.0020989505247376314,1.932599698085764e-76,dissociated,Poland,1800-1899
Administration & Law,Military,Administration & Law + Military,2945,1083,24,17.987540807223407,0.40622841746461874,-0.18592536377108887,0.853324149998531,0.26387455295500645,0.12193903048475763,0.0221606648199446,-0.2003287798051379,0.22243815624732313,-0.6363075660498912,0.23565000643961542,0.3677987001600558,0.1347747179042058,0.4543395707859513,not distinguishable,Poland,1800-1899
Administration & Law,Business,Administration & Law + Business,2945,1083,5,12.341476190973664,-1.2233075331482128,-3.0261207279609663,-0.31438372854521207,0.6566757214960534,0.0559720139930035,0.0046168051708217915,-0.9690498006971987,0.4388609711475446,-1.8292173041463862,-0.10888229724801135,0.027237161631016096,0.0734632683658171,0.038132026283422535,not distinguishable,Poland,1800-1899
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,2945,1083,2,12.715528680138748,-2.402234140375472,-4.815705584240345,-1.1888313836116648,0.9752475867259147,0.030484757621189407,0.0018467220683287165,-1.8328532790915244,0.6406418223592242,-3.088511250915604,-0.577195307267445,0.0042235482437362045,0.05334832583708146,0.0068226548552661765,not distinguishable,Poland,1800-1899
Administration & Law,Religion,Administration & Law + Religion,2945,1083,6,12.192339872380817,-0.9654464357675695,-2.424576517034761,-0.11640614888506624,0.6313350596521685,0.08845577211394302,0.00554016620498615,-1.2927531984608271,0.40346327995849435,-2.083541227179476,-0.5019651697421782,0.001354661612942127,0.1031984007996002,0.002370657822648722,not distinguishable,Poland,1800-1899
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,2945,1083,59,75.8499580098749,-0.35973769516393056,-0.6457243169687233,-0.1186767946181622,0.13774385816452261,0.010994502748625687,0.05447830101569714,-1.8501177864658425,0.16087761484239704,-2.165437911556941,-1.5347976613747443,1.3167609577406886e-30,0.02565383974679327,6.912995028138615e-30,dissociated,Poland,1800-1899
Military,Business,Military + Business,2945,1083,8,18.43261578090166,-1.1553390050603367,-2.440826779211914,-0.415506273248317,0.5028687043614903,0.03398300849575212,0.007386888273314866,-1.3927877780167812,0.35458664101881787,-2.087777594413664,-0.6977979616198982,8.568388289480967e-05,0.054895629108522664,0.00019992906008788923,not distinguishable,Poland,1800-1899
Military,Nobility & Kinship,Military + Nobility & Kinship,2945,1083,33,18.991281997809537,0.7813321116418008,0.30257623489210644,1.1269263910412508,0.21426258214820762,0.0014992503748125937,0.030470914127423823,0.14125129292041044,0.19647554822632765,-0.24384078160319173,0.5263433674440126,0.4721867887217802,0.004497751124437781,0.5508845868420769,associated,Poland,1800-1899
Military,Religion,Military + Religion,2945,1083,7,18.209873183738882,-1.3188372792465808,-2.6119297936115102,-0.5299594616063856,0.5377257719987222,0.02348825587206397,0.006463527239150508,-2.0340021188817774,0.3734618104987853,-2.765987267459397,-1.3020169703041582,5.141516940386127e-08,0.04484121575575849,1.542455082115838e-07,dissociated,Poland,1800-1899
Military,Learning & Culture,Military + Learning & Culture,2945,1083,88,113.2857294669582,-0.3625702718684835,-0.598278268729167,-0.1672120928708388,0.10801060152176753,0.0009995002498750624,0.08125577100646353,-2.658699083064968,0.12888506234271035,-2.9113138052566803,-2.406084360873256,1.5245848416170108e-94,0.0034982508745627187,3.2016281673957227e-93,dissociated,Poland,1800-1899
Business,Nobility & Kinship,Business + Nobility & Kinship,2945,1083,4,13.030155546216248,-1.588181518455353,-3.3817691152659615,-0.6354141563282655,0.7847499546258025,0.044977511244377814,0.003693444136657433,-1.2241217319834201,0.4824370443305913,-2.1696983388713793,-0.27854512509546114,0.011168854417775433,0.06746626686656672,0.01675328162666315,not distinguishable,Poland,1800-1899
Business,Religion,Business + Religion,2945,1083,4,12.494021208697621,-1.5298510584948177,-3.2419315165476457,-0.5359560867696802,0.774507666120155,0.06196901549225387,0.003693444136657433,-1.678275320824814,0.4807112800215156,-2.6204694296669846,-0.7360812119826434,0.000480795871271382,0.07654996031396066,0.0009178830269726383,not distinguishable,Poland,1800-1899
Business,Learning & Culture,Business + Learning & Culture,2945,1083,115,77.72675253262504,0.5621588716587897,0.4088783838347485,0.7031883675613307,0.07542299339647515,0.0004997501249375312,0.1061865189289012,-0.5672476992778185,0.15017379006472528,-0.8615883278046801,-0.27290707075095694,0.0001585536478138718,0.0020989505247376314,0.00033296266040913077,associated,Poland,1800-1899
Nobility & Kinship,Religion,Nobility & Kinship + Religion,2945,1083,23,12.87269711913796,0.8133702870223203,0.19035382305866533,1.2575256656731264,0.270469897797966,0.0074962518740629685,0.02123730378578024,0.10209390451080148,0.22790901594093954,-0.34460776673344,0.548795575755043,0.6541827561258895,0.019677661169415293,0.7230440988759831,associated,Poland,1800-1899
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,2945,1083,87,80.08253921564851,0.11881575035016027,-0.09058466582538037,0.3112301580980296,0.10385703932426138,0.2478760619690155,0.08033240997229917,-1.2676939062063266,0.14728602216508943,-1.5563745096499018,-0.9790133027627513,7.498362357082043e-18,0.2602698650674663,3.149312189974458e-17,not distinguishable,Poland,1800-1899
Religion,Learning & Culture,Religion + Learning & Culture,2945,1083,108,76.78749036094325,0.48938821699988116,0.31973402647224997,0.6444184633131811,0.08152049952518194,0.0004997501249375312,0.0997229916897507,-1.6825762721363633,0.1272634878880071,-1.9320127083968572,-1.4331398358758694,6.619760011161892e-40,0.0020989505247376314,4.633832007813324e-39,associated,Poland,1800-1899
Politics,Administration & Law,Politics + Administration & Law,7306,1885,282,125.30985028372758,1.1670059850630308,1.056793120549887,1.2777623193154284,0.05637594763751459,0.0004997501249375312,0.1496021220159151,1.9647642385015391,0.10192931086857804,1.764982789199126,2.164545687803952,8.584166900804395e-83,0.0013118440779610195,3.605350098337846e-82,associated,Poland,1900-2020
Politics,Military,Politics + Military,7306,1885,122,97.27638588852552,0.3252237641635536,0.12678387018137177,0.5024245180755909,0.09457707459464888,0.0014992503748125937,0.06472148541114059,0.12690355073658222,0.10756990648308316,-0.08393346597026077,0.3377405674434252,0.23810722989733768,0.0031484257871064467,0.2631711488338995,associated,Poland,1900-2020
Politics,Business,Politics + Business,7306,1885,126,132.62508830232215,-0.07364509736371698,-0.2653063893711906,0.09751557553877532,0.09327010892948785,0.43228385807096453,0.06684350132625995,0.2553076360006813,0.10744899940951425,0.04470759715803338,0.4659076748433292,0.01749757270737439,0.47778742207843444,0.022965564178428887,not distinguishable,Poland,1900-2020
Politics,Nobility & Kinship,Politics + Nobility & Kinship,7306,1885,14,28.93012048938816,-1.0212405485650073,-1.905854495373525,-0.4485231134130341,0.3609646290733057,0.014492753623188406,0.007427055702917772,-0.687312548827065,0.2818573113679972,-1.2397528791083396,-0.13487221854579057,0.014747852706686037,0.024218659900818822,0.02064699378936045,dissociated,Poland,1900-2020
Politics,Religion,Politics + Religion,7306,1885,14,73.2384297048105,-2.346363793636538,-3.2405302037997954,-1.7687761520415675,0.37219730040851867,0.0004997501249375312,0.007427055702917772,-2.421130723173098,0.26766925493521576,-2.9457624628461208,-1.8964989835000752,1.4934660226694252e-19,0.0013118440779610195,4.480398068008276e-19,dissociated,Poland,1900-2020
Politics,Learning & Culture,Politics + Learning & Culture,7306,1885,439,539.6201253807151,-0.2974171400884435,-0.35986008692180754,-0.2390385067477438,0.0314586015283816,0.0004997501249375312,0.23289124668435013,-2.9597518654404125,0.06943443943283872,-3.0958433667287766,-2.8236603641520484,0.0,0.0013118440779610195,0.0,dissociated,Poland,1900-2020
Administration & Law,Military,Administration & Law + Military,7306,1885,18,33.10917933561663,-0.8613300448025423,-1.5835547956989595,-0.3071028618287918,0.32492939365571877,0.01199400299850075,0.009549071618037135,-0.6083341562419357,0.24191769616380412,-1.0824928407229917,-0.13417547176087957,0.011915644139033496,0.022897642088046885,0.017873466208550244,dissociated,Poland,1900-2020
Administration & Law,Business,Administration & Law + Business,7306,1885,7,45.14053223601042,-2.605353114958367,-3.9961373223626095,-1.8067527970136263,0.5501424237495953,0.0009995002498750624,0.003713527851458886,-1.496656464498445,0.37124259994542813,-2.224291960391484,-0.7690209686054059,5.5427128354137414e-05,0.002332167249708479,0.00012932996615965398,dissociated,Poland,1900-2020
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,7306,1885,1,9.846711909936774,-2.7861379594847855,-4.569013756468435,-1.403061071774701,1.0261772763430252,0.0004997501249375312,0.0005305039787798408,-1.6470432247676592,0.8231758575423077,-3.2604679055505823,-0.03361854398473607,0.045409629737362046,0.0013118440779610195,0.05609424849909429,dissociated,Poland,1900-2020
Administration & Law,Religion,Administration & Law + Religion,7306,1885,12,24.92757395545422,-1.02446572618905,-1.9695567829233207,-0.3978763063507685,0.40734969472756405,0.020989505247376312,0.00636604774535809,-1.1056516813528559,0.29030504917732325,-1.6746495777404093,-0.5366537849653022,0.00013976386317621326,0.03148425787106447,0.00026682192060913443,dissociated,Poland,1900-2020
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,7306,1885,102,183.6661522850172,-0.8453840245668099,-1.0813257794889621,-0.6453246421689881,0.1098694507458064,0.0004997501249375312,0.05411140583554377,-2.52388293019081,0.11611470542803154,-2.7514677528297518,-2.2962981075518685,9.347896584280793e-105,0.0013118440779610195,6.543527608996555e-104,dissociated,Poland,1900-2020
Military,Business,Military + Business,7306,1885,20,35.042000473715305,-0.7939009756956887,-1.507342405369507,-0.2867082143074663,0.3078083780729082,0.014992503748125937,0.010610079575596816,-0.5825298147495754,0.23041650157766227,-1.0341461578417934,-0.1309134716573574,0.011466203901614227,0.024218659900818822,0.017873466208550244,dissociated,Poland,1900-2020
Military,Nobility & Kinship,Military + Nobility & Kinship,7306,1885,13,7.643872730797876,0.7291724864376611,-0.10937158006703308,1.3145126140875147,0.3598089117755419,0.044977511244377814,0.006896551724137931,0.5397647491937524,0.29288070004172206,-0.03428142288802283,1.1138109212755276,0.0653361799130713,0.05903298350824588,0.0762255432319165,not distinguishable,Poland,1900-2020
Military,Religion,Military + Religion,7306,1885,18,19.350947254865645,-0.10168258132642628,-0.8009119571282911,0.43552018920633856,0.3145715489199173,0.7331334332833583,0.009549071618037135,-0.8378429357335709,0.2410059955468256,-1.3102146870053493,-0.3654711844617927,0.0005081174951335275,0.7697901049475263,0.0008892056164836731,not distinguishable,Poland,1900-2020
Military,Learning & Culture,Military + Learning & Culture,7306,1885,144,142.57761432070046,0.01427152460858763,-0.15286032020425216,0.16301149292765685,0.08084574405724936,0.8515742128935532,0.07639257294429708,-2.252122700251025,0.10238421078575737,-2.4527957533911096,-2.0514496471109407,3.091795942351036e-107,0.8515742128935532,3.2463857394685875e-106,not distinguishable,Poland,1900-2020
Business,Nobility & Kinship,Business + Nobility & Kinship,7306,1885,5,10.421535366820843,-0.9896721631298377,-2.7663163779556363,-0.09091710157247865,0.6823513757596529,0.1184407796101949,0.002652519893899204,-0.38620446788531093,0.4392364925757654,-1.2471079933338112,0.4746990575631893,0.3792586040049257,0.1381809095452274,0.39822153420517203,not distinguishable,Poland,1900-2020
Business,Religion,Business + Religion,7306,1885,13,26.382775891274793,-0.99372270992557,-1.975659406387123,-0.3803046097039925,0.40453411425776525,0.02448775612193903,0.006896551724137931,-1.1090286216176255,0.27962037016965163,-1.6570845471501428,-0.5609726960851084,7.302944252480679e-05,0.03428285857071465,0.00015336182930209425,dissociated,Poland,1900-2020
Business,Learning & Culture,Business + Learning & Culture,7306,1885,273,194.38806773605504,0.48889507051337006,0.3937087478203818,0.5843278353461009,0.04892159867709934,0.0004997501249375312,0.14482758620689656,-0.9342016321797704,0.09556459975986462,-1.121508247709105,-0.7468950166504358,1.43300776262422e-22,0.0013118440779610195,5.015527169184769e-22,associated,Poland,1900-2020
Nobility & Kinship,Religion,Nobility & Kinship + Religion,7306,1885,10,5.754996246556624,0.7473084041072127,-0.3053802153983392,1.3919773242342113,0.43197041094799604,0.07546226886556721,0.005305039787798408,0.17571168008413254,0.32638542534478043,-0.46400375359163715,0.8154271137599022,0.5903310261360379,0.09321809683393596,0.5903310261360379,not distinguishable,Poland,1900-2020
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,7306,1885,62,42.40276325761325,0.5427856187475447,0.30514889691652314,0.7489868826095089,0.11437549615526997,0.0004997501249375312,0.03289124668435013,-1.0037082569040972,0.18646388011432613,-1.3691774619281762,-0.638239051880018,7.33130979131398e-08,0.0013118440779610195,1.92446882021992e-07,associated,Poland,1900-2020
Religion,Learning & Culture,Religion + Learning & Culture,7306,1885,190,107.34527695007566,0.8208280022114987,0.7099518724044358,0.9330439461551502,0.05759522442754529,0.0004997501249375312,0.10079575596816977,-1.9398842845190187,0.09417117072497053,-2.124459779139961,-1.7553087898980766,2.7697187425623494e-94,0.0013118440779610195,1.4541023398452333e-93,associated,Poland,1900-2020
Politics,Administration & Law,Politics + Administration & Law,720,319,4,5.547636583554813,-0.4264464458454918,-2.1660369179246115,0.45401353630118596,0.7273655382055739,0.4777611194402799,0.012539184952978056,-0.453373807927792,0.5069217478199848,-1.4469404336549623,0.5401928177993781,0.37112585288366473,0.6270614692653673,0.4584495829739388,not distinguishable,Portugal,1400-1599
Politics,Military,Politics + Military,720,319,16,8.83311586259143,0.8220353138380189,0.17348611564834643,1.2999484698721222,0.2862388593451881,0.010494752623688156,0.050156739811912224,0.7920737898773684,0.3056800007414388,0.19294098842414842,1.3912065913305884,0.009564573430736623,0.05509745127436282,0.02869372029220987,not distinguishable,Portugal,1400-1599
Politics,Business,Politics + Business,720,319,1,4.7312033319334255,-1.8021803465784259,-3.663246009369224,-0.43048615978198324,1.0065540219144047,0.04147926036981509,0.003134796238244514,-1.5112436232047248,0.8382136538994465,-3.15414238484764,0.13165513843819032,0.07139863163914557,0.14517741129435283,0.11226052131505834,not distinguishable,Portugal,1400-1599
Politics,Nobility & Kinship,Politics + Nobility & Kinship,720,319,32,20.5314044174993,0.6278945257742089,0.2402652663915469,0.9505063679410181,0.1808471999602934,0.001999000499750125,0.10031347962382445,-0.16600260792735785,0.2313787057199382,-0.6195048711384368,0.287499655283721,0.47309659607309906,0.02098950524737631,0.5395371111147762,associated,Portugal,1400-1599
