spec,spec_short,period,pair,n_pair,assoc_log2,assoc_ci_low,assoc_ci_high,q_value
main,main,1900-2020,Ideational + Security,8376,-0.42613707441735876,-0.4481735236923741,-0.4021072684276858,0.0004997501249375312
main,main,1900-2020,Economic + Security,4020,-0.4445093463098168,-0.48413645841179254,-0.40752038556373954,0.0004997501249375312
culture_out,culture out,Pre-1000,Political + Ideational,221,-0.14216220531827664,-0.2082150913345177,-0.08029493531028005,0.0005997001499250374
culture_out,culture out,Pre-1000,Political + Economic,31,-1.5192996823128557,-2.0043795837287797,-1.1506121914375245,0.0005997001499250374
culture_out,culture out,Pre-1000,Political + Security,585,0.21691367738044326,0.17393150147946765,0.26406771652040983,0.0005997001499250374
culture_out,culture out,Pre-1000,Ideational + Economic,104,2.198511749845847,2.0066375629947792,2.3791375351540127,0.0005997001499250374
culture_out,culture out,Pre-1000,Ideational + Security,66,-0.913906496796778,-1.162357975987599,-0.6907222131031524,0.0005997001499250374
culture_out,culture out,Pre-1000,Economic + Security,23,-0.9826467794884838,-1.62246482044376,-0.531037398579276,0.001999000499750125
culture_out,culture out,1000-1399,Political + Ideational,359,0.040014536145597406,-0.00038462084546806114,0.08356725014813325,0.06946526736631684
culture_out,culture out,1000-1399,Political + Economic,97,-0.44729419383232294,-0.6383796809881661,-0.30234504869850554,0.0007496251874062968
culture_out,culture out,1000-1399,Political + Security,147,0.2750794479027773,0.1573305510355431,0.39677512276601,0.0007496251874062968
culture_out,culture out,1000-1399,Ideational + Economic,121,0.3414331898142859,0.19314783635111377,0.48301817931155383,0.0007496251874062968
culture_out,culture out,1000-1399,Ideational + Security,52,-0.7441916173235061,-1.068515008750745,-0.49559477437814603,0.0007496251874062968
culture_out,culture out,1000-1399,Economic + Security,43,0.3697260623164341,-0.0036921647175831053,0.6885962294877901,0.045577211394302854
culture_out,culture out,1400-1599,Political + Ideational,1520,0.08095838748518698,0.05563180152213699,0.1052645433280367,0.0004997501249375312
culture_out,culture out,1400-1599,Political + Economic,666,-0.3495640948382133,-0.4037778829389406,-0.3033239860355677,0.0004997501249375312
culture_out,culture out,1400-1599,Political + Security,636,0.24594626326359528,0.18797179834401592,0.30647284362366345,0.0004997501249375312
culture_out,culture out,1400-1599,Ideational + Economic,609,0.25787429404181395,0.19729319063731968,0.31902513317685327,0.0004997501249375312
culture_out,culture out,1400-1599,Ideational + Security,139,-1.2078616252685384,-1.4167973560725382,-1.0218633339733045,0.0004997501249375312
culture_out,culture out,1400-1599,Economic + Security,273,0.5215576297083857,0.37713379655219614,0.6413628020080492,0.0004997501249375312
culture_out,culture out,1600-1799,Political + Ideational,4569,-0.134695602823546,-0.1524796628594441,-0.11678123936478217,0.0004997501249375312
culture_out,culture out,1600-1799,Political + Economic,4318,-0.26764399332604394,-0.28606322133184514,-0.24882204555218287,0.0004997501249375312
culture_out,culture out,1600-1799,Political + Security,6775,0.31459032198669196,0.2981537693488913,0.33152776585843424,0.0004997501249375312
culture_out,culture out,1600-1799,Ideational + Economic,2928,0.8711532332677653,0.8378661751397639,0.9054324179934642,0.0004997501249375312
culture_out,culture out,1600-1799,Ideational + Security,797,-1.0730007802093589,-1.1639562464585327,-0.9877312594460536,0.0004997501249375312
culture_out,culture out,1600-1799,Economic + Security,1291,-0.42894190373891833,-0.4914106177255586,-0.3682315549160513,0.0004997501249375312
culture_out,culture out,1800-1899,Political + Ideational,14730,-0.07367224913872758,-0.08257658442652642,-0.06457363407827041,0.0004997501249375312
culture_out,culture out,1800-1899,Political + Economic,19955,-0.03486897027277394,-0.041350514888881945,-0.02878292855914207,0.0004997501249375312
culture_out,culture out,1800-1899,Political + Security,9758,0.1994423306567072,0.18491845014604444,0.21393539986904833,0.0004997501249375312
culture_out,culture out,1800-1899,Ideational + Economic,9377,0.20815861363915303,0.19229249584062202,0.2236410521105086,0.0004997501249375312
culture_out,culture out,1800-1899,Ideational + Security,2886,-0.22543240756782584,-0.2703524344451296,-0.18406959726111338,0.0004997501249375312
culture_out,culture out,1800-1899,Economic + Security,3678,-0.2747723683027019,-0.3102041338291783,-0.23990119246468516,0.0004997501249375312
culture_out,culture out,1900-2020,Political + Ideational,34453,-0.0329156137935514,-0.037323046002989045,-0.028614618302069232,0.0004997501249375312
culture_out,culture out,1900-2020,Political + Economic,26589,-0.0904457701297704,-0.09628785406890772,-0.08441015109005694,0.0004997501249375312
culture_out,culture out,1900-2020,Political + Security,11676,0.350018601134222,0.3340072454767248,0.3645353145797592,0.0004997501249375312
culture_out,culture out,1900-2020,Ideational + Economic,21043,0.18366143653032124,0.1743768657696496,0.19225344700357885,0.0004997501249375312
culture_out,culture out,1900-2020,Ideational + Security,4275,-0.4878631823691536,-0.523867594988435,-0.45155910054127624,0.0004997501249375312
culture_out,culture out,1900-2020,Economic + Security,4020,-0.2603421273715987,-0.29827485075566307,-0.22457198000813414,0.0004997501249375312
culture_own,culture own,Pre-1000,Political + Ideational,221,-0.766666896397673,-0.8917486954338322,-0.65372816581486,0.000624687656171914
culture_own,culture own,Pre-1000,Political + Economic,31,-0.9679422648407524,-1.4952228729601584,-0.5739640681172768,0.000624687656171914
culture_own,culture own,Pre-1000,Political + Security,585,1.1988532019235405,1.1015147432568846,1.3030753638048658,0.000624687656171914
culture_own,culture own,Pre-1000,Ideational + Economic,104,0.8404930800676672,0.6457417155456678,1.02239660325545,0.000624687656171914
culture_own,culture own,Pre-1000,Ideational + Security,66,-1.860533867877219,-2.2049347949646907,-1.5751387955974374,0.000624687656171914
culture_own,culture own,Pre-1000,Economic + Security,23,-0.7541057699766204,-1.4223302645603988,-0.30860757079241563,0.014992503748125937
culture_own,culture own,1000-1399,Political + Ideational,359,-0.11328596822894221,-0.18475771215153633,-0.048470991249158435,0.0022211116663890273
culture_own,culture own,1000-1399,Political + Economic,97,0.6722375666307353,0.4398048497093273,0.8950607039243562,0.0007139287499107588
culture_own,culture own,1000-1399,Political + Security,147,1.5828734806547544,1.414498333393642,1.7523823427415273,0.0007139287499107588
culture_own,culture own,1000-1399,Ideational + Economic,121,-0.45930957714740217,-0.6555270029077852,-0.2948279408043538,0.0007139287499107588
culture_own,culture own,1000-1399,Ideational + Security,52,-1.3546525787628247,-1.7324986779639355,-1.0576486819288524,0.0007139287499107588
culture_own,culture own,1000-1399,Economic + Security,43,1.023344873841295,0.6053370285313673,1.3644220687696276,0.0007139287499107588
culture_own,culture own,1400-1599,Political + Ideational,1520,0.06429987913048268,0.027522685900171918,0.1041574744235925,0.0014992503748125937
culture_own,culture own,1400-1599,Political + Economic,666,0.30155874784153774,0.21609605441133858,0.37999764078507586,0.0005552779165972568
culture_own,culture own,1400-1599,Political + Security,636,1.3605999261019412,1.285834139977829,1.4372459874870627,0.0005552779165972568
culture_own,culture own,1400-1599,Ideational + Economic,609,-0.6914705426318786,-0.7787146091557225,-0.6118128118940122,0.0005552779165972568
culture_own,culture own,1400-1599,Ideational + Security,139,-1.6926349859108794,-1.9117859848435013,-1.4880497635691852,0.0005552779165972568
culture_own,culture own,1400-1599,Economic + Security,273,0.703904999904895,0.5589212185468438,0.8384110081566768,0.0005552779165972568
culture_own,culture own,1600-1799,Political + Ideational,4569,-0.32402903612663764,-0.35087809834706124,-0.2979823476987132,0.0004997501249375312
culture_own,culture own,1600-1799,Political + Economic,4318,0.060652004023585164,0.03136863641584344,0.08922757144152184,0.0004997501249375312
culture_own,culture own,1600-1799,Political + Security,6775,1.0985511631402063,1.0748510598219891,1.1216760151946255,0.0004997501249375312
culture_own,culture own,1600-1799,Ideational + Economic,2928,-0.17398529544976138,-0.21340735079893622,-0.13596051194761782,0.0004997501249375312
culture_own,culture own,1600-1799,Ideational + Security,797,-1.6625023539362656,-1.7520773779923224,-1.5771311156645997,0.0004997501249375312
culture_own,culture own,1600-1799,Economic + Security,1291,-0.5008849635604214,-0.5698154289377289,-0.4338465584563165,0.0004997501249375312
culture_own,culture own,1800-1899,Political + Ideational,14730,-0.3046650342813226,-0.31922991535647555,-0.2905741914636056,0.0004997501249375312
culture_own,culture own,1800-1899,Political + Economic,19955,0.39299153306907686,0.3807541509650511,0.40491452494019253,0.0004997501249375312
culture_own,culture own,1800-1899,Political + Security,9758,0.7268074393280216,0.7071159193130527,0.7454586890390303,0.0004997501249375312
culture_own,culture own,1800-1899,Ideational + Economic,9377,-0.3941545821698618,-0.41558411604838413,-0.3730318940418614,0.0004997501249375312
culture_own,culture own,1800-1899,Ideational + Security,2886,-0.728183148846837,-0.7753671249557081,-0.6828065446740492,0.0004997501249375312
culture_own,culture own,1800-1899,Economic + Security,3678,-0.11873217403164296,-0.1577761237669223,-0.08009000076581248,0.0004997501249375312
culture_own,culture own,1900-2020,Political + Ideational,34453,-0.07837426508423091,-0.08719879719166884,-0.06909888354885654,0.0005552779165972568
culture_own,culture own,1900-2020,Political + Economic,26589,0.3704498131272363,0.3580686552288889,0.38240326351113274,0.0005552779165972568
culture_own,culture own,1900-2020,Political + Security,11676,1.114688697891077,1.09654356916349,1.1328278102336171,0.0005552779165972568
culture_own,culture own,1900-2020,Ideational + Economic,21043,-0.4204690070110169,-0.4331874381729384,-0.40704363027860496,0.0005552779165972568
culture_own,culture own,1900-2020,Ideational + Security,4275,-0.7881643718689518,-0.8266365152499183,-0.7495670385166436,0.0005552779165972568
culture_own,culture own,1900-2020,Economic + Security,4020,-0.05432446219381747,-0.0963804341141759,-0.015718367040905883,0.0079960019990005
culture_core_only,core only,Pre-1000,Political + Ideational,323,-0.11611587517796237,-0.16408514677183073,-0.07452686372533747,0.0005997001499250374
culture_core_only,core only,Pre-1000,Political + Economic,31,-1.7390676599430885,-2.273299936046499,-1.3499933645938376,0.0005997001499250374
culture_core_only,core only,Pre-1000,Political + Security,585,0.2724777096984749,0.22437513226834113,0.3257315693897427,0.0005997001499250374
culture_core_only,core only,Pre-1000,Ideational + Economic,137,1.9042677001836759,1.7336530360081985,2.064565955347992,0.0005997001499250374
culture_core_only,core only,Pre-1000,Ideational + Security,94,-0.8313891491673389,-1.0367656695516168,-0.649472524866201,0.0005997001499250374
culture_core_only,core only,Pre-1000,Economic + Security,23,-1.1068617696118928,-1.778004735935273,-0.6578440031499894,0.0014992503748125937
culture_core_only,core only,1000-1399,Political + Ideational,472,0.017880456787112198,-0.015286826155130004,0.049601531309760416,0.2848575712143928
culture_core_only,core only,1000-1399,Political + Economic,97,-0.48785839047860813,-0.6778120794277308,-0.32232391587292464,0.0007496251874062968
culture_core_only,core only,1000-1399,Political + Security,147,0.3705467867439959,0.2355768869972896,0.5024052656951508,0.0007496251874062968
culture_core_only,core only,1000-1399,Ideational + Economic,186,0.2847986963778731,0.17619586663088824,0.38956139198112005,0.0007496251874062968
culture_core_only,core only,1000-1399,Ideational + Security,88,-0.529350934488014,-0.7386721709299716,-0.3479508822619339,0.0007496251874062968
culture_core_only,core only,1000-1399,Economic + Security,43,0.2072135632129895,-0.2062009392717253,0.5268411853147349,0.2848575712143928
culture_core_only,core only,1400-1599,Political + Ideational,1967,0.031956979913994495,0.01285260957149717,0.05201582685435217,0.0034982508745627187
culture_core_only,core only,1400-1599,Political + Economic,666,-0.4273220120012179,-0.48687698528729306,-0.3696785576990676,0.0005997001499250374
culture_core_only,core only,1400-1599,Political + Security,636,0.5007588776129254,0.4328972313442283,0.571012433893904,0.0005997001499250374
culture_core_only,core only,1400-1599,Ideational + Economic,1171,0.2504004019929838,0.21140885231912962,0.2894971776242091,0.0005997001499250374
culture_core_only,core only,1400-1599,Ideational + Security,264,-0.9020197977922076,-1.0534267861585715,-0.7706236199459069,0.0005997001499250374
culture_core_only,core only,1400-1599,Economic + Security,273,0.24741722796393803,0.10583377843387214,0.3899854661341556,0.0005997001499250374
culture_core_only,core only,1600-1799,Political + Ideational,6594,-0.17056254525714426,-0.18396997067666745,-0.15780448386959361,0.0004997501249375312
culture_core_only,core only,1600-1799,Political + Economic,4318,-0.3632972011929142,-0.3860149728789878,-0.3415841008191612,0.0004997501249375312
culture_core_only,core only,1600-1799,Political + Security,6775,0.5242168924197563,0.5055627410253926,0.5434700011095995,0.0004997501249375312
culture_core_only,core only,1600-1799,Ideational + Economic,5402,0.6945342729102099,0.6710761395047393,0.7171873105009224,0.0004997501249375312
culture_core_only,core only,1600-1799,Ideational + Security,1594,-0.8282872757521261,-0.883439218708347,-0.7727869281710998,0.0004997501249375312
culture_core_only,core only,1600-1799,Economic + Security,1291,-0.7143983656046117,-0.7778640528771537,-0.6551716271236555,0.0004997501249375312
culture_core_only,core only,1800-1899,Political + Ideational,21270,-0.09374138170364278,-0.10048103708914174,-0.08707595095966193,0.0004997501249375312
culture_core_only,core only,1800-1899,Political + Economic,19955,-0.029833792107377563,-0.037092327346400555,-0.022289826862810645,0.0004997501249375312
culture_core_only,core only,1800-1899,Political + Security,9758,0.3023315679744735,0.2851370126298339,0.31963210281609433,0.0004997501249375312
culture_core_only,core only,1800-1899,Ideational + Economic,16491,0.1711602318236322,0.16117115706459126,0.18140153232655304,0.0004997501249375312
culture_core_only,core only,1800-1899,Ideational + Security,5272,-0.1098046157989767,-0.13707399176511265,-0.0814138490269731,0.0004997501249375312
culture_core_only,core only,1800-1899,Economic + Security,3678,-0.473209952800687,-0.5110140641622269,-0.4348435918919865,0.0004997501249375312
culture_core_only,core only,1900-2020,Political + Ideational,49507,-0.04469002001131285,-0.047811325978506514,-0.04139434431984133,0.0004997501249375312
culture_core_only,core only,1900-2020,Political + Economic,26589,-0.12437638820836415,-0.131315619543102,-0.11769385412602945,0.0004997501249375312
culture_core_only,core only,1900-2020,Political + Security,11676,0.5960209027144056,0.5792994569820576,0.6126016204809633,0.0004997501249375312
culture_core_only,core only,1900-2020,Ideational + Economic,40824,0.14687457501452736,0.141557305357258,0.1519945153159213,0.0004997501249375312
culture_core_only,core only,1900-2020,Ideational + Security,7433,-0.40278638574353476,-0.42655138251222574,-0.3792775699021249,0.0004997501249375312
culture_core_only,core only,1900-2020,Economic + Security,4020,-0.47239418410681877,-0.5108435899544155,-0.43389359639615616,0.0004997501249375312
invention_ideational,invention ideational,Pre-1000,Political + Ideational,360,-0.09083047378696661,-0.12368365240874654,-0.061808048010278366,0.0005997001499250374
invention_ideational,invention ideational,Pre-1000,Political + Economic,13,-2.440764425339925,-3.346029578195934,-1.8404157401396406,0.0005997001499250374
invention_ideational,invention ideational,Pre-1000,Political + Security,585,0.22118265570501588,0.17620112157751283,0.26794755073853116,0.0005997001499250374
invention_ideational,invention ideational,Pre-1000,Ideational + Economic,108,2.101732283496189,1.9367049981497635,2.2731595734065335,0.0005997001499250374
invention_ideational,invention ideational,Pre-1000,Ideational + Security,111,-0.6194432025993528,-0.7799670803509016,-0.48391671222780125,0.0005997001499250374
invention_ideational,invention ideational,Pre-1000,Economic + Security,9,-1.7932449635591245,-2.85636376900132,-1.0944811334654478,0.00399800099950025
invention_ideational,invention ideational,1000-1399,Political + Ideational,498,-0.013591763196499096,-0.03844734326887944,0.01205281332753282,0.3333333333333333
invention_ideational,invention ideational,1000-1399,Political + Economic,81,-0.3871772117198161,-0.6037214154636041,-0.20156175160597223,0.0022488755622188904
invention_ideational,invention ideational,1000-1399,Political + Security,147,0.3256853786014808,0.20000515451221915,0.443840976548574,0.0009995002498750624
invention_ideational,invention ideational,1000-1399,Ideational + Economic,153,0.311473789798107,0.19276536571734204,0.42576932791486205,0.0009995002498750624
invention_ideational,invention ideational,1000-1399,Ideational + Security,111,-0.2927902698723943,-0.4446614654856207,-0.1569714438055376,0.0009995002498750624
invention_ideational,invention ideational,1000-1399,Economic + Security,24,-0.2541056424747312,-0.8614627189505231,0.196468843371683,0.3333333333333333
invention_ideational,invention ideational,1400-1599,Political + Ideational,2167,-0.061729555973230155,-0.07497711867439023,-0.04890017693149711,0.0004997501249375312
invention_ideational,invention ideational,1400-1599,Political + Economic,506,-0.34791397653171946,-0.4274561584638764,-0.2759803144187656,0.0004997501249375312
invention_ideational,invention ideational,1400-1599,Political + Security,636,0.6571885221303663,0.5882037425681799,0.7217592356467517,0.0004997501249375312
invention_ideational,invention ideational,1400-1599,Ideational + Economic,1219,0.3057338227627332,0.26748505561832986,0.34368834508181395,0.0004997501249375312
invention_ideational,invention ideational,1400-1599,Ideational + Security,479,-0.3652171439720096,-0.4422842376419715,-0.2883347854130686,0.0004997501249375312
invention_ideational,invention ideational,1400-1599,Economic + Security,81,-1.1127921078822458,-1.440653636896949,-0.8340836526600307,0.0004997501249375312
invention_ideational,invention ideational,1600-1799,Political + Ideational,7601,-0.2264425428285583,-0.237325861760131,-0.21552671656429304,0.0004997501249375312
invention_ideational,invention ideational,1600-1799,Political + Economic,3801,-0.33723681012327184,-0.36291711542141863,-0.3117044133192148,0.0004997501249375312
invention_ideational,invention ideational,1600-1799,Political + Security,6775,0.5959963960910952,0.5758071250625669,0.6165163211933187,0.0004997501249375312
invention_ideational,invention ideational,1600-1799,Ideational + Economic,5985,0.6968405416792431,0.6751076238348145,0.7186221656266959,0.0004997501249375312
invention_ideational,invention ideational,1600-1799,Ideational + Security,2445,-0.4950304021639597,-0.5356548040658534,-0.4570988946786053,0.0004997501249375312
invention_ideational,invention ideational,1600-1799,Economic + Security,569,-1.7085802328886297,-1.8227436238380483,-1.603681126921519,0.0004997501249375312
invention_ideational,invention ideational,1800-1899,Political + Ideational,28879,-0.11380146842419081,-0.11827911442255606,-0.10954044606624838,0.0004997501249375312
invention_ideational,invention ideational,1800-1899,Political + Economic,18132,0.04850679662143038,0.03999316413755262,0.057689559877991965,0.0004997501249375312
invention_ideational,invention ideational,1800-1899,Political + Security,9758,0.28887634643414317,0.2710606247573563,0.30601760873727074,0.0004997501249375312
invention_ideational,invention ideational,1800-1899,Ideational + Economic,17629,0.1527155799906916,0.1430898274992285,0.1617986236424768,0.0004997501249375312
invention_ideational,invention ideational,1800-1899,Ideational + Security,7824,0.11500538894055626,0.09547363281291779,0.13613260963937868,0.0004997501249375312
invention_ideational,invention ideational,1800-1899,Economic + Security,1683,-1.2678133238055,-1.3317839776324603,-1.2055785282551177,0.0004997501249375312
invention_ideational,invention ideational,1900-2020,Political + Ideational,62054,-0.0361148524597634,-0.038470165292374826,-0.033674018516761835,0.0004997501249375312
invention_ideational,invention ideational,1900-2020,Political + Economic,23704,-0.13121328356490572,-0.13934599053182964,-0.12331811251355793,0.0004997501249375312
invention_ideational,invention ideational,1900-2020,Political + Security,11676,0.5734904055433095,0.5567886301781271,0.5905770163634757,0.0004997501249375312
invention_ideational,invention ideational,1900-2020,Ideational + Economic,41961,0.1380837254722024,0.13298695792678292,0.14278138794574768,0.0004997501249375312
invention_ideational,invention ideational,1900-2020,Ideational + Security,9267,-0.31445317994209177,-0.33470968816372876,-0.29502267363063095,0.0004997501249375312
invention_ideational,invention ideational,1900-2020,Economic + Security,3129,-0.5874991355616509,-0.6342649862069434,-0.5428088265083746,0.0004997501249375312
